"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA","ST_Mangroves","ST_Oysters"
"BottomVegCover.by.Mud+Dissolved.oxygen.Min.te.Temperature.Min+Mud","BottomVegCover.by.Mud+Dissolved.oxygen.Min.te.Temperature.Min+Mud","s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",2598.24618469968,2728.11290595685,0.00044,NA,15.52,0,17.975,43.937,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Mud+Seagrass_PA","Dissolved.oxygen.Min.te.Temperature.Min+Mud+Seagrass_PA","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud + Seagrass_PA",2602.53875185176,2712.80101947544,0.00047,NA,13.39,0,22.268,28.625,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Mud+SY_PA","Dissolved.oxygen.Min.te.Temperature.Min+Mud+SY_PA","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud + SY_PA",2605.30510063608,2714.45654346429,0.00044,NA,13.2,0,25.034,30.281,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore+TH_PA","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore+TH_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",2605.73280230671,2714.69124058622,0.00043,NA,13.05,0,25.462,30.516,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.by.TH_PA+TH_PA","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.by.TH_PA+TH_PA","s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",2607.79509245444,2724.56305872037,0.00043,NA,14.04,0,27.524,40.388,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.te.BottomVegCover","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.te.BottomVegCover","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",2609.1816378584,2737.03764729814,0.00048,NA,14.77,0,28.911,52.862,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Mud+TH_PA","Dissolved.oxygen.Min.te.Temperature.Min+Mud+TH_PA","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud + TH_PA",2610.06491684079,2718.67849545261,0.00044,NA,13.16,0,29.794,34.503,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River+Mud","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River+Mud","s(Dist_To_River, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",2610.42770924809,2711.78391296332,0.00044,NA,13.24,1,30.157,27.608,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River.by.Mud+Mud","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River.by.Mud+Mud","s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",2610.79333190237,2715.40045010857,0.00044,NA,14.23,2,30.523,31.225,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",2611.26846892989,2725.14590713346,0.00043,NA,13.44,0,30.998,40.97,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",2611.2686173511,2725.14659313948,0.00043,NA,14.44,1,30.998,40.971,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Mud+Rocks","Dissolved.oxygen.Min.te.Temperature.Min+Mud+Rocks","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud + Rocks",2611.93447329712,2721.34826619572,0.00044,NA,13.24,0,31.664,37.173,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Mud+ST_Oysters","Dissolved.oxygen.Min.te.Temperature.Min+Mud+ST_Oysters","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud + ST_Oysters",2612.15500807521,2721.43099067729,0.00044,NA,13.23,0,31.884,37.255,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
"Dissolved.oxygen.Min.te.Temperature.Min+Mud+Sand","Dissolved.oxygen.Min.te.Temperature.Min+Mud+Sand","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud + Sand",2612.41574502625,2721.72607956498,0.00044,NA,13.24,0,32.145,37.551,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Sand","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",2612.55597000566,2734.37582052618,0.00043,NA,14.44,0,32.285,50.2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",2612.7726639533,2734.5893496293,0.00043,NA,14.43,0,32.502,50.414,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Rocks","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",2612.97195730346,2734.94477304113,0.00043,NA,14.45,0,32.701,50.769,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"BottomVegCover.by.ST_Oysters+Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters","BottomVegCover.by.ST_Oysters+Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters","s(BottomVegCover, by = ST_Oysters, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",2613.26549589433,2735.03809860965,0.00043,NA,15.43,1,32.995,50.863,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover.by.Rocks+Dissolved.oxygen.Min.te.Temperature.Min+Rocks","BottomVegCover.by.Rocks+Dissolved.oxygen.Min.te.Temperature.Min+Rocks","s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",2615.51178632916,2741.56810718341,0.00043,NA,15.39,0,35.241,57.393,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River.te.BottomVegCover","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River.te.BottomVegCover","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_River, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",2616.23919428455,2746.93557963946,0.00043,NA,15.05,0,35.968,62.76,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Sand+Seagrass_PA","Dissolved.oxygen.Min.te.Temperature.Min+Sand+Seagrass_PA","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand + Seagrass_PA",2617.95014879979,2727.51286600312,0.00043,NA,13.24,0,37.679,43.337,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Seagrass_PA+ST_Oysters","Dissolved.oxygen.Min.te.Temperature.Min+Seagrass_PA+ST_Oysters","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Seagrass_PA + ST_Oysters",2618.12317073034,2727.76166580733,0.00043,NA,13.25,0,37.852,43.586,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",2618.52181866509,2720.01037463712,0.00049,NA,12.11,0,38.251,35.835,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.by.Rocks+Rocks","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.by.Rocks+Rocks","s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",2621.06851408417,2724.14230898075,0.00051,NA,12.99,1,40.798,39.967,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore+SY_PA","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore+SY_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",2621.65257366438,2722.55246900699,0.00049,NA,12.05,0,41.382,38.377,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River+Dist_To_Shore","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River+Dist_To_Shore","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",2621.81279844162,2718.58276807502,0.00049,NA,12.08,0,41.542,34.407,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",2621.87478145988,2714.94453708254,0.00049,NA,11.06,0,41.604,30.769,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Mud","Dissolved.oxygen.Min.te.Temperature.Min+Mud","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",2622.8492401948,2716.87871254087,0.00044,NA,11.62,0,42.578,32.703,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.by.SY_PA+SY_PA","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.by.SY_PA+SY_PA","s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",2622.89477767706,2731.54333060142,0.00049,NA,13.06,0,42.624,47.368,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River.by.SY_PA+SY_PA","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River.by.SY_PA+SY_PA","s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",2623.09753240277,2726.38022032764,0.00043,NA,14.12,2,42.827,42.205,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore+ST_Oysters","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore+ST_Oysters","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",2623.74195688037,2724.77139291575,0.00049,NA,12.06,0,43.471,40.596,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.te.Dist_To_River","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.te.Dist_To_River","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, Dist_To_River, k = 4, bs = c(""ts"", ""ts""))",2623.74259189157,2743.56184171842,5e-04,NA,13.65,0,43.472,59.386,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore+Sand","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore+Sand","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",2623.88215888458,2724.91611848615,0.00049,NA,12.06,0,43.611,40.741,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore+Rocks","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore+Rocks","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",2624.48808898124,2725.24405304296,0.00049,NA,12.04,0,44.217,41.069,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters+SY_PA","Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters+SY_PA","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters + SY_PA",2624.50024972361,2733.04120545794,0.00043,NA,13.12,0,44.229,48.866,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
"Dissolved.oxygen.Min.te.Temperature.Min+Rocks+SY_PA","Dissolved.oxygen.Min.te.Temperature.Min+Rocks+SY_PA","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks + SY_PA",2624.68767555615,2733.32704637923,0.00043,NA,13.12,0,44.417,49.152,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.by.ST_Oysters+ST_Oysters","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.by.ST_Oysters+ST_Oysters","s(Dist_To_Shore, by = ST_Oysters, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",2624.71071213993,2732.96159164372,0.00049,NA,13.07,0,44.44,48.786,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"Dissolved.oxygen.Min.te.Temperature.Min+Seagrass_PA","Dissolved.oxygen.Min.te.Temperature.Min+Seagrass_PA","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Seagrass_PA",2624.73787704718,2719.93785220039,0.00043,NA,11.77,0,44.467,35.762,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.by.Sand+Sand","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.by.Sand+Sand","s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",2624.8460399906,2732.35100864558,0.00049,NA,13.09,0,44.575,48.175,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min","Dissolved.oxygen.Min.te.Temperature.Min","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",2626.07468107373,2718.88709536966,0.00043,NA,11.15,0,45.804,34.712,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River","s(Dist_To_River, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",2626.07701208799,2718.89558817161,0.00043,NA,12.15,1,45.806,34.72,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+TH_PA","Dissolved.oxygen.Min.te.Temperature.Min+TH_PA","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",2627.22404344045,2727.56251454391,0.00043,NA,12.1,0,46.953,43.387,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River+TH_PA","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",2627.2247119505,2727.56675829283,0.00043,NA,13.1,1,46.954,43.391,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River.by.TH_PA+TH_PA","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River.by.TH_PA+TH_PA","s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",2627.22615516994,2727.58025688544,0.00043,NA,14.1,2,46.955,43.405,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"BottomVegCover.by.Sand+Dissolved.oxygen.Min.te.Temperature.Min+Sand","BottomVegCover.by.Sand+Dissolved.oxygen.Min.te.Temperature.Min+Sand","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",2627.26596144828,2739.09784766517,0.00043,NA,14.18,1,46.995,54.922,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters","Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",2627.69721913077,2728.43565161271,0.00043,NA,12.15,0,47.426,44.26,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River.by.ST_Oysters+ST_Oysters","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River.by.ST_Oysters+ST_Oysters","s(Dist_To_River, by = ST_Oysters, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",2627.69763288404,2728.4381742571,0.00043,NA,14.15,2,47.427,44.263,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
