"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA","ST_Mangroves","ST_Oysters"
"Depth+Dist_To_Shore.te.Dissolved.oxygen.Min+Mud","Depth+Dist_To_Shore.te.Dissolved.oxygen.Min+Mud","s(Depth, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",6265.69900009822,6362.20979476932,0.02718,NA,10.96,0,50.331,2.447,0,0.221,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min+Dist_To_Shore.te.Temperature.Min","Depth+Dissolved.oxygen.Min+Dist_To_Shore.te.Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",6266.17136171584,6398.90259899398,0.00627,NA,15.56,0,50.803,39.139,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.te.Dissolved.oxygen.Min+Dist_To_Shore+Mud","Depth.te.Dissolved.oxygen.Min+Dist_To_Shore+Mud","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",6268.16588759416,6375.58370539604,0.0316,NA,12.26,0,52.797,15.821,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.te.Dissolved.oxygen.Min+Dist_To_Shore.by.Mud+Mud","Depth.te.Dissolved.oxygen.Min+Dist_To_Shore.by.Mud+Mud","s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",6271.6653440711,6397.85708029976,0.03153,NA,14.07,0,56.297,38.094,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min+Dist_To_Shore+Temperature.Min","Depth+Dissolved.oxygen.Min+Dist_To_Shore+Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"")",6273.92886366533,6371.97194319622,0.00456,NA,11.57,0,58.56,12.209,0,0.002,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Dissolved.oxygen.Min+Temperature.Min","Depth.te.Dist_To_Shore+Dissolved.oxygen.Min+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts""))",6274.06275237565,6394.89844895146,0.00477,NA,13.95,0,58.694,35.135,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.by.Mud+Dissolved.oxygen.Min+Dist_To_Shore+Mud","Depth.by.Mud+Dissolved.oxygen.Min+Dist_To_Shore+Mud","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Depth, by = Mud, k = 4, bs = ""ts"") + Mud",6276.7665524159,6367.9202535714,0.03441,NA,10.66,0,61.398,8.157,0,0.013,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth+Dist_To_River+Dist_To_Shore.te.Dissolved.oxygen.Min","Depth+Dist_To_River+Dist_To_Shore.te.Dissolved.oxygen.Min","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",6278.24480251447,6378.34812944416,0.0266,NA,11.27,0,62.876,18.585,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.te.Primary.productivity.Max+Dist_To_Shore+Mud","Depth.te.Primary.productivity.Max+Dist_To_Shore+Mud","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Depth, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + Mud",6278.374456721,6382.71809068815,0.02568,NA,12.61,0,63.006,22.955,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min+Dist_To_Shore+Mud","Depth+Dissolved.oxygen.Min+Dist_To_Shore+Mud","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + Mud",6279.00893652587,6359.76312120181,0.03596,NA,9.48,0,63.64,0,0,0.751,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth+Dist_To_River.te.Dissolved.oxygen.Min+Dist_To_Shore","Depth+Dist_To_River.te.Dissolved.oxygen.Min+Dist_To_Shore","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dist_To_River, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",6279.49225827902,6376.24624354463,0.03578,NA,11,0,64.124,16.483,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.by.TH_PA+Dist_To_Shore.te.Dissolved.oxygen.Min+TH_PA","Depth.by.TH_PA+Dist_To_Shore.te.Dissolved.oxygen.Min+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",6279.49829203,6386.81569608959,0.02592,NA,12.23,0,64.13,27.053,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.by.Mud+Dissolved.oxygen.Min+Dist_To_Shore.by.Mud+Mud","Depth.by.Mud+Dissolved.oxygen.Min+Dist_To_Shore.by.Mud+Mud","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Depth, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud",6279.64258522814,6387.7836337537,0.03449,NA,12.47,0,64.274,28.021,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Dissolved.oxygen.Min+Mud","Depth.te.Dist_To_Shore+Dissolved.oxygen.Min+Mud","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Mud",6279.93405753051,6381.44511735545,0.02936,NA,11.61,0,64.566,21.682,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.te.Dissolved.oxygen.Min+Dist_To_River+Dist_To_Shore","Depth.te.Dissolved.oxygen.Min+Dist_To_River+Dist_To_Shore","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",6280.27152717252,6389.90417425022,0.03158,NA,12.41,0,64.903,30.141,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.te.Dissolved.oxygen.Min+Dist_To_Shore.te.Dist_To_River","Depth.te.Dissolved.oxygen.Min+Dist_To_Shore.te.Dist_To_River","te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, Dist_To_River, k = 4, bs = c(""ts"", ""ts""))",6280.30614365341,6407.01682123706,0.03152,NA,14.31,0,64.938,47.254,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Dist_To_River.te.Dissolved.oxygen.Min","Depth.te.Dist_To_Shore+Dist_To_River.te.Dissolved.oxygen.Min","te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_River, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",6280.3636707503,6397.11846524681,0.03118,NA,13.04,0,64.995,37.355,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min+Dist_To_Shore.by.Mud+Mud","Depth+Dissolved.oxygen.Min+Dist_To_Shore.by.Mud+Mud","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud",6281.98243138576,6379.70991968872,0.03586,NA,11.3,0,66.614,19.947,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.te.Primary.productivity.Max+Dist_To_Shore.by.Mud+Mud","Depth.te.Primary.productivity.Max+Dist_To_Shore.by.Mud+Mud","s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + te(Depth, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + Mud",6282.41019305631,6407.4134109812,0.02573,NA,14.48,0,67.042,47.65,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.te.Latitude+Dist_To_Shore+Mud","Depth.te.Latitude+Dist_To_Shore+Mud","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Mud",6283.51760807627,6384.57250582652,0.02398,NA,12.05,0,68.149,24.809,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Dissolved.oxygen.Min.by.Mud+Mud","Depth.te.Dist_To_Shore+Dissolved.oxygen.Min.by.Mud+Mud","s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Mud",6284.41684721586,6410.34428900494,0.02935,NA,14.51,0,69.048,50.581,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.by.TH_PA+Dissolved.oxygen.Min+Dist_To_Shore.by.TH_PA+TH_PA","Depth.by.TH_PA+Dissolved.oxygen.Min+Dist_To_Shore.by.TH_PA+TH_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",6286.27420375308,6383.25652940895,0.03119,NA,11.36,0,70.906,23.493,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.te.Latitude+Dist_To_Shore.by.Mud+Mud","Depth.te.Latitude+Dist_To_Shore.by.Mud+Mud","s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Mud",6288.44616888859,6412.53169046453,0.02389,NA,13.78,0,73.078,52.769,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min+Dist_To_Shore.te.Dist_To_River","Depth+Dissolved.oxygen.Min+Dist_To_Shore.te.Dist_To_River","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dist_To_River, k = 4, bs = c(""ts"", ""ts""))",6289.11656234053,6389.83110996635,0.03545,NA,11.56,0,73.748,30.068,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min+Dist_To_River+Dist_To_Shore","Depth+Dissolved.oxygen.Min+Dist_To_River+Dist_To_Shore","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"")",6289.45950056379,6372.72268069788,0.03554,NA,9.67,0,74.091,12.96,0,0.001,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.by.TH_PA+Dist_To_River.te.Temperature.Min+TH_PA","Depth.by.TH_PA+Dist_To_River.te.Temperature.Min+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + te(Dist_To_River, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",6289.96669021313,6409.35847560882,0.02828,NA,13.83,0,74.598,49.595,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.te.Dist_To_Shore+Dissolved.oxygen.Min+Dist_To_River","Depth.te.Dist_To_Shore+Dissolved.oxygen.Min+Dist_To_River","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts""))",6290.39721668566,6394.75516488478,0.03065,NA,11.73,0,75.029,34.992,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depth+Dist_To_Shore.te.Dissolved.oxygen.Min+TH_PA","Depth+Dist_To_Shore.te.Dissolved.oxygen.Min+TH_PA","s(Depth, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",6291.34611263139,6391.33505494552,0.02695,NA,11.38,0,75.978,31.572,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.by.TH_PA+Dissolved.oxygen.Min+Dist_To_Shore+TH_PA","Depth.by.TH_PA+Dissolved.oxygen.Min+Dist_To_Shore+TH_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Depth, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",6291.47696620233,6378.86461785972,0.03075,NA,10.23,0,76.108,19.101,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.te.Dissolved.oxygen.Min+Dist_To_Shore.by.TH_PA+TH_PA","Depth.te.Dissolved.oxygen.Min+Dist_To_Shore.by.TH_PA+TH_PA","s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",6291.6333893403,6406.41993419657,0.03093,NA,13.17,0,76.265,46.657,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_River.te.Temperature.Min","Depth.te.BottomVegCover+Dist_To_River.te.Temperature.Min","te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_River, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",6293.31221073451,6447.97663501455,0.03037,NA,17.59,0,77.944,88.214,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.by.Mud+Dist_To_River.te.Temperature.Min+Mud","Depth.by.Mud+Dist_To_River.te.Temperature.Min+Mud","s(Depth, by = Mud, k = 4, bs = ""ts"") + te(Dist_To_River, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",6294.64962705398,6418.98795199248,0.03187,NA,14.34,0,79.281,59.225,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_Shore.te.Dissolved.oxygen.Min","Depth.te.BottomVegCover+Dist_To_Shore.te.Dissolved.oxygen.Min","te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",6294.95211627411,6437.95209720738,0.0256,NA,15.95,0,79.584,78.189,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth+Dist_To_River.te.Temperature.Min+Mud","Depth+Dist_To_River.te.Temperature.Min+Mud","s(Depth, k = 4, bs = ""ts"") + te(Dist_To_River, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",6295.16041654244,6408.8426527277,0.03251,NA,13.15,0,79.792,49.08,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.by.TH_PA+Dissolved.oxygen.Min.by.TH_PA+Dist_To_Shore.by.TH_PA+TH_PA","Depth.by.TH_PA+Dissolved.oxygen.Min.by.TH_PA+Dist_To_Shore.by.TH_PA+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",6295.31259746895,6399.5886356239,0.03257,NA,12.35,0,79.944,39.826,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.te.Dissolved.oxygen.Min+Dist_To_Shore+TH_PA","Depth.te.Dissolved.oxygen.Min+Dist_To_Shore+TH_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",6296.04127785087,6400.96293802907,0.0308,NA,12.03,0,80.673,41.2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.te.Primary.productivity.Max+Dist_To_Shore.te.Dist_To_River","Depth.te.Primary.productivity.Max+Dist_To_Shore.te.Dist_To_River","te(Depth, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, Dist_To_River, k = 4, bs = c(""ts"", ""ts""))",6296.46926812749,6427.62834119262,0.0254,NA,14.95,0,81.101,67.865,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.te.Primary.productivity.Max+Dist_To_River+Dist_To_Shore","Depth.te.Primary.productivity.Max+Dist_To_River+Dist_To_Shore","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Depth, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts""))",6298.50163862433,6415.13085517803,0.02553,NA,13.16,0,83.133,55.368,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min+Dist_To_Shore.by.TH_PA+TH_PA","Depth+Dissolved.oxygen.Min+Dist_To_Shore.by.TH_PA+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",6298.55816881487,6388.47622970837,0.03516,NA,10.55,0,83.19,28.713,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.by.TH_PA+Dissolved.oxygen.Min.by.TH_PA+Dist_To_Shore+TH_PA","Depth.by.TH_PA+Dissolved.oxygen.Min.by.TH_PA+Dist_To_Shore+TH_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",6298.95814861249,6393.96907001229,0.03242,NA,11.24,0,83.59,34.206,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BottomVegCover+Depth+Dist_To_River.te.Temperature.Min","BottomVegCover+Depth+Dist_To_River.te.Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + te(Dist_To_River, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",6298.97972895134,6429.04007254573,0.03164,NA,14.97,0,83.611,69.277,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.Latitude+Dist_To_Shore.te.Dist_To_River","Depth.te.Latitude+Dist_To_Shore.te.Dist_To_River","te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, Dist_To_River, k = 4, bs = c(""ts"", ""ts""))",6299.40860947092,6437.48634631629,0.02391,NA,15.09,0,84.04,77.723,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Depth+Dist_To_River.te.Temperature.Min+TH_PA","Depth+Dist_To_River.te.Temperature.Min+TH_PA","s(Depth, k = 4, bs = ""ts"") + te(Dist_To_River, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",6300.13660926366,6413.04911304796,0.03077,NA,13.05,0,84.768,53.286,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.te.Dist_To_River+Dist_To_Shore+Mud","Depth.te.Dist_To_River+Dist_To_Shore+Mud","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + Mud",6301.27069912975,6422.43933134307,0.02614,NA,13.21,0,85.902,62.676,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.te.Primary.productivity.Max+Dist_To_Shore.by.TH_PA+TH_PA","Depth.te.Primary.productivity.Max+Dist_To_Shore.by.TH_PA+TH_PA","s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + te(Depth, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",6302.67697610913,6415.4935236852,0.02588,NA,13.6,0,87.309,55.73,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BottomVegCover+Depth+Dist_To_Shore.te.Dissolved.oxygen.Min","BottomVegCover+Depth+Dist_To_Shore.te.Dissolved.oxygen.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",6303.10508689424,6418.58375447913,0.02634,NA,13.1,0,87.737,58.821,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
