"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA","ST_Mangroves","ST_Oysters"
"BottomVegCover.by.Rocks+Dissolved.oxygen.Min+Rocks+Temperature.Min","BottomVegCover.by.Rocks+Dissolved.oxygen.Min+Rocks+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + Rocks",891.836283537578,954.154622322217,0.00189,NA,8.04,1,3.145,7.857,0.014,0.004,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min","BottomVegCover+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",891.8362888637,954.154488424768,0.0019,NA,8.04,1,3.145,7.857,0.014,0.004,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min+Rocks+Temperature.Min","BottomVegCover+Dissolved.oxygen.Min+Rocks+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + Rocks",891.836289035598,954.15448513093,0.0019,NA,7.04,0,3.145,7.857,0.014,0.004,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.by.Rocks","BottomVegCover+Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.by.Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",891.83629298047,954.154399625892,0.00194,NA,9.04,2,3.145,7.857,0.014,0.004,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min+Rocks+Temperature.Min.by.Rocks","BottomVegCover+Dissolved.oxygen.Min+Rocks+Temperature.Min.by.Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",891.83629451077,954.154370602695,0.00194,NA,8.04,1,3.145,7.857,0.014,0.004,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"Dist_To_Shore+Mud+Primary.productivity.Max.te.BottomVegCover","Dist_To_Shore+Mud+Primary.productivity.Max.te.BottomVegCover","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Primary.productivity.Max, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",891.869217207533,974.654823349291,0.01163,NA,9.29,0,3.178,28.357,0.013,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Depth.te.Temperature.Min+Dissolved.oxygen.Min.te.BottomVegCover","Depth.te.Temperature.Min+Dissolved.oxygen.Min.te.BottomVegCover","te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + te(Dissolved.oxygen.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",891.938945835552,996.072521115747,0.01026,NA,10.92,0,3.247,49.775,0.013,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dist_To_Shore+Primary.productivity.Max.te.BottomVegCover","Dist_To_Shore+Primary.productivity.Max.te.BottomVegCover","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Primary.productivity.Max, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",891.990422549945,966.85722178284,0.01156,NA,8.33,0,3.299,20.56,0.013,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover.by.Sand+Dissolved.oxygen.Min.by.Sand+Sand+Temperature.Min.by.Sand","BottomVegCover.by.Sand+Dissolved.oxygen.Min.by.Sand+Sand+Temperature.Min.by.Sand","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand",891.991657172747,953.59079323898,0.00133,NA,9.96,3,3.3,7.293,0.013,0.006,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover.by.Sand+Dissolved.oxygen.Min+Sand+Temperature.Min.by.Sand","BottomVegCover.by.Sand+Dissolved.oxygen.Min+Sand+Temperature.Min.by.Sand","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand",891.991679017599,953.590666914816,0.00134,NA,8.96,2,3.3,7.293,0.013,0.006,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min+Sand+Temperature.Min.by.Sand","BottomVegCover+Dissolved.oxygen.Min+Sand+Temperature.Min.by.Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand",891.991680284348,953.590661729037,0.00131,NA,7.96,1,3.3,7.293,0.013,0.006,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.by.Sand+Sand+Temperature.Min.by.Sand","BottomVegCover+Dissolved.oxygen.Min.by.Sand+Sand+Temperature.Min.by.Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand",891.991681877044,953.590651706587,0.00133,NA,8.96,2,3.3,7.293,0.013,0.006,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.by.Sand+Sand+Temperature.Min","BottomVegCover+Dissolved.oxygen.Min.by.Sand+Sand+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Sand",891.991685328793,953.590615742469,0.00135,NA,7.96,1,3.3,7.293,0.013,0.006,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover.by.Sand+Dissolved.oxygen.Min.by.Sand+Sand+Temperature.Min","BottomVegCover.by.Sand+Dissolved.oxygen.Min.by.Sand+Sand+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Sand",891.991685638689,953.590672639881,0.00134,NA,8.96,2,3.3,7.293,0.013,0.006,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover.by.Sand+Dissolved.oxygen.Min+Sand+Temperature.Min","BottomVegCover.by.Sand+Dissolved.oxygen.Min+Sand+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + Sand",891.991686300371,953.590665145742,0.00131,NA,7.96,1,3.3,7.293,0.013,0.006,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min+Sand+Temperature.Min","BottomVegCover+Dissolved.oxygen.Min+Sand+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + Sand",891.991691021137,953.59051834362,0.00132,NA,6.96,0,3.3,7.293,0.013,0.006,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"Dist_To_River+Dist_To_Shore+Primary.productivity.Max.te.BottomVegCover","Dist_To_River+Dist_To_Shore+Primary.productivity.Max.te.BottomVegCover","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Primary.productivity.Max, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",891.996968319094,966.891804238481,0.01156,NA,9.33,1,3.305,20.594,0.013,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",892.0693796789,967.639885317977,0.00936,NA,8.26,0,3.378,21.343,0.012,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Rocks","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",892.222032522996,967.877074474309,0.0021,NA,8.3,0,3.53,21.58,0.011,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"BottomVegCover.by.Rocks+Dissolved.oxygen.Min.te.Temperature.Min+Rocks","BottomVegCover.by.Rocks+Dissolved.oxygen.Min.te.Temperature.Min+Rocks","s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",892.222036715583,967.877044389859,0.00225,NA,9.3,1,3.53,21.58,0.011,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"BottomVegCover+Depth.te.Dissolved.oxygen.Min+Temperature.Min","BottomVegCover+Depth.te.Dissolved.oxygen.Min+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",892.253993423317,984.020923653634,0.00856,NA,9.79,0,3.562,37.724,0.011,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover.by.ST_Oysters+Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters+Temperature.Min.by.ST_Oysters","BottomVegCover.by.ST_Oysters+Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters+Temperature.Min.by.ST_Oysters","s(BottomVegCover, by = ST_Oysters, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = ST_Oysters, k = 4, bs = ""ts"") + s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters",892.276390671786,954.232528242371,0.00196,NA,9.99,3,3.585,7.935,0.011,0.004,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover.by.ST_Oysters+Dissolved.oxygen.Min+ST_Oysters+Temperature.Min.by.ST_Oysters","BottomVegCover.by.ST_Oysters+Dissolved.oxygen.Min+ST_Oysters+Temperature.Min.by.ST_Oysters","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = ST_Oysters, k = 4, bs = ""ts"") + s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters",892.276390702509,954.232528244321,0.00195,NA,8.99,2,3.585,7.935,0.011,0.004,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover.by.ST_Oysters+Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters+Temperature.Min","BottomVegCover.by.ST_Oysters+Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = ST_Oysters, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters",892.276390746153,954.232528348383,0.00195,NA,8.99,2,3.585,7.935,0.011,0.004,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover.by.ST_Oysters+Dissolved.oxygen.Min+ST_Oysters+Temperature.Min","BottomVegCover.by.ST_Oysters+Dissolved.oxygen.Min+ST_Oysters+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters",892.276390769664,954.232528348001,0.00194,NA,7.99,1,3.585,7.935,0.011,0.004,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover+Dissolved.oxygen.Min+ST_Oysters+Temperature.Min","BottomVegCover+Dissolved.oxygen.Min+ST_Oysters+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + ST_Oysters",892.276395135336,954.232408942007,0.00188,NA,6.99,0,3.585,7.935,0.011,0.004,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover+Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters+Temperature.Min","BottomVegCover+Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters",892.27639531831,954.232404671975,0.00189,NA,7.99,1,3.585,7.935,0.011,0.004,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover+Dissolved.oxygen.Min+ST_Oysters+Temperature.Min.by.ST_Oysters","BottomVegCover+Dissolved.oxygen.Min+ST_Oysters+Temperature.Min.by.ST_Oysters","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters",892.276396825097,954.23237347124,0.00189,NA,7.99,1,3.585,7.935,0.011,0.004,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover+Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters+Temperature.Min.by.ST_Oysters","BottomVegCover+Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters+Temperature.Min.by.ST_Oysters","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = ST_Oysters, k = 4, bs = ""ts"") + s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters",892.276397130418,954.232366627838,0.0019,NA,8.99,2,3.585,7.935,0.011,0.004,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Sand","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",892.43432768861,967.073122086165,0.00147,NA,8.18,0,3.743,20.776,0.01,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover.by.Sand+Dissolved.oxygen.Min.te.Temperature.Min+Sand","BottomVegCover.by.Sand+Dissolved.oxygen.Min.te.Temperature.Min+Sand","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",892.434327781261,967.073121182215,0.00153,NA,9.18,1,3.743,20.776,0.01,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",892.642090551437,968.441772977705,0.00212,NA,8.3,0,3.95,22.144,0.009,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover.by.ST_Oysters+Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters","BottomVegCover.by.ST_Oysters+Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters","s(BottomVegCover, by = ST_Oysters, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",892.642096615943,968.441723034776,0.00219,NA,9.3,1,3.95,22.144,0.009,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover+Depth+Dissolved.oxygen.Min.te.Temperature.Min","BottomVegCover+Depth+Dissolved.oxygen.Min.te.Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",892.843157454209,967.159354564746,0.00898,NA,8.25,0,4.151,20.862,0.008,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_Shore+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min+Dist_To_Shore+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",893.029902679587,966.215515357316,0.01039,NA,7.79,0,4.338,19.918,0.008,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Mud","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Mud","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",893.05128638928,968.732829387734,0.00906,NA,8.29,0,4.36,22.435,0.007,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
