"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA","ST_Mangroves","ST_Oysters"
"Depth.te.Dist_To_Shore+Dissolved.oxygen.Min+ST_Mangroves","Depth.te.Dist_To_Shore+Dissolved.oxygen.Min+ST_Mangroves","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + ST_Mangroves",1105.0873106533,1218.5774713869,0.00935,NA,12.92,0,6.04,13.906,0.021,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Depth.te.Dist_To_Shore+Dissolved.oxygen.Min+Rocks","Depth.te.Dist_To_Shore+Dissolved.oxygen.Min+Rocks","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Rocks",1106.12960784507,1219.55602084666,0.01889,NA,12.92,0,7.082,14.884,0.013,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Dissolved.oxygen.Min.by.Rocks+Rocks","Depth.te.Dist_To_Shore+Dissolved.oxygen.Min.by.Rocks+Rocks","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Rocks",1106.12963079234,1219.55603328837,0.02033,NA,13.92,1,7.082,14.884,0.013,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Dissolved.oxygen.Min+Sand","Depth.te.Dist_To_Shore+Dissolved.oxygen.Min+Sand","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Sand",1106.13690948938,1219.66578050139,0.06435,NA,12.91,0,7.089,14.994,0.013,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Dissolved.oxygen.Min+ST_Oysters","Depth.te.Dist_To_Shore+Dissolved.oxygen.Min+ST_Oysters","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",1106.2828727104,1219.93883456683,0.01789,NA,12.95,0,7.235,15.267,0.012,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth.te.Dist_To_Shore+Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters","Depth.te.Dist_To_Shore+Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters","s(Dissolved.oxygen.Min, by = ST_Oysters, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",1106.28287853412,1219.9388385075,0.02006,NA,13.95,1,7.235,15.267,0.012,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth.te.Dist_To_Shore+Dist_To_River.te.Dissolved.oxygen.Min","Depth.te.Dist_To_Shore+Dist_To_River.te.Dissolved.oxygen.Min","te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_River, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",1106.83061574193,1221.97803247042,0.06106,NA,13,0,7.783,17.306,0.009,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth.te.Dist_To_Shore+Primary.productivity.Max","BottomVegCover+Depth.te.Dist_To_Shore+Primary.productivity.Max","s(BottomVegCover, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts""))",1106.85579027727,1212.21693409078,0.05477,NA,11.49,0,7.808,7.545,0.009,0.006,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Dissolved.oxygen.Min+Mud","Depth.te.Dist_To_Shore+Dissolved.oxygen.Min+Mud","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Mud",1107.05551292662,1220.67223224337,0.06398,NA,12.93,0,8.008,16,0.008,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Dissolved.oxygen.Min.by.Sand+Sand","Depth.te.Dist_To_Shore+Dissolved.oxygen.Min.by.Sand+Sand","s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Sand",1107.77393861612,1242.12476456979,0.06172,NA,15.12,0,8.726,37.453,0.006,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Dissolved.oxygen.Min.by.TH_PA+TH_PA","Depth.te.Dist_To_Shore+Dissolved.oxygen.Min.by.TH_PA+TH_PA","s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",1107.82624226784,1224.92234092167,0.06857,NA,13.96,1,8.779,20.251,0.005,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.te.Dist_To_Shore+Primary.productivity.Max.te.BottomVegCover","Depth.te.Dist_To_Shore+Primary.productivity.Max.te.BottomVegCover","te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + te(Primary.productivity.Max, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",1108.723171157,1234.61496217904,0.06741,NA,13.39,0,9.675,29.943,0.003,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Dissolved.oxygen.Min.by.Mud+Mud","Depth.te.Dist_To_Shore+Dissolved.oxygen.Min.by.Mud+Mud","s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Mud",1110.60391863873,1244.79442787677,0.05296,NA,15.06,0,11.556,40.123,0.001,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Primary.productivity.Max+TH_PA","Depth.te.Dist_To_Shore+Primary.productivity.Max+TH_PA","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",1112.3254604534,1215.47645548225,0.05117,NA,11.78,0,13.278,10.805,0.001,0.001,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.te.Dist_To_Shore+Primary.productivity.Max+SY_PA","Depth.te.Dist_To_Shore+Primary.productivity.Max+SY_PA","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",1113.74734636725,1218.2338184235,0.0087,NA,11.93,0,14.7,13.562,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Depth.te.Dist_To_Shore+Primary.productivity.Max.by.SY_PA+SY_PA","Depth.te.Dist_To_Shore+Primary.productivity.Max.by.SY_PA+SY_PA","s(Primary.productivity.Max, by = SY_PA, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",1113.74734855266,1218.2338372175,0.00913,NA,12.93,1,14.7,13.562,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Depth.te.Dist_To_Shore+Primary.productivity.Max.by.TH_PA+TH_PA","Depth.te.Dist_To_Shore+Primary.productivity.Max.by.TH_PA+TH_PA","s(Primary.productivity.Max, by = TH_PA, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",1115.59881433383,1227.90875623831,0.06152,NA,12.79,0,16.551,23.237,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.te.Dist_To_Shore+Primary.productivity.Max","Depth.te.Dist_To_Shore+Primary.productivity.Max","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts""))",1118.77716563603,1215.80956263236,0.05515,NA,10.81,0,19.729,11.138,0,0.001,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Dist_To_River+Primary.productivity.Max","Depth.te.Dist_To_Shore+Dist_To_River+Primary.productivity.Max","s(Dist_To_River, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts""))",1118.78030730383,1215.82627834714,0.05515,NA,11.81,1,19.733,11.154,0,0.001,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Primary.productivity.Max+Sand","Depth.te.Dist_To_Shore+Primary.productivity.Max+Sand","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Sand",1119.17090147475,1223.8925985813,0.05587,NA,11.76,0,20.123,19.221,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Dist_To_River.te.Primary.productivity.Max","Depth.te.Dist_To_Shore+Dist_To_River.te.Primary.productivity.Max","te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_River, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts""))",1119.69615689686,1231.79859727302,0.05166,NA,12.01,0,20.648,27.127,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Primary.productivity.Max+ST_Oysters","Depth.te.Dist_To_Shore+Primary.productivity.Max+ST_Oysters","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",1120.04415989137,1225.1224875084,0.01825,NA,11.81,0,20.996,20.451,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth.te.Dist_To_Shore+Primary.productivity.Max.by.ST_Oysters+ST_Oysters","Depth.te.Dist_To_Shore+Primary.productivity.Max.by.ST_Oysters+ST_Oysters","s(Primary.productivity.Max, by = ST_Oysters, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",1120.04416390461,1225.12254468179,0.02039,NA,12.81,1,20.996,20.451,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth.te.Dist_To_Shore+Primary.productivity.Max.by.Sand+Sand","Depth.te.Dist_To_Shore+Primary.productivity.Max.by.Sand+Sand","s(Primary.productivity.Max, by = Sand, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Sand",1120.26653301771,1234.66552156337,0.0545,NA,12.77,0,21.219,29.994,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Mud+Primary.productivity.Max","Depth.te.Dist_To_Shore+Mud+Primary.productivity.Max","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Mud",1120.36213765092,1225.60434086188,0.05543,NA,11.78,0,21.314,20.933,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Primary.productivity.Max+Rocks","Depth.te.Dist_To_Shore+Primary.productivity.Max+Rocks","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Rocks",1120.379518006,1225.36142189102,0.01926,NA,11.81,0,21.332,20.69,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Primary.productivity.Max.by.Rocks+Rocks","Depth.te.Dist_To_Shore+Primary.productivity.Max.by.Rocks+Rocks","s(Primary.productivity.Max, by = Rocks, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Rocks",1120.37952143103,1225.36146914655,0.02038,NA,12.81,1,21.332,20.69,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Mud+Primary.productivity.Max.by.Mud","Depth.te.Dist_To_Shore+Mud+Primary.productivity.Max.by.Mud","s(Primary.productivity.Max, by = Mud, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Mud",1122.72525849075,1237.67183638005,0.05671,NA,12.92,0,23.678,33,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min+Dist_To_Shore","Depth.te.BottomVegCover+Dissolved.oxygen.Min+Dist_To_Shore","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",1124.44672850853,1213.92630883914,0.0588,NA,9.98,0,25.399,9.255,0,0.002,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_Shore.te.Dissolved.oxygen.Min","Depth.te.BottomVegCover+Dist_To_Shore.te.Dissolved.oxygen.Min","te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",1127.02970623252,1233.93896827835,0.06174,NA,11.41,0,27.982,29.267,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_Shore+Primary.productivity.Max","Depth.te.BottomVegCover+Dist_To_Shore+Primary.productivity.Max","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",1130.06968126328,1210.16059339897,0.05236,NA,8.76,0,31.022,5.489,0,0.016,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_Shore.te.Primary.productivity.Max","Depth.te.BottomVegCover+Dist_To_Shore.te.Primary.productivity.Max","te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts""))",1132.12989367171,1231.73752699532,0.05555,NA,10.38,0,33.082,27.066,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min+Dist_To_Shore.te.BottomVegCover","Depth+Dissolved.oxygen.Min+Dist_To_Shore.te.BottomVegCover","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",1132.52273104421,1222.33804261948,0.05793,NA,9.79,0,33.475,17.666,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth+Dissolved.oxygen.Min+Dist_To_Shore","BottomVegCover+Depth+Dissolved.oxygen.Min+Dist_To_Shore","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"")",1133.39889428625,1211.75320588288,0.05882,NA,8.91,0,34.351,7.081,0,0.007,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min+Sand","Depth.te.BottomVegCover+Dissolved.oxygen.Min+Sand","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",1133.57006529031,1223.18573765995,0.05841,NA,10.06,0,34.522,18.514,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min+Temperature.Min","Depth.te.BottomVegCover+Dissolved.oxygen.Min+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",1133.77755472477,1221.14998188591,0.05686,NA,10.11,0,34.73,16.478,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth.te.Dist_To_Shore+Latitude","BottomVegCover+Depth.te.Dist_To_Shore+Latitude","s(BottomVegCover, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts""))",1133.88180351248,1239.66192134127,0.01065,NA,11.73,0,34.834,34.99,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min","Depth.te.BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min","te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",1134.11910372289,1228.4166849068,0.05078,NA,10.07,0,35.071,23.745,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min","Depth.te.BottomVegCover+Dissolved.oxygen.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",1134.53145274367,1216.5343265695,0.05771,NA,9.11,0,35.484,11.863,0,0.001,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min+Dist_To_River","Depth.te.BottomVegCover+Dissolved.oxygen.Min+Dist_To_River","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",1134.5326234725,1216.540649472,0.0577,NA,10.11,1,35.485,11.869,0,0.001,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min.by.ST_Mangroves+ST_Mangroves","Depth.te.BottomVegCover+Dissolved.oxygen.Min.by.ST_Mangroves+ST_Mangroves","s(Dissolved.oxygen.Min, by = ST_Mangroves, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Mangroves",1135.13929869634,1225.10036724759,0.00956,NA,11.12,1,36.092,20.429,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min+ST_Mangroves","Depth.te.BottomVegCover+Dissolved.oxygen.Min+ST_Mangroves","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Mangroves",1135.1393008687,1225.10036870064,0.00956,NA,10.12,0,36.092,20.429,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min+ST_Oysters","Depth.te.BottomVegCover+Dissolved.oxygen.Min+ST_Oysters","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",1135.63700258597,1225.75538670407,0.01541,NA,10.13,0,36.589,21.084,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"Depth.te.BottomVegCover+Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters","Depth.te.BottomVegCover+Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters","s(Dissolved.oxygen.Min, by = ST_Oysters, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",1135.63700258606,1225.7553867041,0.01697,NA,11.13,1,36.589,21.084,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover+Depth+Dist_To_Shore.te.Dissolved.oxygen.Min","BottomVegCover+Depth+Dist_To_Shore.te.Dissolved.oxygen.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",1135.83347780919,1232.21412102565,0.06372,NA,10.4,0,36.786,27.542,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min+Rocks","Depth.te.BottomVegCover+Dissolved.oxygen.Min+Rocks","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",1136.06385950271,1226.0387932786,0.01636,NA,10.11,0,37.016,21.367,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min.by.Rocks+Rocks","Depth.te.BottomVegCover+Dissolved.oxygen.Min.by.Rocks+Rocks","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",1136.06385950288,1226.03879327863,0.01708,NA,11.11,1,37.016,21.367,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
