"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA","ST_Mangroves","ST_Oysters"
"BottomVegCover+Depth+Dissolved.oxygen.Min+Dist_To_Shore","BottomVegCover+Depth+Dissolved.oxygen.Min+Dist_To_Shore","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"")",7292.98738948979,7381.17264626185,0.02938,NA,10.65,0,39.034,1.21,0,0.353,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_River.te.Temperature.Min","Depth.te.BottomVegCover+Dist_To_River.te.Temperature.Min","te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_River, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",7293.24186735807,7451.56591339295,0.03012,NA,18.78,0,39.289,71.603,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.te.BottomVegCover","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.te.BottomVegCover","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7294.41621817267,7456.8996665793,0.02256,NA,18.71,0,40.463,76.937,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.Temperature.Min+Dissolved.oxygen.Min.te.BottomVegCover","Depth.te.Temperature.Min+Dissolved.oxygen.Min.te.BottomVegCover","te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + te(Dissolved.oxygen.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7295.75237433125,7478.80083614179,0.02942,NA,21.12,0,41.799,98.838,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth.te.Dissolved.oxygen.Min+Dist_To_Shore","BottomVegCover+Depth.te.Dissolved.oxygen.Min+Dist_To_Shore","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",7297.16580240359,7428.79713965436,0.02916,NA,15.59,0,43.213,48.834,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth+Dist_To_River.te.Temperature.Min","BottomVegCover+Depth+Dist_To_River.te.Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + te(Dist_To_River, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",7298.26911395084,7424.12693503414,0.0293,NA,14.85,0,44.316,44.164,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min.te.BottomVegCover+Temperature.Min","Depth+Dissolved.oxygen.Min.te.BottomVegCover+Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7298.31359915351,7450.58397874236,0.02929,NA,17.98,0,44.361,70.621,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Depth+Dist_To_Shore.te.BottomVegCover+Latitude","Depth+Dist_To_Shore.te.BottomVegCover+Latitude","s(Depth, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7299.46744837117,7441.02404138852,0.028,NA,16.63,0,45.514,61.061,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth.te.Dist_To_River+Temperature.Min","BottomVegCover+Depth.te.Dist_To_River+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts""))",7302.65577146502,7446.99809101408,0.02706,NA,16.77,0,48.703,67.035,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_Shore.te.Latitude","Depth.te.BottomVegCover+Dist_To_Shore.te.Latitude","te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, Latitude, k = 4, bs = c(""ts"", ""ts""))",7302.68184759267,7465.66777848858,0.02942,NA,18.42,0,48.729,85.705,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Depth.te.Dist_To_River+Dissolved.oxygen.Min.te.BottomVegCover","Depth.te.Dist_To_River+Dissolved.oxygen.Min.te.BottomVegCover","te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + te(Dissolved.oxygen.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7303.26081303988,7495.10771255003,0.02735,NA,21.99,0,49.308,115.145,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover.te.Latitude+Depth.te.Dist_To_Shore","BottomVegCover.te.Latitude+Depth.te.Dist_To_Shore","te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts"")) + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts""))",7304.17263399519,7458.71847806784,0.02879,NA,18.04,0,50.22,78.756,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",7304.6516155181,7418.35935118379,0.0222,NA,12.99,0,50.699,38.397,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth.te.Temperature.Min+Dissolved.oxygen.Min","BottomVegCover+Depth.te.Temperature.Min+Dissolved.oxygen.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",7304.69637961415,7438.71695131863,0.02922,NA,15.51,0,50.743,58.754,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min+Temperature.Min","Depth.te.BottomVegCover+Dissolved.oxygen.Min+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7304.70549344832,7440.1275336471,0.02956,NA,16.21,0,50.752,60.165,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","Depth+Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7305.50516601142,7454.19021511994,0.02944,NA,17.02,0,51.552,74.227,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth.te.Dist_To_River+Dissolved.oxygen.Min","BottomVegCover+Depth.te.Dist_To_River+Dissolved.oxygen.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts""))",7305.85209494186,7448.61985075016,0.02693,NA,16.37,0,51.899,68.657,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","Depth.te.Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7306.73711822864,7494.71610933586,0.0293,NA,21.44,0,52.784,114.753,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth+Dist_To_Shore.te.Latitude","BottomVegCover+Depth+Dist_To_Shore.te.Latitude","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + te(Dist_To_Shore, Latitude, k = 4, bs = c(""ts"", ""ts""))",7307.09374262806,7434.80233966561,0.02845,NA,14.61,0,53.141,54.84,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Depth.te.Latitude+Dist_To_Shore.te.BottomVegCover","Depth.te.Latitude+Dist_To_Shore.te.BottomVegCover","te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7307.49166793827,7484.58101382814,0.02787,NA,20.51,0,53.539,104.618,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Depth.te.Dist_To_River+Temperature.Min.te.BottomVegCover","Depth.te.Dist_To_River+Temperature.Min.te.BottomVegCover","te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7307.51400614254,7498.91112329083,0.02742,NA,21.19,0,53.561,118.948,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth+Dissolved.oxygen.Min+Temperature.Min","BottomVegCover+Depth+Dissolved.oxygen.Min+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"")",7307.82010050743,7410.48619138743,0.0289,NA,12.33,0,53.867,30.523,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth.te.Dissolved.oxygen.Min+Temperature.Min","BottomVegCover+Depth.te.Dissolved.oxygen.Min+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",7308.55621514384,7450.37049501226,0.02879,NA,16.68,0,54.603,70.408,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover.te.Latitude+Depth+Dist_To_Shore","BottomVegCover.te.Latitude+Depth+Dist_To_Shore","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts""))",7310.03675031241,7445.35977328924,0.02888,NA,16.12,0,56.084,65.397,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BottomVegCover.te.Latitude+Depth.te.Dist_To_River","BottomVegCover.te.Latitude+Depth.te.Dist_To_River","te(BottomVegCover, Latitude, k = 4, bs = c(""ts"", ""ts"")) + te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts""))",7310.11340682773,7501.09800188554,0.02681,NA,22.17,0,56.16,121.135,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Depth.te.Temperature.Min+Dist_To_River.te.BottomVegCover","Depth.te.Temperature.Min+Dist_To_River.te.BottomVegCover","te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_River, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7310.83779777731,7475.47245764783,0.02895,NA,17.92,0,56.885,95.51,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.Temperature.Min+Dist_To_Shore.te.BottomVegCover","Depth.te.Temperature.Min+Dist_To_Shore.te.BottomVegCover","te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7311.33750763222,7487.0866625562,0.02752,NA,20.13,0,57.384,107.124,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min+Dist_To_River","Depth.te.BottomVegCover+Dissolved.oxygen.Min+Dist_To_River","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7311.73733453878,7449.55758713943,0.02909,NA,15.72,0,57.784,69.595,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_River.te.Dissolved.oxygen.Min","Depth.te.BottomVegCover+Dist_To_River.te.Dissolved.oxygen.Min","te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_River, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",7313.62440094762,7451.66309847317,0.02898,NA,16.3,0,59.671,71.7,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min.te.BottomVegCover+Dist_To_River","Depth+Dissolved.oxygen.Min.te.BottomVegCover+Dist_To_River","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7313.93003288351,7465.17834659518,0.02879,NA,17.35,0,59.977,85.216,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min+Dist_To_River.te.BottomVegCover","Depth+Dissolved.oxygen.Min+Dist_To_River.te.BottomVegCover","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Dist_To_River, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7313.99147761532,7440.61819178256,0.02856,NA,14.41,0,60.038,60.655,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_Shore+Latitude","Depth.te.BottomVegCover+Dist_To_Shore+Latitude","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7314.13725453513,7433.35242541352,0.0294,NA,14.35,0,60.184,53.39,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth.te.Dist_To_Shore+Latitude","BottomVegCover+Depth.te.Dist_To_Shore+Latitude","s(BottomVegCover, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts""))",7314.59190812393,7422.54630110549,0.02802,NA,12.45,0,60.639,42.584,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Depth+Dist_To_River.te.BottomVegCover+Temperature.Min","Depth+Dist_To_River.te.BottomVegCover+Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Dist_To_River, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7315.28716087594,7447.51064408635,0.02854,NA,14.83,0,61.334,67.548,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth+Dissolved.oxygen.Min+Dist_To_River","BottomVegCover+Depth+Dissolved.oxygen.Min+Dist_To_River","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"")",7316.99325805717,7414.79920866484,0.02833,NA,11.64,0,63.04,34.836,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth.te.Temperature.Min+Dist_To_River","BottomVegCover+Depth.te.Temperature.Min+Dist_To_River","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",7317.64720858976,7438.41822450983,0.02847,NA,14.05,0,63.694,58.455,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_Shore.te.Primary.productivity.Max","Depth.te.BottomVegCover+Dist_To_Shore.te.Primary.productivity.Max","te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts""))",7317.90471243047,7465.50967493509,0.02594,NA,17.5,0,63.952,85.547,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.Dissolved.oxygen.Min+Dist_To_River.te.BottomVegCover","Depth.te.Dissolved.oxygen.Min+Dist_To_River.te.BottomVegCover","te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_River, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7318.1047240772,7489.53852448126,0.02846,NA,19.26,0,64.152,109.576,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Dist_To_Shore.te.Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","Dist_To_Shore.te.Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7319.63555868484,7455.50033187954,0.02554,NA,15.45,0,65.683,75.538,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth+Dist_To_Shore+Latitude","BottomVegCover+Depth+Dist_To_Shore+Latitude","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"")",7320.31509832606,7407.27905188085,0.02825,NA,10.45,0,66.362,27.316,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth+Dist_To_River.te.Dissolved.oxygen.Min","BottomVegCover+Depth+Dist_To_River.te.Dissolved.oxygen.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + te(Dist_To_River, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",7320.38035910058,7424.88049477104,0.02823,NA,12.25,0,66.427,44.918,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth+Dist_To_Shore.te.BottomVegCover+Temperature.Min","Depth+Dist_To_Shore.te.BottomVegCover+Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7320.8141288143,7464.07603723893,0.0267,NA,16.74,0,66.861,84.113,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth.te.Dist_To_River+Latitude","BottomVegCover+Depth.te.Dist_To_River+Latitude","s(BottomVegCover, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts""))",7321.03516828494,7464.85225596041,0.02614,NA,16.55,0,67.082,84.89,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth.te.Dissolved.oxygen.Min+Dist_To_River","BottomVegCover+Depth.te.Dissolved.oxygen.Min+Dist_To_River","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",7321.28836080195,7466.87867179262,0.0282,NA,16.53,0,67.335,86.916,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_River+Temperature.Min","Depth.te.BottomVegCover+Dist_To_River+Temperature.Min","s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7321.54352662845,7444.35459414304,0.02879,NA,14.64,0,67.591,64.392,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Depth+Dist_To_River+Temperature.Min.te.BottomVegCover","Depth+Dist_To_River+Temperature.Min.te.BottomVegCover","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",7324.76082575295,7458.73686561474,0.02863,NA,15.34,0,70.808,78.774,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Dist_To_Shore.te.Dissolved.oxygen.Min+Temperature.Min","BottomVegCover+Dist_To_Shore.te.Dissolved.oxygen.Min+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",7325.49080655304,7429.06071846963,0.02483,NA,12.02,0,71.538,49.098,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
