"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA","ST_Mangroves","ST_Oysters"
"Depth.te.BottomVegCover+Primary.productivity.Max.by.Sand+Sand","Depth.te.BottomVegCover+Primary.productivity.Max.by.Sand+Sand","s(Primary.productivity.Max, by = Sand, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",3437.73236428958,3562.72767371918,0.01424,NA,14.63,0,32.984,32.83,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Depth.te.Temperature.Min+Dissolved.oxygen.Min","BottomVegCover+Depth.te.Temperature.Min+Dissolved.oxygen.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",3438.57074919189,3563.57376097914,0.01587,NA,14.53,0,33.823,33.676,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth+Dissolved.oxygen.Min+Temperature.Min","BottomVegCover+Depth+Dissolved.oxygen.Min+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"")",3438.75246166481,3534.05087966448,0.01504,NA,11.13,0,34.004,4.154,0,0.111,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth.te.Dissolved.oxygen.Min+Temperature.Min","BottomVegCover+Depth.te.Dissolved.oxygen.Min+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",3439.2559816735,3574.21950108903,0.01539,NA,15.27,0,34.508,44.322,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Mud+Primary.productivity.Max","Depth.te.BottomVegCover+Mud+Primary.productivity.Max","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",3439.71262361956,3554.24260464447,0.01401,NA,13.66,0,34.965,24.345,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Primary.productivity.Max+Sand","Depth.te.BottomVegCover+Primary.productivity.Max+Sand","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",3443.17463304524,3557.27909708109,0.01382,NA,13.6,0,38.427,27.382,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_Shore+Primary.productivity.Max","Depth.te.BottomVegCover+Dist_To_Shore+Primary.productivity.Max","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3444.99091530554,3574.13373489751,0.0141,NA,14.59,0,40.243,44.236,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_River+Primary.productivity.Max","Depth.te.BottomVegCover+Dist_To_River+Primary.productivity.Max","s(Dist_To_River, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3445.22942618884,3562.74771126172,0.01354,NA,13.63,0,40.481,32.85,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_River.te.Latitude","Depth.te.BottomVegCover+Dist_To_River.te.Latitude","te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_River, Latitude, k = 4, bs = c(""ts"", ""ts""))",3445.86853606523,3591.60675976843,0.01295,NA,16.61,0,41.12,61.709,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Primary.productivity.Max.by.ST_Oysters+ST_Oysters","Depth.te.BottomVegCover+Primary.productivity.Max.by.ST_Oysters+ST_Oysters","s(Primary.productivity.Max, by = ST_Oysters, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",3446.6982427918,3575.49337646915,0.01072,NA,14.69,0,41.95,45.596,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Depth.te.BottomVegCover+Primary.productivity.Max","Depth.te.BottomVegCover+Primary.productivity.Max","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3447.38577674653,3554.28875432513,0.01369,NA,12.69,0,42.638,24.391,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_Shore.te.Latitude","Depth.te.BottomVegCover+Dist_To_Shore.te.Latitude","te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, Latitude, k = 4, bs = c(""ts"", ""ts""))",3448.33044104012,3599.73718783884,0.01421,NA,17.23,0,43.582,69.84,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Primary.productivity.Max.by.Rocks+Rocks","Depth.te.BottomVegCover+Primary.productivity.Max.by.Rocks+Rocks","s(Primary.productivity.Max, by = Rocks, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",3448.36312155722,3563.31464105234,0.01372,NA,14.7,1,43.615,33.417,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Depth.te.BottomVegCover+Primary.productivity.Max+Rocks","Depth.te.BottomVegCover+Primary.productivity.Max+Rocks","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",3448.70072381021,3563.52897571751,0.01371,NA,13.69,0,43.953,33.632,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Depth.te.BottomVegCover+Primary.productivity.Max+ST_Oysters","Depth.te.BottomVegCover+Primary.productivity.Max+ST_Oysters","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",3449.38443927642,3564.24050805289,0.01368,NA,13.69,0,44.636,34.343,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Depth+Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max","Depth+Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max","s(Depth, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3455.76627675418,3579.46288440336,0.01596,NA,14.03,0,51.018,49.566,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.Primary.productivity.Max+Dist_To_Shore.te.BottomVegCover","Depth.te.Primary.productivity.Max+Dist_To_Shore.te.BottomVegCover","te(Depth, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3455.87854120378,3626.34898549989,0.01669,NA,18.87,0,51.13,96.452,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_River+Latitude","Depth.te.BottomVegCover+Dist_To_River+Latitude","s(Dist_To_River, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3456.6041839936,3574.51749088507,0.01289,NA,13.75,0,51.856,44.62,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Latitude+Mud","Depth.te.BottomVegCover+Latitude+Mud","s(Latitude, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",3457.34063136348,3573.17118093509,0.01339,NA,13.82,0,52.593,43.274,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"BottomVegCover+Depth+Dist_To_Shore.te.Primary.productivity.Max","BottomVegCover+Depth+Dist_To_Shore.te.Primary.productivity.Max","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts""))",3457.43538995703,3581.39041675171,0.01594,NA,13.97,0,52.687,51.493,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_River.te.Dissolved.oxygen.Min","Depth.te.BottomVegCover+Dist_To_River.te.Dissolved.oxygen.Min","te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_River, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",3458.36673777908,3586.48363540987,0.01226,NA,14.48,0,53.619,56.586,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.Primary.productivity.Max+Dist_To_River.te.BottomVegCover","Depth.te.Primary.productivity.Max+Dist_To_River.te.BottomVegCover","te(Depth, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_River, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3459.56943519936,3616.16624730963,0.01317,NA,17.65,0,54.821,86.269,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth+Dist_To_River.te.BottomVegCover+Primary.productivity.Max","Depth+Dist_To_River.te.BottomVegCover+Primary.productivity.Max","s(Depth, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Dist_To_River, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3460.77252352589,3571.81314826422,0.01241,NA,12.8,0,56.024,41.916,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min+Mud","Depth.te.BottomVegCover+Dissolved.oxygen.Min+Mud","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",3462.34194624242,3574.08342165472,0.01313,NA,13.2,0,57.594,44.186,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"BottomVegCover+Depth+Dist_To_River.te.Primary.productivity.Max","BottomVegCover+Depth+Dist_To_River.te.Primary.productivity.Max","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + te(Dist_To_River, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts""))",3462.5309589106,3567.45163378224,0.01338,NA,11.73,0,57.783,37.554,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min+Dist_To_River","Depth.te.BottomVegCover+Dissolved.oxygen.Min+Dist_To_River","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3464.03432423146,3578.43972136657,0.01265,NA,13.14,0,59.286,48.542,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_Shore+Latitude","Depth.te.BottomVegCover+Dist_To_Shore+Latitude","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3464.13147763367,3595.11341135961,0.01338,NA,14.69,0,59.383,65.216,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BottomVegCover.by.Sand+Depth+Primary.productivity.Max.by.Sand+Sand","BottomVegCover.by.Sand+Depth+Primary.productivity.Max.by.Sand+Sand","s(Depth, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Sand, k = 4, bs = ""ts"") + Sand",3464.27300944348,3552.592957458,0.01557,NA,11.75,1,59.525,22.696,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover.by.Sand+Depth.by.Sand+Primary.productivity.Max.by.Sand+Sand","BottomVegCover.by.Sand+Depth.by.Sand+Primary.productivity.Max.by.Sand+Sand","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Sand, k = 4, bs = ""ts"") + Sand",3465.63697684352,3564.43369265186,0.01574,NA,12.76,1,60.889,34.536,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Depth+Primary.productivity.Max.by.Sand+Sand","BottomVegCover+Depth+Primary.productivity.Max.by.Sand+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Sand, k = 4, bs = ""ts"") + Sand",3465.85776562045,3556.96718918689,0.01546,NA,10.76,0,61.11,27.07,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Primary.productivity.Max.te.BottomVegCover","Depth.te.Dist_To_Shore+Primary.productivity.Max.te.BottomVegCover","te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + te(Primary.productivity.Max, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3466.75101069631,3639.24014556538,0.01722,NA,18.57,0,62.003,109.343,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth+Dist_To_Shore.te.Dissolved.oxygen.Min","BottomVegCover+Depth+Dist_To_Shore.te.Dissolved.oxygen.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",3466.78640393816,3588.84219469553,0.01571,NA,13.81,0,62.038,58.945,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min+Dist_To_Shore","Depth.te.BottomVegCover+Dissolved.oxygen.Min+Dist_To_Shore","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3466.83029650985,3592.82940509685,0.01318,NA,14.1,0,62.082,62.932,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Latitude.by.Sand+Sand","Depth.te.BottomVegCover+Latitude.by.Sand+Sand","s(Latitude, by = Sand, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",3467.12996511995,3594.01773196166,0.01313,NA,14.87,0,62.382,64.12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"BottomVegCover+Depth.by.Sand+Primary.productivity.Max.by.Sand+Sand","BottomVegCover+Depth.by.Sand+Primary.productivity.Max.by.Sand+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Sand, k = 4, bs = ""ts"") + Sand",3467.26314365908,3567.28382662046,0.01564,NA,11.77,0,62.515,37.387,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min.by.Mud+Mud","Depth.te.BottomVegCover+Dissolved.oxygen.Min.by.Mud+Mud","s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",3467.36053600464,3600.19661414952,0.01311,NA,14.93,0,62.612,70.299,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Latitude","Depth.te.BottomVegCover+Latitude","s(Latitude, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3467.4629575077,3575.95580055229,0.01297,NA,12.89,0,62.715,46.059,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min+Sand","Depth.te.BottomVegCover+Dissolved.oxygen.Min+Sand","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",3467.49573675716,3579.16789205796,0.01292,NA,13.19,0,62.748,49.271,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min.by.Sand+Sand","Depth.te.BottomVegCover+Dissolved.oxygen.Min.by.Sand+Sand","s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",3467.59537793333,3579.52119861551,0.01299,NA,14.21,1,62.847,49.624,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"Depth+Dist_To_Shore+Primary.productivity.Max.te.BottomVegCover","Depth+Dist_To_Shore+Primary.productivity.Max.te.BottomVegCover","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Primary.productivity.Max, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3468.06976248696,3606.1220638223,0.01666,NA,15.35,0,63.322,76.225,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover.by.Sand+Depth.te.Primary.productivity.Max+Sand","BottomVegCover.by.Sand+Depth.te.Primary.productivity.Max+Sand","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + te(Depth, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + Sand",3468.07716667954,3595.32981760438,0.01616,NA,15.58,1,63.329,65.433,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover.by.Sand+Depth+Primary.productivity.Max+Sand","BottomVegCover.by.Sand+Depth+Primary.productivity.Max+Sand","s(Depth, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + Sand",3468.10082792406,3550.44141088275,0.01522,NA,10.73,1,63.353,20.544,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Latitude.by.ST_Oysters+ST_Oysters","Depth.te.BottomVegCover+Latitude.by.ST_Oysters+ST_Oysters","s(Latitude, by = ST_Oysters, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",3468.15875429728,3598.4704082985,0.01224,NA,14.89,0,63.411,68.573,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"Depth.te.BottomVegCover+Dissolved.oxygen.Min.by.ST_Mangroves+ST_Mangroves","Depth.te.BottomVegCover+Dissolved.oxygen.Min.by.ST_Mangroves+ST_Mangroves","s(Dissolved.oxygen.Min, by = ST_Mangroves, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Mangroves",3468.16057673035,3579.79251167464,0.01298,NA,14.21,1,63.412,49.895,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"Depth.te.BottomVegCover+Latitude+Sand","Depth.te.BottomVegCover+Latitude+Sand","s(Latitude, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",3468.73871061899,3585.08182819198,0.01298,NA,13.87,0,63.991,55.185,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Latitude+Rocks","Depth.te.BottomVegCover+Latitude+Rocks","s(Latitude, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",3469.31129222313,3585.77225499872,0.01298,NA,13.89,0,64.563,55.875,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"Depth.te.BottomVegCover+Latitude+ST_Oysters","Depth.te.BottomVegCover+Latitude+ST_Oysters","s(Latitude, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",3469.44881118062,3585.88659886577,0.01297,NA,13.89,0,64.701,55.989,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"Depth.te.Dist_To_River+Primary.productivity.Max.te.BottomVegCover","Depth.te.Dist_To_River+Primary.productivity.Max.te.BottomVegCover","te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + te(Primary.productivity.Max, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3469.71040730773,3632.28943777624,0.01513,NA,17.5,0,64.962,102.392,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_Shore.te.Dist_To_River","Depth.te.BottomVegCover+Dist_To_Shore.te.Dist_To_River","te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, Dist_To_River, k = 4, bs = c(""ts"", ""ts""))",3469.8936754835,3597.38864769699,0.01129,NA,14.5,0,65.146,67.491,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
