"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA","ST_Mangroves","ST_Oysters"
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+ST_Oysters","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",3581.83494971586,3702.21315233981,0.01887,NA,13.89,0,9.691,8.985,0.004,0.005,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.te.BottomVegCover","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.te.BottomVegCover","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3581.87363756129,3724.72025244462,0.01875,NA,15.9,0,9.73,31.492,0.004,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Sand","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",3581.89196004576,3702.13501744794,0.01884,NA,13.89,0,9.748,8.907,0.004,0.005,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover.by.Mud+Dissolved.oxygen.Min.te.Temperature.Min+Mud","BottomVegCover.by.Mud+Dissolved.oxygen.Min.te.Temperature.Min+Mud","s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",3584.49932291977,3727.5059645849,0.01886,NA,16.19,0,12.355,34.278,0.001,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"BottomVegCover.by.Sand+Dissolved.oxygen.Min.te.Temperature.Min+Sand","BottomVegCover.by.Sand+Dissolved.oxygen.Min.te.Temperature.Min+Sand","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",3586.05520017262,3722.72286966273,0.0188,NA,15.46,0,13.911,29.495,0.001,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Rocks+Seagrass_PA","Dissolved.oxygen.Min.te.Temperature.Min+Rocks+Seagrass_PA","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks + Seagrass_PA",3593.98848874563,3698.10226290545,0.01831,NA,12.14,0,21.844,4.874,0,0.035,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Mud+Seagrass_PA","Dissolved.oxygen.Min.te.Temperature.Min+Mud+Seagrass_PA","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud + Seagrass_PA",3594.61575368202,3699.03646402094,0.01813,NA,12.22,0,22.472,5.808,0,0.022,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore+Seagrass_PA","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore+Seagrass_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Seagrass_PA",3598.19798409309,3704.17313546517,0.01797,NA,12.23,0,26.054,10.945,0,0.002,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Seagrass_PA","Dissolved.oxygen.Min.te.Temperature.Min+Seagrass_PA","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Seagrass_PA",3599.44693810489,3695.34912533498,0.0179,NA,11.14,0,27.303,2.121,0,0.14,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.by.Seagrass_PA+Seagrass_PA","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_Shore.by.Seagrass_PA+Seagrass_PA","s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Seagrass_PA",3599.69412050519,3710.14531806647,0.01795,NA,13.2,0,27.55,16.917,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Sand+Seagrass_PA","Dissolved.oxygen.Min.te.Temperature.Min+Sand+Seagrass_PA","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand + Seagrass_PA",3600.12744267108,3703.88911348884,0.01791,NA,12.14,0,27.983,10.661,0,0.002,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Seagrass_PA+ST_Oysters","Dissolved.oxygen.Min.te.Temperature.Min+Seagrass_PA+ST_Oysters","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Seagrass_PA + ST_Oysters",3600.23917659374,3704.1686925272,0.01794,NA,12.14,0,28.095,10.941,0,0.002,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
"Dissolved.oxygen.Min.by.Seagrass_PA+Dist_To_Shore.by.Seagrass_PA+Seagrass_PA+Temperature.Min.by.Seagrass_PA","Dissolved.oxygen.Min.by.Seagrass_PA+Dist_To_Shore.by.Seagrass_PA+Seagrass_PA+Temperature.Min.by.Seagrass_PA","s(Dissolved.oxygen.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + Seagrass_PA",3613.73036111632,3720.73659913733,0.01817,NA,13.51,0,41.586,27.509,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min+Dist_To_River.te.Temperature.Min","BottomVegCover+Dissolved.oxygen.Min+Dist_To_River.te.Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Dist_To_River, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",3615.24716684972,3749.61874869636,0.01577,NA,15.2,0,43.103,56.391,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dist_To_Shore.te.Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","Dist_To_Shore.te.Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3619.02242538593,3747.606652608,0.01822,NA,15.11,0,46.878,54.379,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.BottomVegCover+Dist_To_River.te.Temperature.Min","Dissolved.oxygen.Min.te.BottomVegCover+Dist_To_River.te.Temperature.Min","te(Dissolved.oxygen.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_River, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",3623.54341835733,3800.78996052891,0.01537,NA,19.37,0,51.399,107.562,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min+Rocks+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min+Rocks+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",3627.87781886721,3748.64088431095,0.01911,NA,14.17,0,55.734,55.413,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","Depth+Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3630.65761476122,3752.10153181281,0.01916,NA,13.83,0,58.514,58.873,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","Depth.te.Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3631.23721388079,3764.49842916864,0.01942,NA,15.2,0,59.093,71.27,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Dist_To_Shore.te.Dissolved.oxygen.Min+Temperature.Min","BottomVegCover+Dist_To_Shore.te.Dissolved.oxygen.Min+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",3631.33279162718,3739.431651419,0.01543,NA,12.13,0,59.189,46.204,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",3631.86858397869,3751.72097714246,0.01897,NA,15.04,1,59.725,58.493,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"Dist_To_Shore.te.Dissolved.oxygen.Min+Seagrass_PA+Temperature.Min.by.Seagrass_PA","Dist_To_Shore.te.Dissolved.oxygen.Min+Seagrass_PA+Temperature.Min.by.Seagrass_PA","s(Temperature.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + Seagrass_PA",3632.46044247667,3712.34426323261,0.01597,NA,10.59,1,60.316,19.116,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.by.Mud+Mud+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min.by.Mud+Mud+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",3633.43986129012,3776.91055829172,0.01879,NA,16.62,0,61.296,83.682,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dissolved.oxygen.Min+Temperature.Min","Depth.te.BottomVegCover+Dissolved.oxygen.Min+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3635.14774894073,3763.37893326264,0.01607,NA,14.14,0,63.004,70.151,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3635.19177052691,3747.89965270283,0.01872,NA,13.14,0,63.048,54.672,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_Shore+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min+Dist_To_Shore+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3635.20768433056,3747.98080809648,0.01872,NA,14.14,1,63.064,54.753,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min+Mud+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min+Mud+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",3635.51772767641,3756.26770783705,0.01877,NA,14.15,0,63.374,63.04,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min.by.ST_Oysters+ST_Oysters+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, by = ST_Oysters, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",3635.6215180381,3756.26882319893,0.01879,NA,15.13,1,63.477,63.041,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"Dist_To_River.te.Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","Dist_To_River.te.Dissolved.oxygen.Min+Temperature.Min.te.BottomVegCover","te(Dist_To_River, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3635.70976504473,3760.11628743735,0.01879,NA,14.33,0,63.566,66.888,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min+Sand+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min+Sand+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",3635.95678975771,3756.89475461499,0.01871,NA,14.18,0,63.813,63.667,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min+ST_Oysters+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min+ST_Oysters+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",3636.07743850017,3756.71728915514,0.01874,NA,14.13,0,63.933,63.489,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"Dissolved.oxygen.Min+Dist_To_River+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min+Dist_To_River+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3636.84497793228,3757.65008441513,0.01869,NA,14.14,1,64.701,64.422,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+HA_PA+TH_PA","Dissolved.oxygen.Min.te.Temperature.Min+HA_PA+TH_PA","te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + HA_PA + TH_PA",3638.86893211515,3740.32151078036,0.01739,NA,11.92,0,66.725,47.093,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
"Dissolved.oxygen.Min.by.Sand+Sand+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min.by.Sand+Sand+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",3639.1935222954,3772.08981213415,0.01878,NA,15.15,0,67.049,78.862,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min+Dist_To_Shore.te.Temperature.Min","BottomVegCover+Dissolved.oxygen.Min+Dist_To_Shore.te.Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",3639.70454656906,3768.45233227703,0.0146,NA,14.43,0,67.56,75.224,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Depth.te.BottomVegCover+Dist_To_River.te.Temperature.Min","Depth.te.BottomVegCover+Dist_To_River.te.Temperature.Min","te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_River, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",3640.09196195666,3803.02562831114,0.01406,NA,17.79,0,67.948,109.798,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Seagrass_PA+Rocks+Seagrass_PA+Temperature.Min.by.Seagrass_PA","Dissolved.oxygen.Min.by.Seagrass_PA+Rocks+Seagrass_PA+Temperature.Min.by.Seagrass_PA","s(Dissolved.oxygen.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + Rocks + Seagrass_PA",3642.13045513879,3721.08631079993,0.0173,NA,10.54,1,69.986,27.858,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"Dissolved.oxygen.Min+Rocks+Seagrass_PA+Temperature.Min.by.Seagrass_PA","Dissolved.oxygen.Min+Rocks+Seagrass_PA+Temperature.Min.by.Seagrass_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + Rocks + Seagrass_PA",3644.56320823378,3715.35857259173,0.01669,NA,9.47,1,72.419,22.13,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"BottomVegCover+Depth.te.Dissolved.oxygen.Min+Temperature.Min","BottomVegCover+Depth.te.Dissolved.oxygen.Min+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts""))",3644.96697850904,3743.62042431747,0.01597,NA,11.09,0,72.823,50.392,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"BottomVegCover+Depth+Dissolved.oxygen.Min+Temperature.Min","BottomVegCover+Depth+Dissolved.oxygen.Min+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"")",3645.02295417658,3730.76632597094,0.01533,NA,9.85,0,72.879,37.538,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Seagrass_PA+Mud+Seagrass_PA+Temperature.Min.by.Seagrass_PA","Dissolved.oxygen.Min.by.Seagrass_PA+Mud+Seagrass_PA+Temperature.Min.by.Seagrass_PA","s(Dissolved.oxygen.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + Mud + Seagrass_PA",3645.21442792159,3724.20520492495,0.01713,NA,10.57,1,73.07,30.977,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min+Rocks+Temperature.Min","BottomVegCover+Dissolved.oxygen.Min+Rocks+Temperature.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + Rocks",3645.28184007101,3730.53839131327,0.01563,NA,9.97,0,73.138,37.31,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"BottomVegCover.by.Rocks+Dissolved.oxygen.Min+Rocks+Temperature.Min","BottomVegCover.by.Rocks+Dissolved.oxygen.Min+Rocks+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + Rocks",3645.37308080098,3739.38815654001,0.0157,NA,10.97,0,73.229,46.16,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_River.te.BottomVegCover+Temperature.Min","Dissolved.oxygen.Min+Dist_To_River.te.BottomVegCover+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + te(Dist_To_River, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",3647.1393685571,3749.62493391875,0.01461,NA,11.66,0,74.995,56.397,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
