"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA","ST_Mangroves","ST_Oysters"
"Depth.te.Temperature.Min+Dist_To_River.by.ST_Oysters+ST_Oysters","Depth.te.Temperature.Min+Dist_To_River.by.ST_Oysters+ST_Oysters","s(Dist_To_River, by = ST_Oysters, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",110.370067992314,152.906146268502,0.00058,NA,6.01,1,3.515,15.087,0.008,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Depth+Dist_To_River.by.Mud+Mud","Depth+Dist_To_River.by.Mud+Mud","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud",110.577075174281,147.121460604268,0.0027,NA,5,0,3.722,9.302,0.007,0.001,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth+Dist_To_River.by.Mud+Mud+Temperature.Min.by.Mud","Depth+Dist_To_River.by.Mud+Mud+Temperature.Min.by.Mud","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + Mud",110.577367046451,147.123052985379,0.0027,NA,7,2,3.722,9.304,0.007,0.001,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Depth+Dist_To_River.by.Mud+Mud+Temperature.Min","Depth+Dist_To_River.by.Mud+Mud+Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud",110.577594190478,147.124615105903,0.0027,NA,6,1,3.723,9.305,0.007,0.001,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Depth+Dist_To_River.by.ST_Mangroves+Mud+ST_Mangroves","Depth+Dist_To_River.by.ST_Mangroves+Mud+ST_Mangroves","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Mangroves, k = 4, bs = ""ts"") + Mud + ST_Mangroves",110.619759019293,154.032450729483,0.00275,NA,6,0,3.765,16.213,0.007,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Depth.by.Mud+Dissolved.oxygen.Min.by.Mud+Dist_To_River.by.Mud+Mud","Depth.by.Mud+Dissolved.oxygen.Min.by.Mud+Dist_To_River.by.Mud+Mud","s(Depth, by = Mud, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud",110.684568887599,159.255093784097,0.00123,NA,8,1,3.829,21.436,0.007,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.by.ST_Oysters+Dist_To_River.by.Mud+Mud+ST_Oysters","Depth.by.ST_Oysters+Dist_To_River.by.Mud+Mud+ST_Oysters","s(Depth, by = ST_Oysters, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud + ST_Oysters",110.85344402029,154.76406625335,0.00068,NA,7,1,3.998,16.945,0.006,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Depth+Dist_To_River.by.Mud+Mud+ST_Oysters","Depth+Dist_To_River.by.Mud+Mud+ST_Oysters","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud + ST_Oysters",110.85344515928,154.764065261695,0.00066,NA,6,0,3.998,16.945,0.006,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Depth.te.Temperature.Min+Dissolved.oxygen.Min+Dist_To_River","Depth.te.Temperature.Min+Dissolved.oxygen.Min+Dist_To_River","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",110.991341425582,150.480465419713,0.00288,NA,4.94,0,4.136,12.661,0.006,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Depth+Dist_To_River.by.Mud+Mud+Sand","Depth+Dist_To_River.by.Mud+Mud+Sand","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud + Sand",111.070406597649,154.992046474541,0.00051,NA,6,0,4.215,17.173,0.006,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Depth.by.Sand+Dist_To_River.by.Mud+Mud+Sand","Depth.by.Sand+Dist_To_River.by.Mud+Mud+Sand","s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud + Sand",111.070410041237,154.99204533088,0.00043,NA,7,1,4.215,17.173,0.006,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min+Dist_To_River+Mud","Depth+Dissolved.oxygen.Min+Dist_To_River+Mud","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + Mud",111.110251028481,147.334309916044,0.00099,NA,5,0,4.255,9.515,0.006,0.001,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.by.Sand+Dissolved.oxygen.Min+Dist_To_River.by.Sand+Sand","Depth.by.Sand+Dissolved.oxygen.Min+Dist_To_River.by.Sand+Sand","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + Sand",111.135251195698,147.490437934985,0.00052,NA,7,2,4.28,9.671,0.005,0.001,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth.by.Sand+Dissolved.oxygen.Min+Dist_To_River+Sand","Depth.by.Sand+Dissolved.oxygen.Min+Dist_To_River+Sand","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + Sand",111.135251200259,147.490437930178,0.00053,NA,6,1,4.28,9.671,0.005,0.001,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min.by.Sand+Dist_To_River+Sand","Depth+Dissolved.oxygen.Min.by.Sand+Dist_To_River+Sand","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Sand",111.135251201092,147.490437934138,0.00059,NA,6,1,4.28,9.671,0.005,0.001,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth.by.Sand+Dissolved.oxygen.Min.by.Sand+Dist_To_River+Sand","Depth.by.Sand+Dissolved.oxygen.Min.by.Sand+Dist_To_River+Sand","s(Dist_To_River, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Sand",111.13525120171,147.49043793333,0.00059,NA,7,2,4.28,9.671,0.005,0.001,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min.by.Sand+Dist_To_River.by.Sand+Sand","Depth+Dissolved.oxygen.Min.by.Sand+Dist_To_River.by.Sand+Sand","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + Sand",111.135251206013,147.490437898409,0.00061,NA,7,2,4.28,9.671,0.005,0.001,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min+Dist_To_River+Sand","Depth+Dissolved.oxygen.Min+Dist_To_River+Sand","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + Sand",111.135251210895,147.490437921248,0.00048,NA,5,0,4.28,9.671,0.005,0.001,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min+Dist_To_River.by.Sand+Sand","Depth+Dissolved.oxygen.Min+Dist_To_River.by.Sand+Sand","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + Sand",111.135252312409,147.490436387347,0.00051,NA,6,1,4.28,9.671,0.005,0.001,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth.by.Sand+Dissolved.oxygen.Min.by.Sand+Dist_To_River.by.Sand+Sand","Depth.by.Sand+Dissolved.oxygen.Min.by.Sand+Dist_To_River.by.Sand+Sand","s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + Sand",111.135252922011,147.490435678063,0.00061,NA,8,3,4.28,9.671,0.005,0.001,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Depth.by.TH_PA+Dist_To_River.by.ST_Mangroves+ST_Mangroves+TH_PA","Depth.by.TH_PA+Dist_To_River.by.ST_Mangroves+ST_Mangroves+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Mangroves, k = 4, bs = ""ts"") + ST_Mangroves + TH_PA",111.155740371909,153.788334795835,0.0011,NA,7,1,4.301,15.969,0.005,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Depth+Dist_To_River.by.ST_Mangroves+ST_Mangroves+TH_PA","Depth+Dist_To_River.by.ST_Mangroves+ST_Mangroves+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Mangroves, k = 4, bs = ""ts"") + ST_Mangroves + TH_PA",111.155740372708,153.788334792082,0.00103,NA,6,0,4.301,15.969,0.005,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Depth.by.ST_Oysters+Dissolved.oxygen.Min.by.ST_Oysters+Dist_To_River.by.ST_Oysters+ST_Oysters","Depth.by.ST_Oysters+Dissolved.oxygen.Min.by.ST_Oysters+Dist_To_River.by.ST_Oysters+ST_Oysters","s(Depth, by = ST_Oysters, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = ST_Oysters, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters",111.173245614376,147.562338508018,0.00064,NA,8,3,4.318,9.743,0.005,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth.by.ST_Oysters+Dissolved.oxygen.Min.by.ST_Oysters+Dist_To_River+ST_Oysters","Depth.by.ST_Oysters+Dissolved.oxygen.Min.by.ST_Oysters+Dist_To_River+ST_Oysters","s(Dist_To_River, k = 4, bs = ""ts"") + s(Depth, by = ST_Oysters, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters",111.17324561441,147.562338507967,0.00071,NA,7,2,4.318,9.743,0.005,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth.by.ST_Oysters+Dissolved.oxygen.Min+Dist_To_River.by.ST_Oysters+ST_Oysters","Depth.by.ST_Oysters+Dissolved.oxygen.Min+Dist_To_River.by.ST_Oysters+ST_Oysters","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Depth, by = ST_Oysters, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters",111.17324561449,147.562338507863,0.00064,NA,7,2,4.318,9.743,0.005,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth.by.ST_Oysters+Dissolved.oxygen.Min+Dist_To_River+ST_Oysters","Depth.by.ST_Oysters+Dissolved.oxygen.Min+Dist_To_River+ST_Oysters","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Depth, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters",111.173245614528,147.562338507804,0.00069,NA,6,1,4.318,9.743,0.005,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth+Dissolved.oxygen.Min.by.ST_Oysters+Dist_To_River+ST_Oysters","Depth+Dissolved.oxygen.Min.by.ST_Oysters+Dist_To_River+ST_Oysters","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters",111.173245614633,147.562338507662,0.00071,NA,6,1,4.318,9.743,0.005,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth+Dissolved.oxygen.Min+Dist_To_River+ST_Oysters","Depth+Dissolved.oxygen.Min+Dist_To_River+ST_Oysters","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + ST_Oysters",111.173245614755,147.562338507495,0.00069,NA,5,0,4.318,9.743,0.005,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth+Dissolved.oxygen.Min.by.ST_Oysters+Dist_To_River.by.ST_Oysters+ST_Oysters","Depth+Dissolved.oxygen.Min.by.ST_Oysters+Dist_To_River.by.ST_Oysters+ST_Oysters","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = ST_Oysters, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters",111.173245614841,147.562338507387,0.00064,NA,7,2,4.318,9.743,0.005,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth+Dissolved.oxygen.Min+Dist_To_River.by.ST_Oysters+ST_Oysters","Depth+Dissolved.oxygen.Min+Dist_To_River.by.ST_Oysters+ST_Oysters","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Oysters, k = 4, bs = ""ts"") + ST_Oysters",111.173245614984,147.562338507193,0.00064,NA,6,1,4.318,9.743,0.005,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth.te.Temperature.Min+Dist_To_River","Depth.te.Temperature.Min+Dist_To_River","s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",111.174025922783,146.195917555713,0.00381,NA,3.98,0,4.319,8.377,0.005,0.001,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.by.Sand+Dist_To_River.by.ST_Mangroves+Sand+ST_Mangroves","Depth.by.Sand+Dist_To_River.by.ST_Mangroves+Sand+ST_Mangroves","s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Mangroves, k = 4, bs = ""ts"") + Sand + ST_Mangroves",111.223384174558,154.690264929059,0.00091,NA,7,1,4.368,16.871,0.005,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Depth+Dist_To_River.by.ST_Mangroves+Sand+ST_Mangroves","Depth+Dist_To_River.by.ST_Mangroves+Sand+ST_Mangroves","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Mangroves, k = 4, bs = ""ts"") + Sand + ST_Mangroves",111.223384883659,154.69026348382,0.00086,NA,6,0,4.368,16.871,0.005,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Depth.by.ST_Oysters+Dist_To_River.by.ST_Mangroves+ST_Mangroves+ST_Oysters","Depth.by.ST_Oysters+Dist_To_River.by.ST_Mangroves+ST_Mangroves+ST_Oysters","s(Depth, by = ST_Oysters, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Mangroves, k = 4, bs = ""ts"") + ST_Mangroves + ST_Oysters",111.486846807943,154.956631916394,0.00143,NA,7,1,4.632,17.137,0.005,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Depth+Dist_To_River.by.ST_Mangroves+ST_Mangroves+ST_Oysters","Depth+Dist_To_River.by.ST_Mangroves+ST_Mangroves+ST_Oysters","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Mangroves, k = 4, bs = ""ts"") + ST_Mangroves + ST_Oysters",111.486846858279,154.956631811905,0.00142,NA,6,0,4.632,17.137,0.005,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Depth+Dist_To_River.by.Mud+Mud+Rocks","Depth+Dist_To_River.by.Mud+Mud+Rocks","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud + Rocks",111.614210206618,155.386990794037,0.00261,NA,6,0,4.759,17.568,0.004,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Depth.te.Temperature.Min+Dist_To_River.by.TH_PA+TH_PA","Depth.te.Temperature.Min+Dist_To_River.by.TH_PA+TH_PA","s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",111.64614710407,152.620216281976,0.00076,NA,5.84,1,4.791,14.801,0.004,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.te.Temperature.Min+Dist_To_River+TH_PA","Depth.te.Temperature.Min+Dist_To_River+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",111.646147808166,152.62021702744,0.00076,NA,4.84,0,4.791,14.801,0.004,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Depth+Dist_To_River.by.Mud+Mud+ST_Mangroves","Depth+Dist_To_River.by.Mud+Mud+ST_Mangroves","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud + ST_Mangroves",111.777096464147,155.548813616222,0.00263,NA,6,0,4.922,17.73,0.004,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Depth+Dissolved.oxygen.Min+Dist_To_River","Depth+Dissolved.oxygen.Min+Dist_To_River","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"")",111.914005570329,140.890430546983,0.00086,NA,4,0,5.059,3.071,0.004,0.014,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Depth+Dissolved.oxygen.Min+Dist_To_River+Temperature.Min","Depth+Dissolved.oxygen.Min+Dist_To_River+Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"")",111.914279956971,140.891759677322,0.00086,NA,5,1,5.059,3.073,0.004,0.014,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Depth.te.Temperature.Min+Dist_To_River+Rocks","Depth.te.Temperature.Min+Dist_To_River+Rocks","s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",112.001442428185,153.830264723554,0.00386,NA,4.92,0,5.146,16.011,0.004,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Depth.by.Mud+Dist_To_River.by.Mud+Mud+TH_PA","Depth.by.Mud+Dist_To_River.by.Mud+Mud+TH_PA","s(Depth, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + Mud + TH_PA",112.04642651088,161.110606477517,0.00077,NA,7,0,5.191,23.291,0.003,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Depth+Dist_To_River.by.ST_Mangroves+ST_Mangroves","Depth+Dist_To_River.by.ST_Mangroves+ST_Mangroves","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = ST_Mangroves, k = 4, bs = ""ts"") + ST_Mangroves",112.079786577214,148.182946514101,0.00262,NA,5,0,5.225,10.364,0.003,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
