"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA","ST_Mangroves","ST_Oysters"
"Depth+Dist_To_River.by.TH_PA+Temperature.Min+TH_PA","Depth+Dist_To_River.by.TH_PA+Temperature.Min+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",576.631167307552,631.413160836602,0.00297,NA,7.78,1,4.789,15.465,0.016,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max+Sand","Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max+Sand","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",576.784326702219,639.008840508044,0.00292,NA,7.81,0,4.942,23.061,0.014,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_Shore.by.Seagrass_PA+Seagrass_PA+ST_Oysters","Dissolved.oxygen.Min+Dist_To_Shore.by.Seagrass_PA+Seagrass_PA+ST_Oysters","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + Seagrass_PA + ST_Oysters",577.013609007916,620.675886917838,0.00256,NA,6,0,5.171,4.728,0.013,0.014,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"Dist_To_Shore.te.Dist_To_River+Primary.productivity.Max+TH_PA","Dist_To_Shore.te.Dist_To_River+Primary.productivity.Max+TH_PA","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",577.2649395473,633.226553163828,0.0061,NA,6.96,0,5.422,17.279,0.011,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dist_To_Shore.te.BottomVegCover+Mud+Primary.productivity.Max","Dist_To_Shore.te.BottomVegCover+Mud+Primary.productivity.Max","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",577.492992008453,639.675215692146,0.00291,NA,7.81,0,5.65,23.727,0.01,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Depth.by.TH_PA+Dist_To_River.te.Temperature.Min+TH_PA","Depth.by.TH_PA+Dist_To_River.te.Temperature.Min+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + te(Dist_To_River, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",577.880319366667,656.552675343683,0.00319,NA,10.29,1,6.038,40.605,0.008,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_Shore.te.BottomVegCover+Mud","Dissolved.oxygen.Min+Dist_To_Shore.te.BottomVegCover+Mud","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",577.908501400749,638.987027065758,0.003,NA,7.79,0,6.066,23.039,0.008,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"Dist_To_Shore.te.Salinity.Min+Seagrass_PA+ST_Oysters","Dist_To_Shore.te.Salinity.Min+Seagrass_PA+ST_Oysters","te(Dist_To_Shore, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + Seagrass_PA + ST_Oysters",577.946195511315,626.076829352259,0.00519,NA,6.02,0,6.104,10.129,0.008,0.001,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Dissolved.oxygen.Min.by.ST_Oysters+Dist_To_Shore.by.Seagrass_PA+Seagrass_PA+ST_Oysters","Dissolved.oxygen.Min.by.ST_Oysters+Dist_To_Shore.by.Seagrass_PA+Seagrass_PA+ST_Oysters","s(Dissolved.oxygen.Min, by = ST_Oysters, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + Seagrass_PA + ST_Oysters",577.981174801916,621.588890848944,0.00249,NA,7,1,6.139,5.641,0.008,0.009,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"Depth.te.Dist_To_River+Temperature.Min.by.TH_PA+TH_PA","Depth.te.Dist_To_River+Temperature.Min.by.TH_PA+TH_PA","s(Temperature.Min, by = TH_PA, k = 4, bs = ""ts"") + te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",578.038352658659,666.379895780116,0.005,NA,11.23,1,6.196,50.432,0.008,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Depth+Dist_To_River+Temperature.Min+TH_PA","Depth+Dist_To_River+Temperature.Min+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + TH_PA",578.162160782033,633.353078799401,0.00294,NA,6.81,0,6.32,17.405,0.007,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.te.Temperature.Min+Dist_To_River.by.TH_PA+TH_PA","Depth.te.Temperature.Min+Dist_To_River.by.TH_PA+TH_PA","s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",578.309171423273,644.431830010616,0.00348,NA,8.98,1,6.467,28.484,0.007,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Dist_To_Shore.by.Seagrass_PA+Salinity.Min.by.ST_Oysters+Seagrass_PA+ST_Oysters","Dist_To_Shore.by.Seagrass_PA+Salinity.Min.by.ST_Oysters+Seagrass_PA+ST_Oysters","s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Salinity.Min, by = ST_Oysters, k = 4, bs = ""ts"") + Seagrass_PA + ST_Oysters",578.409509732179,622.011620997089,0.00229,NA,7,1,6.567,6.064,0.006,0.007,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Dissolved.oxygen.Min.by.Sand+Dist_To_Shore.te.BottomVegCover+Sand","Dissolved.oxygen.Min.by.Sand+Dist_To_Shore.te.BottomVegCover+Sand","s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",578.458893651569,646.116287177801,0.00303,NA,8.78,0,6.616,30.168,0.006,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_Shore.te.BottomVegCover","Dissolved.oxygen.Min+Dist_To_Shore.te.BottomVegCover","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",578.556662531771,632.480500192238,0.00287,NA,6.81,0,6.714,16.533,0.006,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max.by.Sand+Sand","Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max.by.Sand+Sand","s(Primary.productivity.Max, by = Sand, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",578.918318165728,647.617670031101,0.00289,NA,8.8,0,7.076,31.67,0.005,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max","Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts""))",579.015077164503,634.049324338216,0.00274,NA,6.83,0,7.172,18.101,0.005,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Dist_To_Shore.by.Seagrass_PA+Mud+Primary.productivity.Max+Seagrass_PA","Dist_To_Shore.by.Seagrass_PA+Mud+Primary.productivity.Max+Seagrass_PA","s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + Mud + Seagrass_PA",579.120406977195,623.772426094778,0.00238,NA,6,0,7.278,7.825,0.004,0.003,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.by.Seagrass_PA+Dist_To_Shore.by.Seagrass_PA+Seagrass_PA+ST_Oysters","Dissolved.oxygen.Min.by.Seagrass_PA+Dist_To_Shore.by.Seagrass_PA+Seagrass_PA+ST_Oysters","s(Dissolved.oxygen.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + Seagrass_PA + ST_Oysters",579.146778302524,629.732726589084,0.00251,NA,7,0,7.304,13.785,0.004,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"BottomVegCover.by.ST_Oysters+Dist_To_Shore.te.Salinity.Min+ST_Oysters","BottomVegCover.by.ST_Oysters+Dist_To_Shore.te.Salinity.Min+ST_Oysters","s(BottomVegCover, by = ST_Oysters, k = 4, bs = ""ts"") + te(Dist_To_Shore, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",579.364580104805,635.760860920158,0.005,NA,7.05,0,7.522,19.813,0.004,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"Dist_To_Shore.by.Seagrass_PA+Salinity.Min+Seagrass_PA+ST_Oysters","Dist_To_Shore.by.Seagrass_PA+Salinity.Min+Seagrass_PA+ST_Oysters","s(Salinity.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + Seagrass_PA + ST_Oysters",579.431651708053,623.031691676086,0.00224,NA,6,0,7.589,7.084,0.004,0.004,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Depth.by.TH_PA+Dist_To_River.by.TH_PA+Temperature.Min+TH_PA","Depth.by.TH_PA+Dist_To_River.by.TH_PA+Temperature.Min+TH_PA","s(Temperature.Min, k = 4, bs = ""ts"") + s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",579.517719015019,633.699954059203,0.00311,NA,8.69,2,7.675,17.752,0.004,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Dist_To_Shore.te.BottomVegCover+Salinity.Min.by.ST_Oysters+ST_Oysters","Dist_To_Shore.te.BottomVegCover+Salinity.Min.by.ST_Oysters+ST_Oysters","s(Salinity.Min, by = ST_Oysters, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",579.589449374553,638.847662105595,0.00649,NA,8.37,1,7.747,22.9,0.004,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"Dist_To_Shore+Primary.productivity.Max.by.ST_Oysters+Seagrass_PA+ST_Oysters","Dist_To_Shore+Primary.productivity.Max.by.ST_Oysters+Seagrass_PA+ST_Oysters","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = ST_Oysters, k = 4, bs = ""ts"") + Seagrass_PA + ST_Oysters",579.624077678414,617.180764056889,0.00394,NA,6,1,7.781,1.233,0.003,0.083,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Dist_To_Shore.te.BottomVegCover+Mud+Primary.productivity.Max.by.Mud","Dist_To_Shore.te.BottomVegCover+Mud+Primary.productivity.Max.by.Mud","s(Primary.productivity.Max, by = Mud, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",579.703802141233,648.20934705158,0.00284,NA,8.81,0,7.861,32.261,0.003,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Depth.by.TH_PA+Dist_To_River.by.TH_PA+Temperature.Min.by.TH_PA+TH_PA","Depth.by.TH_PA+Dist_To_River.by.TH_PA+Temperature.Min.by.TH_PA+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",579.723696356333,638.840756261495,0.0027,NA,9.86,2,7.881,22.893,0.003,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Dist_To_Shore+Primary.productivity.Max+Seagrass_PA+ST_Oysters","Dist_To_Shore+Primary.productivity.Max+Seagrass_PA+ST_Oysters","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + Seagrass_PA + ST_Oysters",579.791795007641,617.473417596727,0.00391,NA,5,0,7.949,1.526,0.003,0.072,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Dist_To_Shore.te.BottomVegCover+ST_Mangroves+ST_Oysters","Dist_To_Shore.te.BottomVegCover+ST_Mangroves+ST_Oysters","te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Mangroves + ST_Oysters",579.868777923988,640.48888480249,0.00273,NA,7.76,0,8.026,24.541,0.003,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"Depth.te.Temperature.Min+Dist_To_River+TH_PA","Depth.te.Temperature.Min+Dist_To_River+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",579.949143480121,646.544591291149,0.00349,NA,8.03,0,8.107,30.597,0.003,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.by.Mud+Dist_To_Shore.te.BottomVegCover+Mud","Dissolved.oxygen.Min.by.Mud+Dist_To_Shore.te.BottomVegCover+Mud","s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",580.087869744658,647.731177875905,0.00293,NA,8.79,0,8.245,31.783,0.003,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"BottomVegCover+Dist_To_Shore.te.Salinity.Min+ST_Oysters","BottomVegCover+Dist_To_Shore.te.Salinity.Min+ST_Oysters","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dist_To_Shore, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",580.253552044299,629.982945370292,0.0049,NA,6.08,0,8.411,14.035,0.003,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"Dist_To_Shore.by.Seagrass_PA+Primary.productivity.Max+Seagrass_PA","Dist_To_Shore.by.Seagrass_PA+Primary.productivity.Max+Seagrass_PA","s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + Seagrass_PA",580.283269245905,617.69182281799,0.00225,NA,5,0,8.441,1.744,0.003,0.064,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_Shore.by.Seagrass_PA+Mud+Seagrass_PA","Dissolved.oxygen.Min+Dist_To_Shore.by.Seagrass_PA+Mud+Seagrass_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + Mud + Seagrass_PA",580.305243524356,623.964828077997,0.0024,NA,6,0,8.463,8.017,0.002,0.003,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_Shore.te.BottomVegCover+Rocks","Dissolved.oxygen.Min+Dist_To_Shore.te.BottomVegCover+Rocks","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",580.528404073887,641.745226817506,0.00287,NA,7.81,0,8.686,25.797,0.002,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"Depth.te.Dist_To_River+Temperature.Min+TH_PA","Depth.te.Dist_To_River+Temperature.Min+TH_PA","s(Temperature.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",580.550792675172,668.14426286434,0.00479,NA,10.12,0,8.708,52.196,0.002,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Dist_To_Shore.te.BottomVegCover+Salinity.Min+ST_Oysters","Dist_To_Shore.te.BottomVegCover+Salinity.Min+ST_Oysters","s(Salinity.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters",580.704509705833,640.22808472617,0.00639,NA,7.4,0,8.862,24.28,0.002,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"Dissolved.oxygen.Min+Dist_To_Shore.by.Seagrass_PA+Seagrass_PA","Dissolved.oxygen.Min+Dist_To_Shore.by.Seagrass_PA+Seagrass_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + Seagrass_PA",580.71000122957,617.108897630097,0.00232,NA,5,0,8.867,1.161,0.002,0.086,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max+Rocks","Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max+Rocks","s(Primary.productivity.Max, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",580.990785819268,643.319417065279,0.00274,NA,7.83,0,9.148,27.372,0.002,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max.by.Rocks+Rocks","Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max.by.Rocks+Rocks","s(Primary.productivity.Max, by = Rocks, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",580.998582440217,643.295039993604,0.00274,NA,8.82,1,9.156,27.347,0.002,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Dist_To_Shore.by.Seagrass_PA+Salinity.Min.by.Seagrass_PA+Seagrass_PA+ST_Oysters","Dist_To_Shore.by.Seagrass_PA+Salinity.Min.by.Seagrass_PA+Seagrass_PA+ST_Oysters","s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Salinity.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + Seagrass_PA + ST_Oysters",581.06443042297,631.556959619669,0.00229,NA,7,0,9.222,15.609,0.002,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Dist_To_Shore.te.Salinity.Min+Mud+Seagrass_PA","Dist_To_Shore.te.Salinity.Min+Mud+Seagrass_PA","te(Dist_To_Shore, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud + Seagrass_PA",581.11048891727,629.516667775357,0.00486,NA,6.07,0,9.268,13.569,0.002,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"Depth.by.TH_PA+Dist_To_River+Temperature.Min+TH_PA","Depth.by.TH_PA+Dist_To_River+Temperature.Min+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Depth, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",581.265324374639,635.753080126163,0.00308,NA,7.71,1,9.423,19.805,0.002,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
