"","Site","Quadrat","Core_Length_cm","Compaction_Ratio","Core_Length_Corrected_cm","Bagged_Slice_Number","Slice_Number","Analysis","Rhizome_Removed","Slice_Height_cm","Slice_Height_Corrected_cm","Mean_Slice_Height_Corrected_cm","Slice_Area_cm2","Slice_Volume_cm3","OLOI","ILOI","Percent_Carbon","Sample_Density_g_per_ml","Sediment_Density_g_per_ml","Organic_Content_Density_g_per_ml","Inorganic_Content_Density_g_per_ml","Shell_Density_g_per_ml","Rhizome_Density_g_per_ml","Factor","Sediment_Depth_cm_uncompressed","Sediment_Depth_Group"
"20","SJB02",2,42,0.84,50,3,20,"LOI analysis","N",2,2.38095238095238,2.39177489177489,20.2682991638999,48.2578551521426,5.127,0.931,2.1161553,0.788866390351991,0.788866390351991,0.0402321859079515,0.00709979751316792,0,NA,"Seagrass",47.6190476190476,"40-50cm"
"21","SJB02",2,42,0.84,50,1,22,"LOI analysis","N",2,2.38095238095238,2.39177489177489,20.2682991638999,48.2578551521426,5.37,1.359,2.233743,0.819037644242361,0.814147248694197,0.0439639514294866,0.0113980614817188,0.00472876383089454,NA,"Seagrass",52.3809523809524,"40-50cm"
"22","SJB02",3,36.2,0.72,50.2777777777778,18,1,"LOI alysis ","N",1.9,2.63888888888889,2.77006172839506,20.2682991638999,53.4857894602914,2.6,1.026,0.89334,0.988262499878449,0.945166940791464,0.0245743404605781,0.00945166940791464,0.0282261889603559,NA,"Seagrass",2.63888888888889,"0-10cm"
"23","SJB02",3,36.2,0.72,50.2777777777778,16,3,"LOI alysis ","N",2,2.77777777777778,2.77006172839506,20.2682991638999,56.3008310108331,3.102,0.714,1.1362578,0.696419560706939,0.689190537747728,0.0213649066701796,0.0048243337642341,0.00298219399226441,NA,"Seagrass",8.33333333333333,"0-10cm"
"24","SJB02",3,36.2,0.72,50.2777777777778,17,2,"LOI alysis ","N",2,2.77777777777778,2.77006172839506,20.2682991638999,56.3008310108331,2.67,0.807,0.927213,0.791551371442902,0.781995562224092,0.0211138801800505,0.00625596449779274,0.00688799779749933,NA,"Seagrass",5.55555555555556,"0-10cm"
"25","SJB02",3,36.2,0.72,50.2777777777778,13,6,"LOI alysis ","N",2,2.77777777777778,2.77006172839506,20.2682991638999,56.3008310108331,5.892,1.379,2.4863388,0.719722946757272,0.717467207406364,0.0423305652369755,0.0100445409036891,0,NA,"Seagrass",16.6666666666667,"10-20cm"
"26","SJB02",3,36.2,0.72,50.2777777777778,14,5,"LOI alysis ","N",2,2.77777777777778,2.77006172839506,20.2682991638999,56.3008310108331,4.198,1.204,1.6666122,0.761303150068118,0.7598289267128,0.0319128149219376,0.0091179471205536,0.00104083721230908,NA,"Seagrass",13.8888888888889,"10-20cm"
"27","SJB02",3,36.2,0.72,50.2777777777778,9,10,"LOI alysis ","N",2,2.77777777777778,2.77006172839506,20.2682991638999,56.3008310108331,1.435,0.714,0.3295965,0.836293162190455,0.830307460133319,0.0116243044418665,0.00581215222093323,0.00598747822985308,NA,"Seagrass",27.7777777777778,"20-30cm"
"28","SJB02",3,36.2,0.72,50.2777777777778,4,15,"LOI alysis ","N",2,2.77777777777778,2.77006172839506,20.2682991638999,56.3008310108331,3.013,0.862,1.0931907,0.821426596547064,0.821426596547064,0.0246427978964119,0.00739283936892357,0,NA,"Seagrass",41.6666666666667,"40-50cm"
"29","SJB02",3,36.2,0.72,50.2777777777778,1,18,"LOI alysis ","N",2,2.77777777777778,2.77006172839506,20.2682991638999,56.3008310108331,4.538,0.789,1.8311382,0.811551076239148,0.811551076239148,0.0365197984307617,0.00649240860991319,0,NA,"Seagrass",50,"40-50cm"
"30","SJB02",3,36.2,0.72,50.2777777777778,12,7,"LOI alysis ","N",2,2.77777777777778,2.77006172839506,20.2682991638999,56.3008310108331,5.409,1.072,2.2526151,0.737093915931987,0.731605542235681,0.0395066992807268,0.00804766096459249,0.00558251085031985,NA,"Seagrass",19.4444444444444,"10-20cm"
"31","SJB06",1,36,0.86,41.8604651162791,17,1,"LOI alysis ","Y",2.7,3.13953488372093,2.39341085271318,20.2682991638999,63.6330322587555,1.16,0.378,0.196524,1.12620752863996,1.11973290397765,0.0134367948477318,0.00447893161591061,0.00159036897045049,0.00491411439782479,"Seagrass",3.13953488372093,"0-10cm"
"32","SJB06",1,36,0.86,41.8604651162791,16,2,"LOI alysis ","Y",2,2.32558139534884,2.39341085271318,20.2682991638999,47.13557945093,0.906,0.472,0.0736134,0.996784181870771,0.99162884055895,0.00892465956503055,0.00495814420279475,0,0.00546084301918816,"Seagrass",4.65116279069767,"0-10cm"
"33","SJB06",1,36,0.86,41.8604651162791,15,3,"LOI alysis ","Y",2,2.32558139534884,2.39341085271318,20.2682991638999,47.13557945093,0.93,0.389,0.085227,1.00416713979881,0.99905422927968,0.00899148806351712,0.00399621691711872,0,0.00520413672341436,"Seagrass",6.97674418604651,"0-10cm"
"34","SJB06",1,36,0.86,41.8604651162791,13,5,"LOI alysis ","Y",2,2.32558139534884,2.39341085271318,20.2682991638999,47.13557945093,0.946,0.419,0.0929694,1.16205211939787,1.15916682549496,0.0104325014294546,0.00463666730197984,0,0.00127716685996553,"Seagrass",11.6279069767442,"10-20cm"
"35","SJB06",1,36,0.86,41.8604651162791,12,6,"LOI alysis ","Y",2,2.32558139534884,2.39341085271318,20.2682991638999,47.13557945093,2.385,0.501,0.7893015,1.1061283346326,1.10549187274226,0.0265318049458141,0.00552745936371128,0.0001103200609937,0.000659798826327707,"Seagrass",13.953488372093,"10-20cm"
"36","SJB06",1,36,0.86,41.8604651162791,1,17,"LOI alysis ","N",2,2.32558139534884,2.39341085271318,20.2682991638999,47.13557945093,0.437,0.679,0.001,1.21538762580906,1.16994424683819,0.00467977698735276,0.00818960972786733,0.0454900528428254,NA,"Seagrass",39.5348837209302,"30-40cm"
"37","SJB06",1,36,0.86,41.8604651162791,8,10,"LOI alysis ","N",2,2.32558139534884,2.39341085271318,20.2682991638999,47.13557945093,1.722,0.809,0.4684758,1.33099032049265,1.31507877323394,0.022356339144977,0.0105206301858715,0.0156696917403744,NA,"Seagrass",23.2558139534884,"20-30cm"
"38","SJB06",1,36,0.86,41.8604651162791,11,7,"LOI alysis ","N",2,2.32558139534884,2.39341085271318,20.2682991638999,47.13557945093,2.3,0.479,0.74817,1.21500574867485,1.21358431711974,0.0279124392937539,0.00606792158559868,0.00025034167687032,NA,"Seagrass",16.2790697674419,"10-20cm"
"39","SJB06",1,36,0.86,41.8604651162791,3,15,"LOI alysis ","N",2,2.32558139534884,2.39341085271318,20.2682991638999,47.13557945093,2.394,0.567,0.7936566,1.02761015275997,1.02761015275997,0.0246626436662393,0.00616566091655983,0,NA,"Seagrass",34.8837209302326,"30-40cm"
"40","SJB06",2,36.1,0.86,41.9767441860465,17,2,"LOI analysis ","Y",2,2.32558139534884,2.36434108527132,20.2682991638999,47.13557945093,2.313,0.577,0.7544607,1.22081876727336,1.21080510019855,0.0278485173045666,0.0072648306011913,0,0.0105610243005123,"Seagrass",4.65116279069767,"0-10cm"
"41","SJB06",2,36.1,0.86,41.9767441860465,18,1,"LOI analysis ","Y",2.4,2.7906976744186,2.36434108527132,20.2682991638999,56.562695341116,2.396,0.552,0.7946244,1.09618184964622,1.09025921816659,0.0261662212359981,0.00654155530899952,0,0.00598274176927374,"Seagrass",2.7906976744186,"0-10cm"
"42","SJB06",2,36.1,0.86,41.9767441860465,16,3,"LOI analysis ","Y",2,2.32558139534884,2.36434108527132,20.2682991638999,47.13557945093,1.706,0.458,0.4607334,1.13850302945499,1.13044117884391,0.0192175000403464,0.00565220589421954,0,0.00488166269897123,"Seagrass",6.97674418604651,"0-10cm"
"43","SJB06",2,36.1,0.86,41.9767441860465,14,5,"LOI analysis ","Y",2,2.32558139534884,2.36434108527132,20.2682991638999,47.13557945093,0.765,0.464,0.00538349999999999,1.15282342198782,1.15184751375595,0.00921478011004763,0.00575923756877977,0,0.00114775294226138,"Seagrass",11.6279069767442,"10-20cm"
"44","SJB06",2,36.1,0.86,41.9767441860465,13,6,"LOI analysis ","Y",2,2.32558139534884,2.36434108527132,20.2682991638999,47.13557945093,1.434,0.505,0.3291126,1.13235056451495,1.1319474719844,0.0158472646077816,0.00565973735992199,0,0.000956814375156899,"Seagrass",13.953488372093,"10-20cm"
"45","SJB06",2,36.1,0.86,41.9767441860465,12,7,"LOI analysis ","N",2,2.32558139534884,2.36434108527132,20.2682991638999,47.13557945093,0.422,0.786,0.001,1.18814705690215,1.18814705690215,0.0047525882276086,0.0095051764552172,0,NA,"Seagrass",16.2790697674419,"10-20cm"
"46","SJB06",2,36.1,0.86,41.9767441860465,1,18,"LOI analysis","N",2,2.32558139534884,2.36434108527132,20.2682991638999,47.13557945093,1.584,0.594,0.4016976,1.2768698444167,1.2768698444167,0.0204299175106672,0.0076612190665002,0,NA,"Seagrass",41.8604651162791,"40-50cm"
"47","SJB06",2,36.1,0.86,41.9767441860465,9,10,"LOI analysis ","N",2,2.32558139534884,2.36434108527132,20.2682991638999,47.13557945093,1.806,0.575,0.5091234,1.17734842016258,1.15931533326937,0.0208676759988487,0.00695589199961625,0.0182028100639605,NA,"Seagrass",23.2558139534884,"20-30cm"
"48","SJB06",2,36.1,0.86,41.9767441860465,4,15,"LOI analysis ","N",2,2.32558139534884,2.36434108527132,20.2682991638999,47.13557945093,2.203,0.706,0.7012317,1.01394743751383,1.01053175870229,0.0222316986914505,0.00707372231091605,0.00340082803409426,NA,"Seagrass",34.8837209302326,"30-40cm"
"49","SJB06",3,32.5,0.9,36.1111111111111,16,2,"LOI analysis ","Y",2,2.22222222222222,2.22222222222222,20.2682991638999,45.0406648086665,1.429,0.659,0.3266931,1.01896808572793,1.00506953421544,0.0140709734790161,0.00703548673950805,0,0.0138186237402127,"Seagrass",4.44444444444444,"0-10cm"
"50","SJB06",3,32.5,0.9,36.1111111111111,13,5,"LOI analysis ","Y",2,2.22222222222222,2.22222222222222,20.2682991638999,45.0406648086665,0.559,0.461,0.001,1.04525544194324,1.04054858424252,0.00624329150545515,0.00520274292121262,0,0.00559716427523717,"Seagrass",11.1111111111111,"10-20cm"
"51","SJB06",3,32.5,0.9,36.1111111111111,17,1,"LOI analysis ","Y",2,2.22222222222222,2.22222222222222,20.2682991638999,45.0406648086665,0.763,0.52,0.00441569999999997,0.8836237246734,0.879072282085445,0.00703257825668356,0.00439536141042722,0,0.00485117173399176,"Seagrass",2.22222222222222,"0-10cm"
"52","SJB06",3,32.5,0.9,36.1111111111111,15,3,"LOI analysis ","Y",2,2.22222222222222,2.22222222222222,20.2682991638999,45.0406648086665,0.598,0.495,0.001,1.20875214056619,1.20468914547548,0.00722813487285289,0.00602344572737741,0,0.00482008871143986,"Seagrass",6.66666666666667,"0-10cm"
"53","SJB06",3,32.5,0.9,36.1111111111111,12,6,"LOI analysis ","Y",2,2.22222222222222,2.22222222222222,20.2682991638999,45.0406648086665,11.887,0.386,5.3873193,1.09556553415937,1.09310109451419,0.130079030247188,0.00437240437805675,0,0.00287517958605003,"Seagrass",13.3333333333333,"10-20cm"
"54","SJB06",3,32.5,0.9,36.1111111111111,8,10,"LOI analysis ","N",2,2.22222222222222,2.22222222222222,20.2682991638999,45.0406648086665,0.839,0.531,0.0411921,1.18293102968916,1.18293102968916,0.00946344823751326,0.00591465514844579,0,NA,"Seagrass",22.2222222222222,"20-30cm"
"55","SJB06",3,32.5,0.9,36.1111111111111,1,17,"LOI analysis ","N",2,2.22222222222222,2.22222222222222,20.2682991638999,45.0406648086665,0.964,0.728,0.1016796,1.09614279029248,1.09614279029248,0.0109614279029248,0.00767299953204737,0,NA,"Seagrass",37.7777777777778,"30-40cm"
"56","SJB06",3,32.5,0.9,36.1111111111111,11,7,"LOI analysis ","N",2,2.22222222222222,2.22222222222222,20.2682991638999,45.0406648086665,1.389,0.483,0.3073371,1.18677200319021,1.18677200319021,0.016614808044663,0.00593386001595106,0,NA,"Seagrass",15.5555555555556,"10-20cm"
"57","SJB06",3,32.5,0.9,36.1111111111111,3,15,"LOI analysis ","N",2,2.22222222222222,2.22222222222222,20.2682991638999,45.0406648086665,2.107,1.142,0.6547773,0.964750413533839,0.964750413533839,0.0202597586842106,0.0106122545488722,0,NA,"Seagrass",33.3333333333333,"30-40cm"
"58","SJB07",1,30.6,0.83,36.8674698795181,14,1,"LOI analysis ","Y",2,2.40963855421687,2.40963855421687,20.2682991638999,48.8392750937347,1.007,0.702,0.1224873,1.13885801730778,1.1337596615373,0.011337596615373,0.00793631763076113,0,0.00523349291138003,"Seagrass",2.40963855421687,"0-10cm"
"59","SJB07",1,30.6,0.83,36.8674698795181,10,5,"LOI analysis ","Y",2,2.40963855421687,2.40963855421687,20.2682991638999,48.8392750937347,0.479,1.282,0.001,1.19512420870243,1.12155636820717,0.00560778184103585,0.0145802327866932,0.0703163589838079,0.00436943422256846,"Seagrass",12.0481927710843,"10-20cm"
"60","SJB07",1,30.6,0.83,36.8674698795181,13,2,"LOI analysis ","Y",2,2.40963855421687,2.40963855421687,20.2682991638999,48.8392750937347,0.449,0.567,0.001,1.0222305696426,1.01700936192585,0.00406803744770338,0.00610205617155507,0.00236899503069902,0.0034132365740495,"Seagrass",4.81927710843374,"0-10cm"
"61","SJB07",1,30.6,0.83,36.8674698795181,12,3,"LOI analysis ","Y",2,2.40963855421687,2.40963855421687,20.2682991638999,48.8392750937347,0.71,0.588,0.001,1.04501960567689,1.03304154091493,0.00723129078640453,0.0061982492454896,0.00922618116536715,0.00272117061002506,"Seagrass",7.2289156626506,"0-10cm"
"62","SJB07",1,30.6,0.83,36.8674698795181,9,6,"LOI analysis ","Y",2,2.40963855421687,2.40963855421687,20.2682991638999,48.8392750937347,0.419,0.656,0.001,1.24903573779345,1.24403975864487,0.00497615903457947,0.00870827831051407,0.00399883085130094,0.00142303504436977,"Seagrass",14.4578313253012,"10-20cm"
"63","SJB07",1,30.6,0.83,36.8674698795181,8,7,"LOI analysis ","N",2,2.40963855421687,2.40963855421687,20.2682991638999,48.8392750937347,0.454,0.617,0.001,1.09626934259858,1.06137938985605,0.00530689694928026,0.00636827633913631,0.0348920002749715,NA,"Seagrass",16.8674698795181,"10-20cm"
"64","SJB07",1,30.6,0.83,36.8674698795181,5,10,"LOI analysis ","N",2,2.40963855421687,2.40963855421687,20.2682991638999,48.8392750937347,0.823,3.477,0.0334497,1.24025182363467,1.07827153246907,0.00862617225975259,0.0377395036364176,0.161976196100724,NA,"Seagrass",24.0963855421687,"20-30cm"
"65","SJB07",1,30.6,0.83,36.8674698795181,1,14,"LOI analysis","N",2,2.40963855421687,2.40963855421687,20.2682991638999,48.8392750937347,0.898,0.837,0.0697422,0.982262736453968,0.962196918562136,0.00865977226705922,0.00769757534849708,0.0198651597129143,NA,"Seagrass",33.7349397590361,"30-40cm"
"66","SJB07",2,31.5,0.83,37.9518072289157,9,6,"LOI alysis ","Y",2,2.40963855421687,2.34939759036145,20.2682991638999,48.8392750937347,0.404,0.611,0.001,0.940493074719949,0.933818118972258,0.00373527247588903,0.00560290871383355,0,0.0066810983450051,"Seagrass",14.4578313253012,"10-20cm"
"67","SJB07",2,31.5,0.83,37.9518072289157,10,5,"LOI alysis ","Y",2,2.40963855421687,2.34939759036145,20.2682991638999,48.8392750937347,1.788,0.918,0.5004132,0.999154879066991,0.958961817310187,0.0172613127115834,0.00863065635579168,0.0338088556153001,0.00637396847931379,"Seagrass",12.0481927710843,"10-20cm"
"68","SJB07",2,31.5,0.83,37.9518072289157,13,2,"LOI alysis ","Y",2,2.40963855421687,2.34939759036145,20.2682991638999,48.8392750937347,0.579,1.418,0.001,0.930951573559139,0.915267475084502,0.00549160485050701,0.012813744651183,0.0109317756861729,0.00480555863185013,"Seagrass",4.81927710843374,"0-10cm"
"69","SJB07",2,31.5,0.83,37.9518072289157,12,3,"LOI alysis ","Y",2,2.40963855421687,2.34939759036145,20.2682991638999,48.8392750937347,0.584,0.725,0.001,1.04682143422228,1.0378532421441,0.00622711945286458,0.00726497269500868,0.00453323681760383,0.00437762435232023,"Seagrass",7.2289156626506,"0-10cm"
"70","SJB07",2,31.5,0.83,37.9518072289157,5,10,"LOI alysis ","N",2,2.40963855421687,2.34939759036145,20.2682991638999,48.8392750937347,0.76,1.88,0.00296399999999997,1.02118632809925,0.966599113303711,0.00773279290642969,0.0183653831527705,0.0543026077866627,NA,"Seagrass",24.0963855421687,"20-30cm"
"71","SJB07",2,31.5,0.83,37.9518072289157,8,7,"LOI alysis ","N",2,2.40963855421687,2.34939759036145,20.2682991638999,48.8392750937347,0.827,0.981,0.0353853,0.925791791815525,0.861028340803416,0.00688822672642733,0.00861028340803416,0.0645914582873218,NA,"Seagrass",16.8674698795181,"10-20cm"
"72","SJB07",2,31.5,0.83,37.9518072289157,1,14,"LOI alysis ","N",2,2.40963855421687,2.34939759036145,20.2682991638999,48.8392750937347,1.185,0.596,0.2086215,1.09522510105523,1.09022912190666,0.0130827494628799,0.00654137473143993,0.00511883109485527,NA,"Seagrass",33.7349397590361,"30-40cm"
"73","SJB07",2,31.5,0.83,37.9518072289157,14,1,"LOI alysis ","Y",1.5,1.80722891566265,2.34939759036145,20.2682991638999,36.629456320301,1.586,0.847,0.4026654,1.11181011380257,1.11181011380257,0.017788961820841,0.00889448091042052,0,0,"Seagrass",1.80722891566265,"0-10cm"
"74","SJB07",3,26.5,0.63,42.0634920634921,9,5,"LOI analysis ","Y",2,3.17460317460317,3.25396825396825,20.2682991638999,64.3438068695235,1.045,4.027,0.1408755,0.856290646770804,0.816986164753936,0.00816986164753936,0.0326794465901575,0.0284083284613019,0.00991703834518123,"Seagrass",15.8730158730159,"10-20cm"
"75","SJB07",3,26.5,0.63,42.0634920634921,8,6,"LOI analysis ","Y",2,3.17460317460317,3.25396825396825,20.2682991638999,64.3438068695235,1.321,8.637,0.2744319,0.770206215813338,0.679972201345195,0.00883963861748754,0.0584776093156868,0.0821601993602892,0.00678542382307808,"Seagrass",19.047619047619,"10-20cm"
"76","SJB07",3,26.5,0.63,42.0634920634921,12,2,"LOI analysis ","Y",2,3.17460317460317,3.25396825396825,20.2682991638999,64.3438068695235,0.762,3.359,0.00393179999999999,0.893730147434558,0.885881684240206,0.00708705347392164,0.030119977264167,0.022036308838164,0.00128217468026556,"Seagrass",6.34920634920635,"0-10cm"
"77","SJB07",3,26.5,0.63,42.0634920634921,11,3,"LOI analysis ","Y",2,3.17460317460317,3.25396825396825,20.2682991638999,64.3438068695235,1.055,2.552,0.1457145,0.849467923320664,0.83790503893136,0.00921695542824496,0.0217855310122154,0.0102216519661898,0.00123710429756531,"Seagrass",9.52380952380952,"0-10cm"
"78","SJB07",3,26.5,0.63,42.0634920634921,13,1,"LOI analysis ","Y",2.5,3.96825396825397,3.25396825396825,20.2682991638999,80.4297585869044,0.768,4.335,0.00683519999999999,0.829319908102527,0.776416603719207,0.00621133282975365,0.0333859139599259,0.0527230228525197,0,"Seagrass",3.96825396825397,"0-10cm"
"79","SJB07",3,26.5,0.63,42.0634920634921,4,10,"LOI analysis ","N",2,3.17460317460317,3.25396825396825,20.2682991638999,64.3438068695235,0.773,0.784,0.0092547,0.92136295448319,0.909333824755608,0.00727467059804487,0.00727467059804487,0.0119032434862471,NA,"Seagrass",31.7460317460317,"30-40cm"
"80","SJB07",3,26.5,0.63,42.0634920634921,7,7,"LOI analysis ","N",2,3.17460317460317,3.25396825396825,20.2682991638999,64.3438068695235,1.115,3.235,0.1747485,0.742946405035329,0.705553528905403,0.00776108881795943,0.0225777129249729,0.0370804917532799,NA,"Seagrass",22.2222222222222,"20-30cm"
"81","SJB07",3,26.5,0.63,42.0634920634921,1,13,"LOI analysis ","N",2,3.17460317460317,3.25396825396825,20.2682991638999,64.3438068695235,1.31,1.117,0.269109,0.93351641630098,0.910110900319406,0.0118314417041523,0.0100112199035135,0.023309158611664,NA,"Seagrass",41.2698412698413,"40-50cm"
"82","SJB10",1,38.7,0.77,50.2597402597403,15,5,"LOI analysis ","Y",2,2.5974025974026,2.69480519480519,20.2682991638999,52.6449328932465,2.963,1.431,1.0689957,0.762827451626437,0.745693798861999,0.02237081396586,0.010439713184068,0.0106069087623746,0.00675088713135376,"Seagrass",12.987012987013,"10-20cm"
"83","SJB10",1,38.7,0.77,50.2597402597403,14,6,"LOI analysis ","Y",2,2.5974025974026,2.69480519480519,20.2682991638999,52.6449328932465,3.789,1.19,1.4686971,0.736063242374671,0.716992081204499,0.027245699085771,0.00860390497445399,0.0156159378466121,0.00366417030849223,"Seagrass",15.5844155844156,"10-20cm"
"84","SJB10",1,38.7,0.77,50.2597402597403,17,3,"LOI analysis ","Y",2,2.5974025974026,2.69480519480519,20.2682991638999,52.6449328932465,1.739,1.295,0.4767021,0.992365212164644,0.983817380962873,0.0167248954763688,0.0127896259525174,0.00530155486314247,0.00331655850628691,"Seagrass",7.79220779220779,"0-10cm"
"85","SJB10",1,38.7,0.77,50.2597402597403,19,1,"LOI analysis ","Y",2.9,3.76623376623377,2.69480519480519,20.2682991638999,76.3351526952074,1.122,1.058,0.1781358,1.07945025444579,1.02559564284353,0.0112815520712788,0.0112815520712788,0.0534393376572902,0.000255452426719574,"Seagrass",3.76623376623377,"0-10cm"
