"","Site","Quadrat","Factor","Region","month","year","Epiphite_Blade_Load","Epiphite_Shoot_Load","Seagrass_Health","SAV_Cover","Seagrass_Landscape","Thalassia.testudinum","Syringodium.filiforme","Halodule.wrightii","Mean_Seagrass_Canopy_Height_cm","Mean_Macroalgae_Canopy_Height_cm","Thalassia_testudinum_CH","Syringodium_filiforme_CH","Halodule_wrighti_CH","Seagrass_Spp","Algal_Spp","Total_Seagrass_Cover","Total_Algae_Cover","Seagrass_Biomass_g_per_sqm","Macro_Algae_Biomass_g_per_sqm","Thalassia_testudinum_g_per_sqm","Syringodium_filiforme_g_per_sqm","Halodule_wrightii_g_per_sqm","Latitude","Longitude","Temperature.Mean","Current.Velocity.Mean","Salinity.Min","Chlorophyll.Mean","Nitrate.Mean","Phosphate.Mean","Light.bottom.Min","Par.Mean","Dist_To_River","Dist_To_Shore"
"12","SJB10",3,"Seagrass","Saint Joe Bay",7,2019,60,95,95,100,"continuous vegetated",100,0,0,10.8333333333333,0,65,0,0,100,0,100,0,281.8864,0,281.8864,0,0,29.72733,-85.32773,23.9981231689453,0.0383405908942223,29.5471477508545,0.205781534314156,6.52248430252075,0.0015901051228866,12.9615535736084,39.9022102355957,88.4507598876953,2.04923152923584
"13","SJB13",1,"Seagrass","Saint Joe Bay",7,2019,80,75,100,100,"highly fragmented",100,0,0,8.33333333333333,0,50,0,0,100,0,100,0,228.1328,0,228.1328,0,0,29.77447,-85.30693,24.0032348632812,0.0378290601074696,29.8331031799316,0.203415438532829,6.48519897460938,0.00154389953240752,14.3492727279663,39.8684959411621,84.8476943969727,0.335321635007858
"14","SJB13",2,"Seagrass","Saint Joe Bay",7,2019,50,30,100,100,"highly fragmented",25,5,70,15.8333333333333,0,37,38,20,100,0,100,0,134.4272,0.0944000000000003,40.0688,9.28960000000001,85.0688,29.77447,-85.30693,24.0032348632812,0.0378290601074696,29.8331031799316,0.203415438532829,6.48519897460938,0.00154389953240752,14.3492727279663,39.8684959411621,84.8476943969727,0.335321635007858
"15","SJB13",3,"Seagrass","Saint Joe Bay",7,2019,30,100,100,100,"highly fragmented",0,5,95,7.5,0,0,25,20,100,0,100,0,156.2608,0,0,16.7072,136.3984,29.77447,-85.30693,24.0032348632812,0.0378290601074696,29.8331031799316,0.203415438532829,6.48519897460938,0.00154389953240752,14.3492727279663,39.8684959411621,84.8476943969727,0.335321635007858
"16","SJB14",1,"Seagrass","Saint Joe Bay",7,2019,80,100,100,80,"highly fragmented",100,0,0,6.5,0,39,0,0,100,0,80,0,123.2784,0,123.2784,0,0,29.76002,-85.31073,24.0022487640381,0.037913553416729,29.7945003509521,0.203819185495377,6.49114990234375,0.00155117036774755,14.1268396377563,39.8736038208008,85.6339340209961,0.322391331195831
"17","SJB14",2,"Seagrass","Saint Joe Bay",7,2019,99,99,100,100,"highly fragmented",100,0,0,6.16666666666667,0,37,0,0,100,0,100,0,84.6888,0.0655999999999963,84.6888,0,0,29.76002,-85.31073,24.0022487640381,0.037913553416729,29.7945003509521,0.203819185495377,6.49114990234375,0.00155117036774755,14.1268396377563,39.8736038208008,85.6339340209961,0.322391331195831
"18","SJB14",3,"Seagrass","Saint Joe Bay",7,2019,95,100,100,75,"highly fragmented",100,0,0,6.33333333333333,0,38,0,0,100,0,75,0,180.2048,0,180.2048,0,0,29.76002,-85.31073,24.0022487640381,0.037913553416729,29.7945003509521,0.203819185495377,6.49114990234375,0.00155117036774755,14.1268396377563,39.8736038208008,85.6339340209961,0.322391331195831
"19","SJB16",1,"Seagrass","Saint Joe Bay",8,2019,50,100,95,75,"blemished",100,0,0,6.66666666666667,0,40,0,0,100,0,75,0,146.192,0,146.192,0,0,29.821,-85.406,23.861930847168,0.0408816859126091,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,92.8095626831055,0.122561194002628
"20","SJB16",2,"Seagrass","Saint Joe Bay",8,2019,25,100,75,50,"blemished",100,0,0,8,0,48,0,0,100,0,50,0,164.344,0,164.344,0,0,29.821,-85.406,23.861930847168,0.0408816859126091,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,92.8095626831055,0.122561194002628
"21","SJB16",3,"Seagrass","Saint Joe Bay",8,2019,50,100,85,60,"blemished",100,0,0,7,0,42,0,0,100,0,60,0,112.4832,0,112.4832,0,0,29.821,-85.406,23.861930847168,0.0408816859126091,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,92.8095626831055,0.122561194002628
"22","SJB17",1,"Seagrass","Saint Joe Bay",7,2019,30,80,80,100,"continuous vegetated",100,0,0,6,0,36,0,0,100,0,100,0,153.0344,0.188800000000001,153.0344,0,0,29.7482,-85.31043,24.0061054229736,0.0378525257110596,29.6298427581787,0.203239679336548,6.49149179458618,0.00155398179776967,14.1360054016113,39.8802070617676,86.047004699707,0.56425017118454
"23","SJB17",2,"Seagrass","Saint Joe Bay",7,2019,25,75,95,100,"continuous vegetated",100,0,0,6.16666666666667,0,37,0,0,100,0,100,0,86.2528,3.7104,86.208,0,0.0447999999999951,29.7482,-85.31043,24.0061054229736,0.0378525257110596,29.6298427581787,0.203239679336548,6.49149179458618,0.00155398179776967,14.1360054016113,39.8802070617676,86.047004699707,0.56425017118454
"24","SJB17",3,"Seagrass","Saint Joe Bay",7,2019,50,25,80,100,"continuous vegetated",99,0,0,8,1.5,48,0,0,99,1,99,1,86.8186666666667,8.496,86.8186666666667,0,0,29.7482,-85.31043,24.0061054229736,0.0378525257110596,29.6298427581787,0.203239679336548,6.49149179458618,0.00155398179776967,14.1360054016113,39.8802070617676,86.047004699707,0.56425017118454
"25","SJB24",1,"Seagrass","Saint Joe Bay",7,2019,90,30,90,90,"Lightly fragmented",100,0,0,4.83333333333333,0,29,0,0,100,0,90,0,126.4416,0,126.4416,0,0,29.82092,-85.40592,23.861930847168,0.0408816859126091,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,92.8095626831055,0.122561194002628
"26","SJB24",2,"Seagrass","Saint Joe Bay",7,2019,70,70,60,80,"Lightly fragmented",100,0,0,5,0,30,0,0,100,0,80,0,138.2336,0,138.2336,0,0,29.82092,-85.40592,23.861930847168,0.0408816859126091,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,92.8095626831055,0.122561194002628
"27","SJB24",3,"Seagrass","Saint Joe Bay",7,2019,30,60,50,60,"Lightly fragmented",100,0,0,5.16666666666667,0,31,0,0,100,0,60,0,80.3248,0,80.3248,0,0,29.82092,-85.40592,23.861930847168,0.0408816859126091,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,92.8095626831055,0.122561194002628
"28","SJBA",1,"Control","Saint Joe Bay",7,2019,0,0,0,0,"highly fragmented",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8035,-85.303,23.897497177124,0.0427346117794514,31.8445167541504,0.224218130111694,6.71790313720703,0.00158684002235532,10.5860967636108,39.7610321044922,83.5552368164062,0.161126255989075
"29","SJBA",2,"Control","Saint Joe Bay",7,2019,0,0,0,0,"highly fragmented",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8035,-85.303,23.897497177124,0.0427346117794514,31.8445167541504,0.224218130111694,6.71790313720703,0.00158684002235532,10.5860967636108,39.7610321044922,83.5552368164062,0.161126255989075
"30","SJBA",3,"Control","Saint Joe Bay",7,2019,0,0,0,0,"highly fragmented",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8035,-85.303,23.897497177124,0.0427346117794514,31.8445167541504,0.224218130111694,6.71790313720703,0.00158684002235532,10.5860967636108,39.7610321044922,83.5552368164062,0.161126255989075
"31","SJBB",1,"Control","Saint Joe Bay",7,2019,0,0,0,0,"highly fragmented",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.7986,-85.303,23.8968658447266,0.0427116043865681,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,83.7025299072266,0.241701394319534
"32","SJBB",2,"Control","Saint Joe Bay",7,2019,0,0,0,0,"highly fragmented",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.7986,-85.303,23.8968658447266,0.0427116043865681,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,83.7025299072266,0.241701394319534
"33","SJBB",3,"Control","Saint Joe Bay",7,2019,0,0,0,0,"highly fragmented",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.7986,-85.303,23.8968658447266,0.0427116043865681,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,83.7025299072266,0.241701394319534
"34","SJBC",1,"Control","Saint Joe Bay",8,2019,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8256,-85.4084,23.8636779785156,0.0408977754414082,32.943058013916,0.229350090026855,6.31030941009521,0.00176790961995721,9.55621910095215,39.7932815551758,92.9473495483398,0.122559040784836
"35","SJBC",2,"Control","Saint Joe Bay",8,2019,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8256,-85.4084,23.8636779785156,0.0408977754414082,32.943058013916,0.229350090026855,6.31030941009521,0.00176790961995721,9.55621910095215,39.7932815551758,92.9473495483398,0.122559040784836
"36","SJBC",3,"Control","Saint Joe Bay",8,2019,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8256,-85.4084,23.8636779785156,0.0408977754414082,32.943058013916,0.229350090026855,6.31030941009521,0.00176790961995721,9.55621910095215,39.7932815551758,92.9473495483398,0.122559040784836
"37","SMAR01",8,"Seagrass","Saint Marks",6,2019,50,30,100,70,"continuous vegetated",50,40,0,12,0,42,30,0,90,10,63,7,NA,NA,NA,NA,NA,30.06016,-84.17051,23.5207672119141,0.0201302971690893,31.4691619873047,0.178026586771011,5.52877759933472,0.000668562366627157,11.1792936325073,39.9450759887695,11.0536994934082,1.31557023525238
"38","SMAR01",9,"Seagrass","Saint Marks",6,2019,5,10,100,60,"continuous vegetated",50,50,0,10.3333333333333,0,30,32,0,100,0,60,0,148.2912,0.0512000000000015,93.2544,55.0368,0,30.06016,-84.17051,23.5207672119141,0.0201302971690893,31.4691619873047,0.178026586771011,5.52877759933472,0.000668562366627157,11.1792936325073,39.9450759887695,11.0536994934082,1.31557023525238
"39","SMAR01",10,"Seagrass","Saint Marks",6,2019,30,50,100,100,"continuous vegetated",80,20,0,13.1666666666667,0,37,42,0,100,0,100,0,117.1616,45.096,117.1056,0.0559999999999974,0,30.06016,-84.17051,23.5207672119141,0.0201302971690893,31.4691619873047,0.178026586771011,5.52877759933472,0.000668562366627157,11.1792936325073,39.9450759887695,11.0536994934082,1.31557023525238
"40","SMAR03",1,"Seagrass","Saint Marks",8,2019,50,100,50,100,"Continuous",50,0,0,10.8333333333333,0.833333333333333,65,0,0,50,50,50,50,72.7272,41.4752,72.7272,0,0,30.0643,-84.1365,23.5189952850342,0.020331421867013,31.4712238311768,0.176616251468658,5.51446342468262,0.000654507835861295,11.7935638427734,40.0311546325684,12.2821617126465,1.86322629451752
"41","SMAR03",2,"Seagrass","Saint Marks",8,2019,50,100,75,80,"Continuous",80,10,0,10.8333333333333,0,65,0,0,90,10,72,8,92.488,10.352,81.5824,10.9056,0,30.0643,-84.1365,23.5189952850342,0.020331421867013,31.4712238311768,0.176616251468658,5.51446342468262,0.000654507835861295,11.7935638427734,40.0311546325684,12.2821617126465,1.86322629451752
"42","SMAR03",3,"Seagrass","Saint Marks",8,2019,25,100,75,100,"Continuous",90,0,0,16.6666666666667,1,100,0,0,90,10,90,10,95.2410666666667,11.2544,95.2410666666667,0,0,30.0643,-84.1365,23.5189952850342,0.020331421867013,31.4712238311768,0.176616251468658,5.51446342468262,0.000654507835861295,11.7935638427734,40.0311546325684,12.2821617126465,1.86322629451752
"43","SMAR04",1,"Seagrass","Saint Marks",8,2019,25,100,50,100,"continuous",60,0,0,8.5,3.33333333333333,51,0,0,60,40,60,40,97.172,2.1392,97.172,0,0,30.0651,-84.1198,23.5171546936035,0.0203730836510658,31.4704532623291,0.176119357347488,5.50862979888916,0.00064983795164153,12.0440225601196,40.0746841430664,12.6127510070801,2.44860410690308
"44","SMAR04",2,"Seagrass","Saint Marks",8,2019,25,90,60,95,"continuous",75,0,0,8.33333333333333,2.16666666666667,50,0,0,75,25,71.25,23.75,242.528,2.2048,242.528,0,0,30.0651,-84.1198,23.5171546936035,0.0203730836510658,31.4704532623291,0.176119357347488,5.50862979888916,0.00064983795164153,12.0440225601196,40.0746841430664,12.6127510070801,2.44860410690308
"45","SMAR04",3,"Seagrass","Saint Marks",8,2019,40,50,65,100,"continuous",100,0,0,7.33333333333333,0,44,0,0,100,0,100,0,190.5496,3.53600000000001,182.8376,0,0,30.0651,-84.1198,23.5171546936035,0.0203730836510658,31.4704532623291,0.176119357347488,5.50862979888916,0.00064983795164153,12.0440225601196,40.0746841430664,12.6127510070801,2.44860410690308
"46","SMAR12",1,"Seagrass","Saint Marks",8,2019,20,100,80,100,"contnuous",80,18,0,19,0.833333333333333,55,59,0,98,2,98,2,210.1552,0,193.8848,16.2704,0,30.0785,-84.0692,23.5343608856201,0.0206380821764469,31.4949531555176,0.172707289457321,5.44439792633057,0.000635924225207418,12.9714450836182,40.3106422424316,7.56289291381836,2.00745797157288
"47","SMAR12",2,"Seagrass","Saint Marks",8,2019,60,100,70,95,"contnuous",95,0,0,10.3333333333333,2,62,0,0,95,5,90.25,4.75,153.9704,5.09440000000001,153.9704,0,0,30.0785,-84.0692,23.5343608856201,0.0206380821764469,31.4949531555176,0.172707289457321,5.44439792633057,0.000635924225207418,12.9714450836182,40.3106422424316,7.56289291381836,2.00745797157288
"48","SMAR12",3,"Seagrass","Saint Marks",8,2019,30,100,75,98,"contnuous",100,0,0,10.8333333333333,0,65,0,0,100,0,98,0,169.56,0.315199999999997,169.0608,0.499200000000002,0,30.0785,-84.0692,23.5343608856201,0.0206380821764469,31.4949531555176,0.172707289457321,5.44439792633057,0.000635924225207418,12.9714450836182,40.3106422424316,7.56289291381836,2.00745797157288
"49","SMAR14",1,"Seagrass","Saint Marks",8,2019,40,25,60,90,"continuous",95,0,0,5.66666666666667,1,34,0,0,95,5,85.5,4.5,89.3184,34.0944,89.3184,0,0,30.0747,-84.1056,23.5307674407959,0.0205355435609818,31.4893836975098,0.174319341778755,5.47537231445312,0.000642850704025477,12.3540172576904,40.1379203796387,11.1267604827881,1.84757256507874
"50","SMAR14",2,"Seagrass","Saint Marks",8,2019,25,100,75,100,"continuous",50,0,0,9.33333333333333,4.16666666666667,56,0,0,50,50,50,50,109.824,43.416,109.824,0,0,30.0747,-84.1056,23.5307674407959,0.0205355435609818,31.4893836975098,0.174319341778755,5.47537231445312,0.000642850704025477,12.3540172576904,40.1379203796387,11.1267604827881,1.84757256507874
"51","SMAR14",3,"Seagrass","Saint Marks",8,2019,40,100,90,98,"continuous",98,0,0,10.5,0.5,63,0,0,98,2,96.04,1.96,91.9744,22.976,91.9744,0,0,30.0747,-84.1056,23.5307674407959,0.0205355435609818,31.4893836975098,0.174319341778755,5.47537231445312,0.000642850704025477,12.3540172576904,40.1379203796387,11.1267604827881,1.84757256507874
"52","SMAR23",1,"Seagrass","Saint Marks",8,2019,60,10,40,90,"Continuous",70,0,0,7.33333333333333,3.16666666666667,44,0,0,70,30,63,27,205.464,11.832,200.3808,5.08319999999999,0,30.07869,-84.05362,23.5330924987793,0.0206496696919203,31.4936485290527,0.172312363982201,5.43648481369019,0.000634106050711125,13.2128419876099,40.3769874572754,6.12065887451172,2.49939489364624
"53","SMAR23",2,"Seagrass","Saint Marks",8,2019,40,10,40,100,"Continuous",90,0,0,6.83333333333333,1.66666666666667,41,0,0,90,10,90,10,235.11872,2.2704,234.80832,0,0.310399999999994,30.07869,-84.05362,23.5330924987793,0.0206496696919203,31.4936485290527,0.172312363982201,5.43648481369019,0.000634106050711125,13.2128419876099,40.3769874572754,6.12065887451172,2.49939489364624
"54","SMAR23",3,"Seagrass","Saint Marks",8,2019,5,100,70,100,"Continuous",80,0,0,9.33333333333333,2.66666666666667,56,0,0,80,20,80,20,210.768,42.528,208.528,0,0,30.07869,-84.05362,23.5330924987793,0.0206496696919203,31.4936485290527,0.172312363982201,5.43648481369019,0.000634106050711125,13.2128419876099,40.3769874572754,6.12065887451172,2.49939489364624
"55","SMAR24",1,"Seagrass","Saint Marks",8,2019,60,80,90,60,"continuous",50,45,0,16.1666666666667,0,57,40,0,95,5,57,3,178.7424,7.5264,157.5696,20.9424,0,30.0701,-84.0508,23.519624710083,0.0204753074795008,31.4780044555664,0.173507571220398,5.45751762390137,0.000639128091279417,13.2648115158081,40.3157196044922,5.96092367172241,3.37391138076782
"56","SMAR24",2,"Seagrass","Saint Marks",8,2019,60,25,90,40,"continuous",50,45,0,14.8333333333333,0,49,40,0,95,5,38,2,152.4608,6.1856,130.1328,18.0416,4.2864,30.0701,-84.0508,23.519624710083,0.0204753074795008,31.4780044555664,0.173507571220398,5.45751762390137,0.000639128091279417,13.2648115158081,40.3157196044922,5.96092367172241,3.37391138076782
"57","SMAR24",3,"Seagrass","Saint Marks",8,2019,50,20,95,70,"continuous",55,40,0,15.5,0,42,51,0,95,5,66.5,3.5,181.0048,1.72640000000001,152.4384,22.2464,4.4,30.0701,-84.0508,23.519624710083,0.0204753074795008,31.4780044555664,0.173507571220398,5.45751762390137,0.000639128091279417,13.2648115158081,40.3157196044922,5.96092367172241,3.37391138076782
"58","SMAR25",1,"Seagrass","Saint Marks",8,2019,30,80,50,75,"continuous",40,20,0,16.8333333333333,4.83333333333333,53,48,0,60,30,45,22.5,140.064,19.632,96.992,30.016,10.56,30.0704,-84.0716,23.5213088989258,0.0204700138419867,31.4789962768555,0.17406003177166,5.46868658065796,0.00064147834200412,12.9094552993774,40.2443733215332,7.92356729507446,2.70405650138855
"59","SMAR25",2,"Seagrass","Saint Marks",8,2019,60,50,70,100,"continuous",15,15,0,12.8333333333333,5.33333333333333,41,36,0,30,70,30,70,129.7664,18.56,83.3136,42.3888,3.0016,30.0704,-84.0716,23.5213088989258,0.0204700138419867,31.4789962768555,0.17406003177166,5.46868658065796,0.00064147834200412,12.9094552993774,40.2443733215332,7.92356729507446,2.70405650138855
"60","SMAR25",3,"Seagrass","Saint Marks",8,2019,50,60,99,90,"continuous",0,40,0,13.6666666666667,4,0,57,0,46,54,41.4,48.6,456.0976,26.944,365.6432,65.6992,18.112,30.0704,-84.0716,23.5213088989258,0.0204700138419867,31.4789962768555,0.17406003177166,5.46868658065796,0.00064147834200412,12.9094552993774,40.2443733215332,7.92356729507446,2.70405650138855
"61","SMARA",1,"Control","Saint Marks",8,2019,0,0,0,0,"bare",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0712,-84.19833,23.5444831848145,0.0204090438783169,31.5003356933594,0.176587745547295,5.49681329727173,0.000668481923639774,11.3722534179688,39.8785171508789,9.17609691619873,1.65787446498871
"62","SMARA",2,"Control","Saint Marks",8,2019,0,0,0,0,"bare",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0712,-84.19833,23.5444831848145,0.0204090438783169,31.5003356933594,0.176587745547295,5.49681329727173,0.000668481923639774,11.3722534179688,39.8785171508789,9.17609691619873,1.65787446498871
"63","SMARA",3,"Control","Saint Marks",8,2019,0,0,0,0,"bare",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0712,-84.19833,23.5444831848145,0.0204090438783169,31.5003356933594,0.176587745547295,5.49681329727173,0.000668481923639774,11.3722534179688,39.8785171508789,9.17609691619873,1.65787446498871
"64","SMARB",1,"Control","Saint Marks",8,2019,0,0,0,0,"Highly fragmented",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0584,-84.17513,23.5193786621094,0.0200641974806786,31.4663829803467,0.178431585431099,5.53417921066284,0.000671528105158359,11.0276679992676,39.9322738647461,11.0581502914429,1.48023653030396
"65","SMARB",2,"Control","Saint Marks",8,2019,0,0,0,0,"Highly fragmented",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0584,-84.17513,23.5193786621094,0.0200641974806786,31.4663829803467,0.178431585431099,5.53417921066284,0.000671528105158359,11.0276679992676,39.9322738647461,11.0581502914429,1.48023653030396
"66","SMARB",3,"Control","Saint Marks",8,2019,0,0,0,0,"Highly fragmented",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0584,-84.17513,23.5193786621094,0.0200641974806786,31.4663829803467,0.178431585431099,5.53417921066284,0.000671528105158359,11.0276679992676,39.9322738647461,11.0581502914429,1.48023653030396
"67","SMARC",1,"Control","Saint Marks",8,2019,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0697,-84.0906,23.5215263366699,0.0204495228827,31.4782161712646,0.17469733953476,5.48127555847168,0.0006441495497711,12.5785045623779,40.1751289367676,9.76078128814697,2.59780550003052
"68","SMARC",2,"Control","Saint Marks",8,2019,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0697,-84.0906,23.5215263366699,0.0204495228827,31.4782161712646,0.17469733953476,5.48127555847168,0.0006441495497711,12.5785045623779,40.1751289367676,9.76078128814697,2.59780550003052
"69","SMARC",3,"Control","Saint Marks",8,2019,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0697,-84.0906,23.5215263366699,0.0204495228827,31.4782161712646,0.17469733953476,5.48127555847168,0.0006441495497711,12.5785045623779,40.1751289367676,9.76078128814697,2.59780550003052
"70","STCH01",1,"Seagrass","Steinhatchee",6,2019,0,0,100,5,"highly fragmented",0,100,0,1.66666666666667,0,0,10,0,100,0,5,0,0.896000000000001,0,0,0,0.896000000000001,29.675,-83.44167,23.6165618896484,0.0225634872913361,31.4665870666504,0.145870968699455,4.99675226211548,0.000495959538966417,13.5533990859985,41.8007507324219,1.32303059101105,0.277118742465973
"71","STCH01",2,"Seagrass","Steinhatchee",6,2019,0,0,100,30,"highly fragmented",0,50,0,2.16666666666667,0,0,13,0,50,0,15,0,8.3184,2.8016,0,0,3.9424,29.675,-83.44167,23.6165618896484,0.0225634872913361,31.4665870666504,0.145870968699455,4.99675226211548,0.000495959538966417,13.5533990859985,41.8007507324219,1.32303059101105,0.277118742465973
