"","Site","Sediment_Depth_Factor","Quadrat","OLOI","ILOI","OM_g_per_sqm","IOM_accum_per_sqm","Shell_accum_per_sqm","Rhizome_accum_per_sqm","OC_Stock_accum_per_sqm","IOC_Stock_accum_per_sqm","Total_C_accum_g_per_sqm","Region","month","year","Epiphite_Blade_Load","Epiphite_Shoot_Load","Seagrass_Health","SAV_Cover","Thalassia.testudinum","Syringodium.filiforme","Halodule.wrightii","Mean_Seagrass_Canopy_Height_cm","Mean_Macroalgae_Canopy_Height_cm","Thalassia_testudinum_CH","Syringodium_filiforme_CH","Halodule_wrighti_CH","Seagrass_Spp","Algal_Spp","Total_Seagrass_Cover","Total_Algae_Cover","Seagrass_Biomass_g_per_sqm","Macro_Algae_Biomass_g_per_sqm","Thalassia_testudinum_g_per_sqm","Syringodium_filiforme_g_per_sqm","Halodule_wrightii_g_per_sqm","Latitude","Longitude","Depth_m","Secchi_m","Temperature.Mean","Current.Velocity.Max","Salinity.Min","Chlorophyll.Mean","Nitrate.Mean","Phosphate.Mean","Light.bottom.Min","Par.Mean","Dist_To_River","Dist_To_Shore","Percent_Shell","Percent_Gravel","Percent_Coarse","Percent_Medium","Percent_Fine","Percent_Silt","Meadow.Structure","Cover_Level","TH_PA","SY_PA","HA_PA","Factor"
"11","SJB02","deep",3,2.99533333333333,0.788333333333333,673.952784898519,182.383335183055,55.4396132393803,0,246.083752390218,21.8860002219667,267.969752612184,"Saint Joe Bay",7,2019,90,75,75,100,100,0,0,14.1666666666667,0,85,0,0,100,0,100,0,67.4576,0,67.4576,0,0,29.73875,-85.38572,0.6,0.6,23.9193992614746,0.165709316730499,31.3329925537109,0.219292610883713,6.38684225082397,0.00173918646760285,9.30147171020508,39.8956909179688,12.99579995,0.403075814247131,0.535,0.34,4.725,54.155,39.585,0.14,"Fragmented","high",1,0,0,"Seagrass"
"12","SJB02","deep",3,2.99533333333333,0.788333333333333,673.952784898519,182.383335183055,55.4396132393803,0,246.083752390218,21.8860002219667,267.969752612184,"Saint Joe Bay",7,2019,90,75,75,100,100,0,0,14.1666666666667,0,85,0,0,100,0,100,0,67.4576,0,67.4576,0,0,29.73875,-85.38572,0.6,0.6,23.9193992614746,0.165709316730499,31.3329925537109,0.219292610883713,6.38684225082397,0.00173918646760285,9.30147171020508,39.8956909179688,12.99579995,0.403075814247131,0.535,0.34,4.725,54.155,39.585,0.14,"Fragmented","high",1,0,0,"Seagrass"
"13","SJB06","shallow",1,1.43783333333333,0.439666666666667,391.211497449645,121.058011832103,9.71961181384568,74.5581390153458,90.8340235247325,14.5269614198524,105.360984944585,"Saint Joe Bay",7,2019,0,100,100,50,0,0,100,2.66666666666667,0,0,0,16,100,0,50,0,53.9088,0,0,0,53.9088,29.79887,-85.30312,0.4,0.4,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,4.984082689,0.241701394319534,0,0,1.78,21.02,76.36,0.02,"Fragmented","high",0,0,1,"Seagrass"
"14","SJB06","shallow",1,1.43783333333333,0.439666666666667,391.211497449645,121.058011832103,9.71961181384568,74.5581390153458,90.8340235247325,14.5269614198524,105.360984944585,"Saint Joe Bay",7,2019,0,100,100,50,0,0,100,2.66666666666667,0,0,0,16,100,0,50,0,53.9088,0,0,0,53.9088,29.79887,-85.30312,0.4,0.4,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,4.984082689,0.241701394319534,0,0,1.78,21.02,76.36,0.02,"Fragmented","high",0,0,1,"Seagrass"
"15","SJB06","shallow",2,1.506,0.557,419.690371215305,161.593233527633,0,95.8393195350011,110.615506104638,19.3911880233159,130.006694127954,"Saint Joe Bay",7,2019,0,100,99,95,0,0,100,3.33333333333333,0,0,0,20,100,0,95,0,52.8016,0,2.3776,0,50.424,29.79887,-85.30312,0.4,0.4,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,4.984082689,0.241701394319534,0,0.58,2.08,76.66,20.45,0,"Fragmented","high",0,0,1,"Seagrass"
"16","SJB06","shallow",2,1.506,0.557,419.690371215305,161.593233527633,0,95.8393195350011,110.615506104638,19.3911880233159,130.006694127954,"Saint Joe Bay",7,2019,0,100,99,95,0,0,100,3.33333333333333,0,0,0,20,100,0,95,0,52.8016,0,2.3776,0,50.424,29.79887,-85.30312,0.4,0.4,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,4.984082689,0.241701394319534,0,0.58,2.08,76.66,20.45,0,"Fragmented","high",0,0,1,"Seagrass"
"17","SJB06","shallow",3,2.77083333333333,0.500666666666667,671.365986688367,122.086300713086,0,118.378622396043,244.003701044563,14.6503560855703,258.654057130133,"Saint Joe Bay",7,2019,30,100,95,95,0,0,100,2,0,0,0,12,100,0,95,0,78.28,0.193599999999996,0,0,78.28,29.79887,-85.30312,0.4,0.4,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,4.984082689,0.241701394319534,0,0.115,1.86,18.745,78.81,0.09,"Fragmented","high",0,0,1,"Seagrass"
"18","SJB06","shallow",3,2.77083333333333,0.500666666666667,671.365986688367,122.086300713086,0,118.378622396043,244.003701044563,14.6503560855703,258.654057130133,"Saint Joe Bay",7,2019,30,100,95,95,0,0,100,2,0,0,0,12,100,0,95,0,78.28,0.193599999999996,0,0,78.28,29.79887,-85.30312,0.4,0.4,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,4.984082689,0.241701394319534,0,0.115,1.86,18.745,78.81,0.09,"Fragmented","high",0,0,1,"Seagrass"
"19","SJB06","deep",1,1.51766666666667,0.685,400.765579833869,192.836440544951,474.106547156587,0,111.071480974077,23.1403728653941,134.211853839471,"Saint Joe Bay",7,2019,0,100,100,50,0,0,100,2.66666666666667,0,0,0,16,100,0,50,0,53.9088,0,0,0,53.9088,29.79887,-85.30312,0.4,0.4,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,4.984082689,0.241701394319534,0,0.45,2.305,34.675,60.01,0.005,"Fragmented","high",0,0,1,"Seagrass"
"20","SJB06","deep",1,1.51766666666667,0.685,400.765579833869,192.836440544951,474.106547156587,0,111.071480974077,23.1403728653941,134.211853839471,"Saint Joe Bay",7,2019,0,100,100,50,0,0,100,2.66666666666667,0,0,0,16,100,0,50,0,53.9088,0,0,0,53.9088,29.79887,-85.30312,0.4,0.4,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,4.984082689,0.241701394319534,0,0.45,2.305,34.675,60.01,0.005,"Fragmented","high",0,0,1,"Seagrass"
"21","SJB06","deep",2,1.86433333333333,0.625,492.475133340825,168.145995170795,167.470062775619,0,140.447055753457,20.1775194204953,160.624575173953,"Saint Joe Bay",7,2019,0,100,99,95,0,0,100,3.33333333333333,0,0,0,20,100,0,95,0,52.8016,0,2.3776,0,50.424,29.79887,-85.30312,0.4,0.4,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,4.984082689,0.241701394319534,1.8,1.085,3.27,67.69,26.15,0.01,"Fragmented","high",0,0,1,"Seagrass"
"22","SJB06","deep",2,1.86433333333333,0.625,492.475133340825,168.145995170795,167.470062775619,0,140.447055753457,20.1775194204953,160.624575173953,"Saint Joe Bay",7,2019,0,100,99,95,0,0,100,3.33333333333333,0,0,0,20,100,0,95,0,52.8016,0,2.3776,0,50.424,29.79887,-85.30312,0.4,0.4,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,4.984082689,0.241701394319534,1.8,1.085,3.27,67.69,26.15,0.01,"Fragmented","high",0,0,1,"Seagrass"
"23","SJB06","deep",3,1.30333333333333,0.800333333333333,301.367665367768,179.258586884188,0,0,58.6577366426261,21.5110304261026,80.1687670687287,"Saint Joe Bay",7,2019,30,100,95,95,0,0,100,2,0,0,0,12,100,0,95,0,78.28,0.193599999999996,0,0,78.28,29.79887,-85.30312,0.4,0.4,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,4.984082689,0.241701394319534,0,0.46,2.99,17.75,78.68,0.02,"Fragmented","high",0,0,1,"Seagrass"
"24","SJB06","deep",3,1.30333333333333,0.800333333333333,301.367665367768,179.258586884188,0,0,58.6577366426261,21.5110304261026,80.1687670687287,"Saint Joe Bay",7,2019,30,100,95,95,0,0,100,2,0,0,0,12,100,0,95,0,78.28,0.193599999999996,0,0,78.28,29.79887,-85.30312,0.4,0.4,23.8968658447266,0.168823584914207,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,4.984082689,0.241701394319534,0,0.46,2.99,17.75,78.68,0.02,"Fragmented","high",0,0,1,"Seagrass"
"25","SJB07","shallow",1,0.586333333333333,0.735333333333333,154.729970579825,200.375142506624,485.150065486532,68.9171460337061,5.7971159120549,24.0450171007949,29.8421330128498,"Saint Joe Bay",7,2019,100,100,100,100,0,0,100,4.83333333333333,0,0,0,29,100,0,100,0,123.1488,0,0.537599999999998,0,122.6112,29.80502,-85.30295,0.6,0.6,23.8977069854736,0.168974459171295,31.8303852081299,0.224184855818748,6.71863746643066,0.0015867369947955,10.5924158096313,39.7610015869141,4.354475612,0.122568935155869,3.78,2.06,2.42,62.68,28.56,0.01,"Fragmented","high",0,0,1,"Seagrass"
"26","SJB07","shallow",1,0.586333333333333,0.735333333333333,154.729970579825,200.375142506624,485.150065486532,68.9171460337061,5.7971159120549,24.0450171007949,29.8421330128498,"Saint Joe Bay",7,2019,100,100,100,100,0,0,100,4.83333333333333,0,0,0,29,100,0,100,0,123.1488,0,0.537599999999998,0,122.6112,29.80502,-85.30295,0.6,0.6,23.8977069854736,0.168974459171295,31.8303852081299,0.224184855818748,6.71863746643066,0.0015867369947955,10.5924158096313,39.7610015869141,4.354475612,0.122568935155869,3.78,2.06,2.42,62.68,28.56,0.01,"Fragmented","high",0,0,1,"Seagrass"
"27","SJB07","shallow",2,0.961333333333333,0.916666666666667,212.63155655784,199.170387576974,457.290467495577,89.310240194736,34.0962825225223,23.9004465092369,57.9967290317591,"Saint Joe Bay",7,2019,100,80,100,80,95,0,5,6.16666666666667,0,25,0,12,100,0,80,0,165.1568,0.659200000000006,158.432,0,6.7248,29.80502,-85.30295,0.6,0.6,23.8977069854736,0.168974459171295,31.8303852081299,0.224184855818748,6.71863746643066,0.0015867369947955,10.5924158096313,39.7610015869141,4.354475612,0.122568935155869,0.56,0.83,3.4,13.76,79.88,0.01,"Fragmented","high",1,0,1,"Seagrass"
"28","SJB07","shallow",2,0.961333333333333,0.916666666666667,212.63155655784,199.170387576974,457.290467495577,89.310240194736,34.0962825225223,23.9004465092369,57.9967290317591,"Saint Joe Bay",7,2019,100,80,100,80,95,0,5,6.16666666666667,0,25,0,12,100,0,80,0,165.1568,0.659200000000006,158.432,0,6.7248,29.80502,-85.30295,0.6,0.6,23.8977069854736,0.168974459171295,31.8303852081299,0.224184855818748,6.71863746643066,0.0015867369947955,10.5924158096313,39.7610015869141,4.354475612,0.122568935155869,0.56,0.83,3.4,13.76,79.88,0.01,"Fragmented","high",1,0,1,"Seagrass"
"29","SJB07","shallow",3,0.9902,4.582,260.810636218321,1173.30131195006,1325.27153772441,122.042800927557,27.549912665319,140.796157434007,168.346070099326,"Saint Joe Bay",7,2019,100,100,60,95,99,0,1,6.83333333333333,0,32,0,9,100,0,95,0,79.748,0,75.5848,0,4.16319999999999,29.80502,-85.30295,0.6,0.6,23.8977069854736,0.168974459171295,31.8303852081299,0.224184855818748,6.71863746643066,0.0015867369947955,10.5924158096313,39.7610015869141,4.354475612,0.122568935155869,1.04,3.02,10.5,62.92,22.16,0.03,"Fragmented","high",1,0,1,"Seagrass"
"30","SJB07","shallow",3,0.9902,4.582,260.810636218321,1173.30131195006,1325.27153772441,122.042800927557,27.549912665319,140.796157434007,168.346070099326,"Saint Joe Bay",7,2019,100,100,60,95,99,0,1,6.83333333333333,0,32,0,9,100,0,95,0,79.748,0,75.5848,0,4.16319999999999,29.80502,-85.30295,0.6,0.6,23.8977069854736,0.168974459171295,31.8303852081299,0.224184855818748,6.71863746643066,0.0015867369947955,10.5924158096313,39.7610015869141,4.354475612,0.122568935155869,1.04,3.02,10.5,62.92,22.16,0.03,"Fragmented","high",1,0,1,"Seagrass"
"31","SJB07","deep",1,0.8605,2.157,208.264391889299,547.434686565237,2190.85970859806,0,12.4305529172741,65.6921623878284,78.1227153051025,"Saint Joe Bay",7,2019,100,100,100,100,0,0,100,4.83333333333333,0,0,0,29,100,0,100,0,123.1488,0,0.537599999999998,0,122.6112,29.80502,-85.30295,0.6,0.6,23.8977069854736,0.168974459171295,31.8303852081299,0.224184855818748,6.71863746643066,0.0015867369947955,10.5924158096313,39.7610015869141,4.354475612,0.122568935155869,5.35,2.42,3.72,51.65,36.75,0.02,"Fragmented","high",0,0,1,"Seagrass"
"32","SJB07","deep",1,0.8605,2.157,208.264391889299,547.434686565237,2190.85970859806,0,12.4305529172741,65.6921623878284,78.1227153051025,"Saint Joe Bay",7,2019,100,100,100,100,0,0,100,4.83333333333333,0,0,0,29,100,0,100,0,123.1488,0,0.537599999999998,0,122.6112,29.80502,-85.30295,0.6,0.6,23.8977069854736,0.168974459171295,31.8303852081299,0.224184855818748,6.71863746643066,0.0015867369947955,10.5924158096313,39.7610015869141,4.354475612,0.122568935155869,5.35,2.42,3.72,51.65,36.75,0.02,"Fragmented","high",0,0,1,"Seagrass"
"33","SJB07","deep",2,0.9725,1.238,250.789667100115,300.081420291692,715.920950379734,0,27.7482210274315,36.0097704350031,63.7579914624346,"Saint Joe Bay",7,2019,100,80,100,80,95,0,5,6.16666666666667,0,25,0,12,100,0,80,0,165.1568,0.659200000000006,158.432,0,6.7248,29.80502,-85.30295,0.6,0.6,23.8977069854736,0.168974459171295,31.8303852081299,0.224184855818748,6.71863746643066,0.0015867369947955,10.5924158096313,39.7610015869141,4.354475612,0.122568935155869,0.05,0.7,2.43,29.83,66.58,0.02,"Fragmented","high",1,0,1,"Seagrass"
"34","SJB07","deep",2,0.9725,1.238,250.789667100115,300.081420291692,715.920950379734,0,27.7482210274315,36.0097704350031,63.7579914624346,"Saint Joe Bay",7,2019,100,80,100,80,95,0,5,6.16666666666667,0,25,0,12,100,0,80,0,165.1568,0.659200000000006,158.432,0,6.7248,29.80502,-85.30295,0.6,0.6,23.8977069854736,0.168974459171295,31.8303852081299,0.224184855818748,6.71863746643066,0.0015867369947955,10.5924158096313,39.7610015869141,4.354475612,0.122568935155869,0.05,0.7,2.43,29.83,66.58,0.02,"Fragmented","high",1,0,1,"Seagrass"
"35","SJB07","deep",3,1.066,1.712,284.309006562503,421.837073296627,765.004167737471,0,39.8549277108938,50.6204487955952,90.475376506489,"Saint Joe Bay",7,2019,100,100,60,95,99,0,1,6.83333333333333,0,32,0,9,100,0,95,0,79.748,0,75.5848,0,4.16319999999999,29.80502,-85.30295,0.6,0.6,23.8977069854736,0.168974459171295,31.8303852081299,0.224184855818748,6.71863746643066,0.0015867369947955,10.5924158096313,39.7610015869141,4.354475612,0.122568935155869,0.92,1.35,3.81,72.18,21.63,0.02,"Fragmented","high",1,0,1,"Seagrass"
"36","SJB07","deep",3,1.066,1.712,284.309006562503,421.837073296627,765.004167737471,0,39.8549277108938,50.6204487955952,90.475376506489,"Saint Joe Bay",7,2019,100,100,60,95,99,0,1,6.83333333333333,0,32,0,9,100,0,95,0,79.748,0,75.5848,0,4.16319999999999,29.80502,-85.30295,0.6,0.6,23.8977069854736,0.168974459171295,31.8303852081299,0.224184855818748,6.71863746643066,0.0015867369947955,10.5924158096313,39.7610015869141,4.354475612,0.122568935155869,0.92,1.35,3.81,72.18,21.63,0.02,"Fragmented","high",1,0,1,"Seagrass"
"37","SJB10","shallow",1,2.66916666666667,1.20516666666667,583.088146885533,293.456378286564,573.934032283564,62.527858064706,192.756545293082,35.2147653943877,227.971310687469,"Saint Joe Bay",7,2019,50,80,95,100,100,0,0,9.16666666666667,0,55,0,0,100,0,100,0,318.16,0,318.16,0,0,29.72733,-85.32773,0.6,0.6,23.9981231689453,0.172584354877472,29.5471477508545,0.205781534314156,6.52248430252075,0.0015901051228866,12.9615535736084,39.9022102355957,12.65004882,2.04923152923584,1.15,2.65,11.67,52.14,31.31,0.05,"Continuous","high",1,0,0,"Seagrass"
"38","SJB10","shallow",1,2.66916666666667,1.20516666666667,583.088146885533,293.456378286564,573.934032283564,62.527858064706,192.756545293082,35.2147653943877,227.971310687469,"Saint Joe Bay",7,2019,50,80,95,100,100,0,0,9.16666666666667,0,55,0,0,100,0,100,0,318.16,0,318.16,0,0,29.72733,-85.32773,0.6,0.6,23.9981231689453,0.172584354877472,29.5471477508545,0.205781534314156,6.52248430252075,0.0015901051228866,12.9615535736084,39.9022102355957,12.65004882,2.04923152923584,1.15,2.65,11.67,52.14,31.31,0.05,"Continuous","high",1,0,0,"Seagrass"
"39","SJB10","shallow",2,2.81033333333333,1.36083333333333,679.111004267984,333.44846938962,759.28094453744,9.36602187476331,240.742185102084,40.0138163267544,280.756001428838,"Saint Joe Bay",7,2019,30,90,99,95,100,0,0,10,0,60,0,0,100,0,95,0,115.8096,0,115.8096,0,0,29.72733,-85.32773,0.6,0.6,23.9981231689453,0.172584354877472,29.5471477508545,0.205781534314156,6.52248430252075,0.0015901051228866,12.9615535736084,39.9022102355957,12.65004882,2.04923152923584,0.43,0.485,6.96,55,36.55,0.19,"Continuous","high",1,0,0,"Seagrass"
"40","SJB10","shallow",2,2.81033333333333,1.36083333333333,679.111004267984,333.44846938962,759.28094453744,9.36602187476331,240.742185102084,40.0138163267544,280.756001428838,"Saint Joe Bay",7,2019,30,90,99,95,100,0,0,10,0,60,0,0,100,0,95,0,115.8096,0,115.8096,0,0,29.72733,-85.32773,0.6,0.6,23.9981231689453,0.172584354877472,29.5471477508545,0.205781534314156,6.52248430252075,0.0015901051228866,12.9615535736084,39.9022102355957,12.65004882,2.04923152923584,0.43,0.485,6.96,55,36.55,0.19,"Continuous","high",1,0,0,"Seagrass"
"41","SJB10","shallow",3,1.56966666666667,1.37766666666667,326.836337528779,293.479484977932,711.110482603846,7.20336713107345,81.5011831835007,35.2175381973519,116.718721380853,"Saint Joe Bay",7,2019,60,95,95,100,100,0,0,10.8333333333333,0,65,0,0,100,0,100,0,281.8864,0,281.8864,0,0,29.72733,-85.32773,0.6,0.6,23.9981231689453,0.172584354877472,29.5471477508545,0.205781534314156,6.52248430252075,0.0015901051228866,12.9615535736084,39.9022102355957,12.65004882,2.04923152923584,0.33,2.54,9.62,40.05,46.15,0.21,"Continuous","high",1,0,0,"Seagrass"
"42","SJB10","shallow",3,1.56966666666667,1.37766666666667,326.836337528779,293.479484977932,711.110482603846,7.20336713107345,81.5011831835007,35.2175381973519,116.718721380853,"Saint Joe Bay",7,2019,60,95,95,100,100,0,0,10.8333333333333,0,65,0,0,100,0,100,0,281.8864,0,281.8864,0,0,29.72733,-85.32773,0.6,0.6,23.9981231689453,0.172584354877472,29.5471477508545,0.205781534314156,6.52248430252075,0.0015901051228866,12.9615535736084,39.9022102355957,12.65004882,2.04923152923584,0.33,2.54,9.62,40.05,46.15,0.21,"Continuous","high",1,0,0,"Seagrass"
"43","SJB10","deep",1,1.836,2.64433333333333,382.561454086414,529.858141844544,1509.6974715323,0,106.368793156059,63.5829770213453,169.951770177405,"Saint Joe Bay",7,2019,50,80,95,100,100,0,0,9.16666666666667,0,55,0,0,100,0,100,0,318.16,0,318.16,0,0,29.72733,-85.32773,0.6,0.6,23.9981231689453,0.172584354877472,29.5471477508545,0.205781534314156,6.52248430252075,0.0015901051228866,12.9615535736084,39.9022102355957,12.65004882,2.04923152923584,0,1.24,11.26,29.74,57.26,0.17,"Continuous","high",1,0,0,"Seagrass"
