"","Site","Factor","Sediment_Depth_Factor","OLOI","ILOI","Carbon","Rhizome_Stock_g_per_sqm","Shell_Stock_g_per_sqm","Organic_Carbon_Stock_g_per_sqm","Inorganic_Carbon_Stock_g_per_sqm","Total_Carbon_Stock_g_per_sqm","Region","Seagrass_Landscape","month","year","Epiphite_Blade_Load","Epiphite_Shoot_Load","Seagrass_Health","SAV_Cover","Thalassia.testudinum","Syringodium.filiforme","Halodule.wrightii","Mean_Seagrass_Canopy_Height_cm","Mean_Macroalgae_Canopy_Height_cm","Thalassia_testudinum_CH","Syringodium_filiforme_CH","Halodule_wrighti_CH","Seagrass_Spp","Algal_Spp","Total_Seagrass_Cover","Total_Algae_Cover","Seagrass_Biomass_g_per_sqm","Macro_Algae_Biomass_g_per_sqm","Thalassia_testudinum_g_per_sqm","Syringodium_filiforme_g_per_sqm","Halodule_wrightii_g_per_sqm","Latitude","Longitude","Temperature.Mean","Current.Velocity.Mean","Salinity.Min","Chlorophyll.Mean","Nitrate.Mean","Phosphate.Mean","Light.bottom.Min","Par.Mean","Dist_To_River","Dist_To_Shore","Percent_Shell","Percent_Gravel","Percent_Coarse","Percent_Medium","Percent_Fine","Percent_Silt","Cover_Level","TH_PA","SY_PA","HA_PA"
"18","SJB24","Seagrass","deep",1.95255555555556,0.586,0.580041633333333,NA,16973.0571479194,4774.24883768824,579.49045970861,5353.73929739685,"Saint Joe Bay","Lightly fragmented",7,2019,63.3333333333333,53.3333333333333,66.6666666666667,76.6666666666667,100,0,0,5,0,30,0,0,100,0,76.6666666666667,0,115,0,115,0,0,29.82092,-85.40592,23.861930847168,0.0408816859126091,33.0433578491211,0.229298710823059,6.31046199798584,0.00175884598866105,9.51949501037598,39.787841796875,8.557037996,0.122561194002628,0.376,0.384,2.408,44.93,51.692,0.04,"high",1,0,0
"19","SJBA","Control","shallow",0.91005,0.551683333333333,0.179724641666667,0,0,862.781914060727,289.996163588748,1152.77807764948,"Saint Joe Bay","highly fragmented",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8035,-85.303,23.897497177124,0.0427346117794514,31.8445167541504,0.224218130111694,6.71790313720703,0.00158684002235532,10.5860967636108,39.7610321044922,4.508344301,0.161126255989075,0,0.0233333333333333,1.44666666666667,39.1933333333333,59.2633333333333,0.00333333333333333,"none",0,0,0
"20","SJBA","Control","deep",0.812472222222222,0.786194444444444,0.161863525,0,438.759887781109,1639.13032957359,926.460857987465,2565.59118756106,"Saint Joe Bay","highly fragmented",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8035,-85.303,23.897497177124,0.0427346117794514,31.8445167541504,0.224218130111694,6.71790313720703,0.00158684002235532,10.5860967636108,39.7610321044922,4.508344301,0.161126255989075,0.0175,0.2425,2.155,46.06,51.335,0.0175,"none",0,0,0
"21","SJBB","Control","shallow",0.6802,0.840633333333333,0.06198276,0,3127.54412629278,261.733761474106,447.272690554449,709.006452028555,"Saint Joe Bay","highly fragmented",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.7986,-85.303,23.8968658447266,0.0427116043865681,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,5.016229157,0.241701394319534,0.486666666666667,0.56,1.83666666666667,41.6433333333333,55.42,0.00333333333333333,"none",0,0,0
"22","SJBB","Control","deep",0.501155555555556,1.16485555555556,0.0115706722222222,0,10858.9594572838,107.660983352017,1297.58938432172,1405.25036767374,"Saint Joe Bay","highly fragmented",7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.7986,-85.303,23.8968658447266,0.0427116043865681,31.8869075775146,0.224317997694016,6.71570014953613,0.00158714933786541,10.5671377182007,39.7611236572266,5.016229157,0.241701394319534,0.332,0.762,3.236,44.012,51.548,0.004,"none",0,0,0
"23","SJBC","Control","shallow",0.6945,0.423966666666667,0.0922886633333333,0,108.358870285069,360.548538794061,231.117236928462,591.665775722523,"Saint Joe Bay","none",8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8256,-85.4084,23.8636779785156,0.0408977754414082,32.943058013916,0.229350090026855,6.31030941009521,0.00176790961995721,9.55621910095215,39.7932815551758,8.671026981,0.122559040784836,0,0.36,2.42333333333333,62.8266666666667,34.37,0,"none",0,0,0
"24","SJBC","Control","deep",0.419,0.472388888888889,0.00353018888888889,0,4441.27465286598,31.6028848703453,587.42158071849,619.024465588835,"Saint Joe Bay","none",8,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.8256,-85.4084,23.8636779785156,0.0408977754414082,32.943058013916,0.229350090026855,6.31030941009521,0.00176790961995721,9.55621910095215,39.7932815551758,8.671026981,0.122559040784836,0.0125,0.21,2.135,57.965,39.56,0,"none",0,0,0
"25","SMAR01","Seagrass","shallow",4.78685555555556,2.08629444444444,1.95155940333333,364.115407036452,2202.66796795904,3999.73190681797,519.515101629965,4519.24700844794,"Saint Marks","continuous vegetated",6,2019,28.3333333333333,30,100,76.6666666666667,60,36.6666666666667,0,11.8333333333333,0,36.3333333333333,34.6666666666667,0,96.6666666666667,3.33333333333333,74.3333333333333,2.33333333333333,132.7264,22.5736,105.18,27.5464,0,30.06016,-84.17051,23.5207672119141,0.0201302971690893,31.4691619873047,0.178026586771011,5.52877759933472,0.000668562366627157,11.1792936325073,39.9450759887695,11.06152512,1.31557023525238,0.483333333333333,2.65,19.0866666666667,34.2933333333333,41.6866666666667,1.34333333333333,"high",1,1,0
"26","SMAR01","Seagrass","deep",3.1708,2.561,1.16955012,41.9990840433306,1698.48571842585,7420.76776747678,2109.06997446227,9529.83774193905,"Saint Marks","continuous vegetated",6,2019,28.3333333333333,30,100,76.6666666666667,60,36.6666666666667,0,11.8333333333333,0,36.3333333333333,34.6666666666667,0,96.6666666666667,3.33333333333333,74.3333333333333,2.33333333333333,132.7264,22.5736,105.18,27.5464,0,30.06016,-84.17051,23.5207672119141,0.0201302971690893,31.4691619873047,0.178026586771011,5.52877759933472,0.000668562366627157,11.1792936325073,39.9450759887695,11.06152512,1.31557023525238,0.333333333333333,0.65,23.2616666666667,37.8833333333333,36.48,1.15,"high",1,1,0
"27","SMAR03","Seagrass","shallow",4.5926,2.06923333333333,1.85755914,557.693564151293,2580.21156965878,4998.34637040331,719.415476458477,5717.76184686178,"Saint Marks","Continuous",8,2019,41.6666666666667,100,66.6666666666667,93.3333333333333,73.3333333333333,3.33333333333333,0,12.7777777777778,0.611111111111111,76.6666666666667,0,0,76.6666666666667,23.3333333333333,70.6666666666667,22.6666666666667,86.8187555555556,21.0272,83.1835555555556,3.6352,0,30.0643,-84.1365,23.5189952850342,0.020331421867013,31.4712238311768,0.176616251468658,5.51446342468262,0.000654507835861295,11.7935638427734,40.0311546325684,12.28105718,1.86322629451752,0.193333333333333,0.0766666666666667,12.8833333333333,39.8533333333333,45.2366666666667,1.09666666666667,"high",1,1,0
"28","SMAR03","Seagrass","deep",3.33143333333333,0.950588888888889,1.24728059,56.6155053623752,0,9075.62420864011,865.837578415237,9941.46178705534,"Saint Marks","Continuous",8,2019,41.6666666666667,100,66.6666666666667,93.3333333333333,73.3333333333333,3.33333333333333,0,12.7777777777778,0.611111111111111,76.6666666666667,0,0,76.6666666666667,23.3333333333333,70.6666666666667,22.6666666666667,86.8187555555556,21.0272,83.1835555555556,3.6352,0,30.0643,-84.1365,23.5189952850342,0.020331421867013,31.4712238311768,0.176616251468658,5.51446342468262,0.000654507835861295,11.7935638427734,40.0311546325684,12.28105718,1.86322629451752,0,0.22,15.28,36.195,46.78,1.21666666666667,"high",1,1,0
"29","SMAR04","Seagrass","shallow",4.70547222222222,3.23850555555556,1.91217800833333,1586.36275989393,4957.02258261589,3855.5565956477,818.460945630135,4674.01754127783,"Saint Marks","continuous",8,2019,30,80,58.3333333333333,98.3333333333333,78.3333333333333,0,0,8.05555555555555,1.83333333333333,48.3333333333333,0,0,78.3333333333333,21.6666666666667,77.0833333333333,21.25,176.749866666667,2.62666666666667,174.1792,0,0,30.0651,-84.1198,23.5171546936035,0.0203730836510658,31.4704532623291,0.176119357347488,5.50862979888916,0.00064983795164153,12.0440225601196,40.0746841430664,12.6310396,2.44860410690308,0.496666666666667,0.806666666666667,22.0766666666667,45.6933333333333,28.6866666666667,0.946666666666667,"high",1,0,0
"30","SMAR04","Seagrass","deep",2.91642222222222,1.65973333333333,1.04645671333333,1599.29551749141,3959.82357670341,7257.60732870276,1373.16960712577,8630.77693582853,"Saint Marks","continuous",8,2019,30,80,58.3333333333333,98.3333333333333,78.3333333333333,0,0,8.05555555555555,1.83333333333333,48.3333333333333,0,0,78.3333333333333,21.6666666666667,77.0833333333333,21.25,176.749866666667,2.62666666666667,174.1792,0,0,30.0651,-84.1198,23.5171546936035,0.0203730836510658,31.4704532623291,0.176119357347488,5.50862979888916,0.00064983795164153,12.0440225601196,40.0746841430664,12.6310396,2.44860410690308,0.04,0.448,27.382,43.402,27.608,0.698,"high",1,0,0
"31","SMAR12","Seagrass","shallow",3.884,1.55977777777778,1.5146676,1219.46591572039,1222.64822517213,4973.36625165959,599.907407211391,5573.27365887098,"Saint Marks","contnuous",8,2019,36.6666666666667,100,75,97.6666666666667,91.6666666666667,6,0,13.3888888888889,0.944444444444444,60.6666666666667,19.6666666666667,0,97.6666666666667,2.33333333333333,95.4166666666667,2.25,177.8952,1.8032,172.305333333333,5.58986666666667,0,30.0785,-84.0692,23.5343608856201,0.0206380821764469,31.4949531555176,0.172707289457321,5.44439792633057,0.000635924225207418,12.9714450836182,40.3106422424316,7.601777489,2.00745797157288,0.19,0.16,18.2066666666667,43.1366666666667,35.8033333333333,1.90666666666667,"high",1,1,0
"32","SMAR12","Seagrass","deep",2.82425,0.924416666666667,1.001854575,1248.8714418171,1015.8104453417,8311.8292593204,923.018643484455,9234.84790280486,"Saint Marks","contnuous",8,2019,36.6666666666667,100,75,97.6666666666667,91.6666666666667,6,0,13.3888888888889,0.944444444444444,60.6666666666667,19.6666666666667,0,97.6666666666667,2.33333333333333,95.4166666666667,2.25,177.8952,1.8032,172.305333333333,5.58986666666667,0,30.0785,-84.0692,23.5343608856201,0.0206380821764469,31.4949531555176,0.172707289457321,5.44439792633057,0.000635924225207418,12.9714450836182,40.3106422424316,7.601777489,2.00745797157288,0,0.0233333333333333,22.8566666666667,46.4733333333333,29.3116666666667,1.08333333333333,"high",1,1,0
"33","SMAR14","Seagrass","shallow",2.56508888888889,0.769333333333333,0.876446513333333,1365.94260374072,175.314825610144,2845.64766030532,321.729709398333,3167.37736970365,"Saint Marks","continuous",8,2019,35,75,75,96,81,0,0,8.5,1.88888888888889,51,0,0,81,19,77.18,18.82,97.0389333333333,33.4954666666667,97.0389333333333,0,0,30.0747,-84.1056,23.5307674407959,0.0205355435609818,31.4893836975098,0.174319341778755,5.47537231445312,0.000642850704025477,12.3540172576904,40.1379203796387,11.13643689,1.84757256507874,0.56,0.223333333333333,24.66,45.42,27.4133333333333,0.796666666666667,"high",1,0,0
"34","SMAR14","Seagrass","deep",2.35633333333333,0.626733333333333,0.7754297,153.009878871517,198.47085510912,6549.10475956923,627.620793295629,7176.72555286486,"Saint Marks","continuous",8,2019,35,75,75,96,81,0,0,8.5,1.88888888888889,51,0,0,81,19,77.18,18.82,97.0389333333333,33.4954666666667,97.0389333333333,0,0,30.0747,-84.1056,23.5307674407959,0.0205355435609818,31.4893836975098,0.174319341778755,5.47537231445312,0.000642850704025477,12.3540172576904,40.1379203796387,11.13643689,1.84757256507874,0,0.348,32.586,47.596,18.202,0.474,"high",1,0,0
"35","SMAR23","Seagrass","shallow",4.17845555555555,3.51671111111111,1.65715464333333,1380.82627326954,4319.47114187394,4590.90433901489,1159.2229821557,5750.1273211706,"Saint Marks","Continuous",8,2019,35,40,50,96.6666666666667,80,0,0,7.83333333333333,2.5,47,0,0,80,20,77.6666666666667,19,217.116906666667,18.8768,214.572373333333,1.6944,0.103466666666665,30.07869,-84.05362,23.5330924987793,0.0206496696919203,31.4936485290527,0.172312363982201,5.43648481369019,0.000634106050711125,13.2128419876099,40.3769874572754,6.102007985,2.49939489364624,0.856666666666667,1.31,17.3,42.1333333333333,36.5766666666667,0.956666666666667,"high",1,0,0
"36","SMAR23","Seagrass","deep",3.47444444444444,3.48905555555556,1.31648366666667,NA,6064.93087255579,9706.07289192784,3184.57176128671,12890.6446532145,"Saint Marks","Continuous",8,2019,35,40,50,96.6666666666667,80,0,0,7.83333333333333,2.5,47,0,0,80,20,77.6666666666667,19,217.116906666667,18.8768,214.572373333333,1.6944,0.103466666666665,30.07869,-84.05362,23.5330924987793,0.0206496696919203,31.4936485290527,0.172312363982201,5.43648481369019,0.000634106050711125,13.2128419876099,40.3769874572754,6.102007985,2.49939489364624,0.121428571428571,0.572857142857143,21.0971428571429,46.1185714285714,30.95,0.885714285714286,"high",1,0,0
"37","SMAR24","Seagrass","shallow",3.08466666666667,2.69387777777778,1.1278702,693.040392112369,2957.57015336715,3473.50929604204,1024.30399473171,4497.81329077375,"Saint Marks","continuous",8,2019,56.6666666666667,41.6666666666667,91.6666666666667,56.6666666666667,51.6666666666667,43.3333333333333,0,15.5,0,49.3333333333333,43.6666666666667,0,95,5,53.8333333333333,2.83333333333333,170.736,5.14613333333334,146.7136,20.4101333333333,2.89546666666667,30.0701,-84.0508,23.519624710083,0.0204753074795008,31.4780044555664,0.173507571220398,5.45751762390137,0.000639128091279417,13.2648115158081,40.3157196044922,5.995940179,3.37391138076782,0.01,0.4,16.8066666666667,39.1833333333333,42.18,0.62,"high",1,1,0
"38","SMAR24","Seagrass","deep",3.08135,3.6536,1.126265265,528.411383382169,7541.25932146493,8066.21417879003,3139.00205860975,11205.2162373998,"Saint Marks","continuous",8,2019,56.6666666666667,41.6666666666667,91.6666666666667,56.6666666666667,51.6666666666667,43.3333333333333,0,15.5,0,49.3333333333333,43.6666666666667,0,95,5,53.8333333333333,2.83333333333333,170.736,5.14613333333334,146.7136,20.4101333333333,2.89546666666667,30.0701,-84.0508,23.519624710083,0.0204753074795008,31.4780044555664,0.173507571220398,5.45751762390137,0.000639128091279417,13.2648115158081,40.3157196044922,5.995940179,3.37391138076782,0.136666666666667,1.68833333333333,26.3333333333333,41.935,28.91,0.463333333333333,"high",1,1,0
"39","SMAR25","Seagrass","shallow",4.07513888888889,2.99022222222222,1.60715970833333,496.814421965331,4425.34254805267,5545.83929397023,1284.35501861771,6830.19431258794,"Saint Marks","continuous",8,2019,46.6666666666667,63.3333333333333,73,88.3333333333333,18.3333333333333,25,0,14.4444444444444,4.72222222222222,31.3333333333333,47,0,45.3333333333333,51.3333333333333,38.8,47.0333333333333,241.976,21.712,181.982933333333,46.0346666666667,10.5578666666667,30.0704,-84.0716,23.5213088989258,0.0204700138419867,31.4789962768555,0.17406003177166,5.46868658065796,0.00064147834200412,12.9094552993774,40.2443733215332,7.948631111,2.70405650138855,0.343333333333333,0.696666666666667,23.53,43.8733333333333,27.6533333333333,0.973333333333333,"low",1,1,0
