"","Reference","Date","Region","Quadrat","month","year","Latitude","Longitude","Latitude_Actual","Longitude_Actual","Depth_m","Secchi_m","Epiphite_Blade_Load","Epiphite_Shoot_Load","Seagrass_Health","SAV_Cover","Seagrass_Landscape","Thalassia testudinum","Syringodium filiforme","Halodule wrightii","Halophila decipens","Halophila engelmanni","Ruppia maritima","Acanthophora spicifera","Caulerpa verticillata","Halimeda incrassata","Penicillus capitatus","Sargassum","Udotea flabellum","Mean_Seagrass_Canopy_Height_cm","Mean_Macroalgae_Canopy_Height_cm","Thalassia_testudinum_CH","Syringodium_filiforme_CH","Halodule_wrighti_CH","Dist_To_River","Dist_To_Shore","Chlorophyll.Max","Chlorophyll.Mean","Chlorophyll.Min","Current.Velocity.Max","Current.Velocity.Mean","Current.Velocity.Min","Dissolved.oxygen.Max","Dissolved.oxygen.Mean","Dissolved.oxygen.Min","Light.bottom.Max","Light.bottom.Mean","Light.bottom.Min","Nitrate.Max","Nitrate.Mean","Nitrate.Min","Phosphate.Max","Phosphate.Mean","Phosphate.Min","Primary.productivity.Max","Primary.productivity.Mean","Primary.productivity.Min","Salinity.Max","Salinity.Mean","Salinity.Min","Temperature.Max","Temperature.Mean","Temperature.Min","Diffuse.attenuation.Max","Diffuse.attenuation.Mean","Diffuse.attenuation.Min","Par.Max","Par.Mean","pH","Gravel_Percent","Mud_Percent","Rock_Percent","Sand_Percent"
"11","6/25/2019_Steinhatchee_STCH05_1","6/25/2019","Steinhatchee",1,6,2019,29.64167,-83.40833,NA,NA,1.25,0.5,0,0,100,50,"continuous vegetated",0,0,0,0,0,75,25,0,0,0,0,0,0,0,0,0,0,2.56069707870483,0.413902401924133,0.696383833885193,0.146708279848099,0.0424724631011486,0.0684841424226761,0.0228981710970402,0.0646616294980049,257.725677490234,218.453155517578,191.516647338867,24.2058219909668,20.0398292541504,12.6311635971069,11.1833810806274,5.01302337646484,1.19960379600525,0.00303610204719007,0.000502142589539289,4.20875185227487e-05,0.0180983487516642,0.00540618132799864,0.00109977310057729,34.3159408569336,32.9708862304688,31.517541885376,30.8608493804932,23.6029224395752,14.3776636123657,7.75598192214966,8.10233020782471,8.48614978790283,56.6822509765625,41.4642715454102,8.01799964904785,NA,NA,NA,NA
"12","6/25/2019_Steinhatchee_STCH05_2","6/25/2019","Steinhatchee",2,6,2019,29.64167,-83.40833,NA,NA,1.25,0.5,0,0,100,70,"continuous vegetated",0,0,0,0,0,80,0,0,20,0,0,0,4.33333333333333,1,0,0,0,2.56069707870483,0.413902401924133,0.696383833885193,0.146708279848099,0.0424724631011486,0.0684841424226761,0.0228981710970402,0.0646616294980049,257.725677490234,218.453155517578,191.516647338867,24.2058219909668,20.0398292541504,12.6311635971069,11.1833810806274,5.01302337646484,1.19960379600525,0.00303610204719007,0.000502142589539289,4.20875185227487e-05,0.0180983487516642,0.00540618132799864,0.00109977310057729,34.3159408569336,32.9708862304688,31.517541885376,30.8608493804932,23.6029224395752,14.3776636123657,7.75598192214966,8.10233020782471,8.48614978790283,56.6822509765625,41.4642715454102,8.01799964904785,NA,NA,NA,NA
"13","6/25/2019_Steinhatchee_STCH05_3","6/25/2019","Steinhatchee",3,6,2019,29.64167,-83.40833,NA,NA,1.25,0.5,0,0,100,50,"continuous vegetated",0,0,0,0,0,9,90,0,0,0,0,10,4.33333333333333,4.66666666666667,0,0,0,2.56069707870483,0.413902401924133,0.696383833885193,0.146708279848099,0.0424724631011486,0.0684841424226761,0.0228981710970402,0.0646616294980049,257.725677490234,218.453155517578,191.516647338867,24.2058219909668,20.0398292541504,12.6311635971069,11.1833810806274,5.01302337646484,1.19960379600525,0.00303610204719007,0.000502142589539289,4.20875185227487e-05,0.0180983487516642,0.00540618132799864,0.00109977310057729,34.3159408569336,32.9708862304688,31.517541885376,30.8608493804932,23.6029224395752,14.3776636123657,7.75598192214966,8.10233020782471,8.48614978790283,56.6822509765625,41.4642715454102,8.01799964904785,NA,NA,NA,NA
"14","6/25/2019_Steinhatchee_STCH05_4","6/25/2019","Steinhatchee",4,6,2019,29.64167,-83.40833,NA,NA,1.25,0.5,70,70,100,50,"continuous vegetated",0,0,0,0,0,0,5,0,25,0,0,70,0,5.33333333333333,0,0,0,2.56069707870483,0.413902401924133,0.696383833885193,0.146708279848099,0.0424724631011486,0.0684841424226761,0.0228981710970402,0.0646616294980049,257.725677490234,218.453155517578,191.516647338867,24.2058219909668,20.0398292541504,12.6311635971069,11.1833810806274,5.01302337646484,1.19960379600525,0.00303610204719007,0.000502142589539289,4.20875185227487e-05,0.0180983487516642,0.00540618132799864,0.00109977310057729,34.3159408569336,32.9708862304688,31.517541885376,30.8608493804932,23.6029224395752,14.3776636123657,7.75598192214966,8.10233020782471,8.48614978790283,56.6822509765625,41.4642715454102,8.01799964904785,NA,NA,NA,NA
"15","6/25/2019_Steinhatchee_STCH05_5","6/25/2019","Steinhatchee",5,6,2019,29.64167,-83.40833,NA,NA,1.25,0.5,25,70,100,45,"continuous vegetated",0,0,0,0,0,5,20,0,25,0,0,25,3.83333333333333,3.33333333333333,0,0,0,2.56069707870483,0.413902401924133,0.696383833885193,0.146708279848099,0.0424724631011486,0.0684841424226761,0.0228981710970402,0.0646616294980049,257.725677490234,218.453155517578,191.516647338867,24.2058219909668,20.0398292541504,12.6311635971069,11.1833810806274,5.01302337646484,1.19960379600525,0.00303610204719007,0.000502142589539289,4.20875185227487e-05,0.0180983487516642,0.00540618132799864,0.00109977310057729,34.3159408569336,32.9708862304688,31.517541885376,30.8608493804932,23.6029224395752,14.3776636123657,7.75598192214966,8.10233020782471,8.48614978790283,56.6822509765625,41.4642715454102,8.01799964904785,NA,NA,NA,NA
"16","6/25/2019_Steinhatchee_STCH05_6","6/25/2019","Steinhatchee",6,6,2019,29.64167,-83.40833,NA,NA,1.25,0.5,100,10,100,80,"continuous vegetated",0,0,0,0,0,10,60,0,30,0,0,0,1.33333333333333,2.16666666666667,0,0,0,2.56069707870483,0.413902401924133,0.696383833885193,0.146708279848099,0.0424724631011486,0.0684841424226761,0.0228981710970402,0.0646616294980049,257.725677490234,218.453155517578,191.516647338867,24.2058219909668,20.0398292541504,12.6311635971069,11.1833810806274,5.01302337646484,1.19960379600525,0.00303610204719007,0.000502142589539289,4.20875185227487e-05,0.0180983487516642,0.00540618132799864,0.00109977310057729,34.3159408569336,32.9708862304688,31.517541885376,30.8608493804932,23.6029224395752,14.3776636123657,7.75598192214966,8.10233020782471,8.48614978790283,56.6822509765625,41.4642715454102,8.01799964904785,NA,NA,NA,NA
"17","6/25/2019_Steinhatchee_STCH05_7","6/25/2019","Steinhatchee",7,6,2019,29.64167,-83.40833,NA,NA,1.25,0.5,80,80,100,90,"continuous vegetated",0,0,0,0,0,10,0,0,20,0,0,20,2.33333333333333,2.16666666666667,0,0,0,2.56069707870483,0.413902401924133,0.696383833885193,0.146708279848099,0.0424724631011486,0.0684841424226761,0.0228981710970402,0.0646616294980049,257.725677490234,218.453155517578,191.516647338867,24.2058219909668,20.0398292541504,12.6311635971069,11.1833810806274,5.01302337646484,1.19960379600525,0.00303610204719007,0.000502142589539289,4.20875185227487e-05,0.0180983487516642,0.00540618132799864,0.00109977310057729,34.3159408569336,32.9708862304688,31.517541885376,30.8608493804932,23.6029224395752,14.3776636123657,7.75598192214966,8.10233020782471,8.48614978790283,56.6822509765625,41.4642715454102,8.01799964904785,NA,NA,NA,NA
"18","6/25/2019_Steinhatchee_STCH05_8","6/25/2019","Steinhatchee",8,6,2019,29.64167,-83.40833,NA,NA,1.25,0.5,70,30,100,90,"continuous vegetated",0,0,0,0,0,50,30,0,20,0,0,0,2.83333333333333,2,0,0,0,2.56069707870483,0.413902401924133,0.696383833885193,0.146708279848099,0.0424724631011486,0.0684841424226761,0.0228981710970402,0.0646616294980049,257.725677490234,218.453155517578,191.516647338867,24.2058219909668,20.0398292541504,12.6311635971069,11.1833810806274,5.01302337646484,1.19960379600525,0.00303610204719007,0.000502142589539289,4.20875185227487e-05,0.0180983487516642,0.00540618132799864,0.00109977310057729,34.3159408569336,32.9708862304688,31.517541885376,30.8608493804932,23.6029224395752,14.3776636123657,7.75598192214966,8.10233020782471,8.48614978790283,56.6822509765625,41.4642715454102,8.01799964904785,NA,NA,NA,NA
"19","6/25/2019_Steinhatchee_STCH05_9","6/25/2019","Steinhatchee",9,6,2019,29.64167,-83.40833,NA,NA,1.25,0.5,30,30,100,100,"continuous vegetated",0,0,0,0,0,60,0,0,40,0,0,0,5,1.66666666666667,0,0,0,2.56069707870483,0.413902401924133,0.696383833885193,0.146708279848099,0.0424724631011486,0.0684841424226761,0.0228981710970402,0.0646616294980049,257.725677490234,218.453155517578,191.516647338867,24.2058219909668,20.0398292541504,12.6311635971069,11.1833810806274,5.01302337646484,1.19960379600525,0.00303610204719007,0.000502142589539289,4.20875185227487e-05,0.0180983487516642,0.00540618132799864,0.00109977310057729,34.3159408569336,32.9708862304688,31.517541885376,30.8608493804932,23.6029224395752,14.3776636123657,7.75598192214966,8.10233020782471,8.48614978790283,56.6822509765625,41.4642715454102,8.01799964904785,NA,NA,NA,NA
"20","6/25/2019_Steinhatchee_STCH05_10","6/25/2019","Steinhatchee",10,6,2019,29.64167,-83.40833,NA,NA,1.25,0.5,80,50,100,90,"continuous vegetated",0,0,0,0,0,15,30,0,5,0,0,50,4.66666666666667,5,0,0,0,2.56069707870483,0.413902401924133,0.696383833885193,0.146708279848099,0.0424724631011486,0.0684841424226761,0.0228981710970402,0.0646616294980049,257.725677490234,218.453155517578,191.516647338867,24.2058219909668,20.0398292541504,12.6311635971069,11.1833810806274,5.01302337646484,1.19960379600525,0.00303610204719007,0.000502142589539289,4.20875185227487e-05,0.0180983487516642,0.00540618132799864,0.00109977310057729,34.3159408569336,32.9708862304688,31.517541885376,30.8608493804932,23.6029224395752,14.3776636123657,7.75598192214966,8.10233020782471,8.48614978790283,56.6822509765625,41.4642715454102,8.01799964904785,NA,NA,NA,NA
"21","6/24/2019_Steinhatchee_STCH04_1","6/24/2019","Steinhatchee",1,6,2019,29.65833,-83.425,NA,NA,1.2,0.5,0,0,100,15,"sparse",0,0,0,0,100,0,0,0,0,0,0,0,0.833333333333333,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,0.0423337146639824,0.0686426609754562,0.0227979496121407,0.0644963681697845,257.68115234375,218.443588256836,191.527282714844,27.7875862121582,21.8798274993896,12.9073295593262,11.193341255188,5.00815105438232,1.19752502441406,0.00304189557209611,0.000500291062053293,4.17888841184322e-05,0.0181210450828075,0.00538372388109565,0.00109099317342043,34.3128395080566,32.9657974243164,31.5022830963135,30.8601264953613,23.607006072998,14.3850116729736,7.75598192214966,8.06161403656006,8.41749954223633,56.7987785339355,41.5650329589844,8.01644515991211,NA,NA,NA,NA
"22","6/24/2019_Steinhatchee_STCH04_2","6/24/2019","Steinhatchee",2,6,2019,29.65833,-83.425,NA,NA,1.2,0.5,0,0,0,0,"sparse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,0.0423337146639824,0.0686426609754562,0.0227979496121407,0.0644963681697845,257.68115234375,218.443588256836,191.527282714844,27.7875862121582,21.8798274993896,12.9073295593262,11.193341255188,5.00815105438232,1.19752502441406,0.00304189557209611,0.000500291062053293,4.17888841184322e-05,0.0181210450828075,0.00538372388109565,0.00109099317342043,34.3128395080566,32.9657974243164,31.5022830963135,30.8601264953613,23.607006072998,14.3850116729736,7.75598192214966,8.06161403656006,8.41749954223633,56.7987785339355,41.5650329589844,8.01644515991211,NA,NA,NA,NA
"23","6/24/2019_Steinhatchee_STCH04_3","6/24/2019","Steinhatchee",3,6,2019,29.65833,-83.425,NA,NA,1.2,0.5,0,0,0,0,"sparse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,0.0423337146639824,0.0686426609754562,0.0227979496121407,0.0644963681697845,257.68115234375,218.443588256836,191.527282714844,27.7875862121582,21.8798274993896,12.9073295593262,11.193341255188,5.00815105438232,1.19752502441406,0.00304189557209611,0.000500291062053293,4.17888841184322e-05,0.0181210450828075,0.00538372388109565,0.00109099317342043,34.3128395080566,32.9657974243164,31.5022830963135,30.8601264953613,23.607006072998,14.3850116729736,7.75598192214966,8.06161403656006,8.41749954223633,56.7987785339355,41.5650329589844,8.01644515991211,NA,NA,NA,NA
"24","6/24/2019_Steinhatchee_STCH04_4","6/24/2019","Steinhatchee",4,6,2019,29.65833,-83.425,NA,NA,1.2,0.5,0,0,0,0,"sparse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,0.0423337146639824,0.0686426609754562,0.0227979496121407,0.0644963681697845,257.68115234375,218.443588256836,191.527282714844,27.7875862121582,21.8798274993896,12.9073295593262,11.193341255188,5.00815105438232,1.19752502441406,0.00304189557209611,0.000500291062053293,4.17888841184322e-05,0.0181210450828075,0.00538372388109565,0.00109099317342043,34.3128395080566,32.9657974243164,31.5022830963135,30.8601264953613,23.607006072998,14.3850116729736,7.75598192214966,8.06161403656006,8.41749954223633,56.7987785339355,41.5650329589844,8.01644515991211,NA,NA,NA,NA
"25","6/24/2019_Steinhatchee_STCH04_5","6/24/2019","Steinhatchee",5,6,2019,29.65833,-83.425,NA,NA,1.2,0.5,0,0,0,0,"sparse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,0.0423337146639824,0.0686426609754562,0.0227979496121407,0.0644963681697845,257.68115234375,218.443588256836,191.527282714844,27.7875862121582,21.8798274993896,12.9073295593262,11.193341255188,5.00815105438232,1.19752502441406,0.00304189557209611,0.000500291062053293,4.17888841184322e-05,0.0181210450828075,0.00538372388109565,0.00109099317342043,34.3128395080566,32.9657974243164,31.5022830963135,30.8601264953613,23.607006072998,14.3850116729736,7.75598192214966,8.06161403656006,8.41749954223633,56.7987785339355,41.5650329589844,8.01644515991211,NA,NA,NA,NA
"26","6/24/2019_Steinhatchee_STCH04_6","6/24/2019","Steinhatchee",6,6,2019,29.65833,-83.425,NA,NA,1.2,0.5,0,0,0,0,"sparse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,0.0423337146639824,0.0686426609754562,0.0227979496121407,0.0644963681697845,257.68115234375,218.443588256836,191.527282714844,27.7875862121582,21.8798274993896,12.9073295593262,11.193341255188,5.00815105438232,1.19752502441406,0.00304189557209611,0.000500291062053293,4.17888841184322e-05,0.0181210450828075,0.00538372388109565,0.00109099317342043,34.3128395080566,32.9657974243164,31.5022830963135,30.8601264953613,23.607006072998,14.3850116729736,7.75598192214966,8.06161403656006,8.41749954223633,56.7987785339355,41.5650329589844,8.01644515991211,NA,NA,NA,NA
"27","6/24/2019_Steinhatchee_STCH04_7","6/24/2019","Steinhatchee",7,6,2019,29.65833,-83.425,NA,NA,1.2,0.5,0,0,0,0,"sparse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,0.0423337146639824,0.0686426609754562,0.0227979496121407,0.0644963681697845,257.68115234375,218.443588256836,191.527282714844,27.7875862121582,21.8798274993896,12.9073295593262,11.193341255188,5.00815105438232,1.19752502441406,0.00304189557209611,0.000500291062053293,4.17888841184322e-05,0.0181210450828075,0.00538372388109565,0.00109099317342043,34.3128395080566,32.9657974243164,31.5022830963135,30.8601264953613,23.607006072998,14.3850116729736,7.75598192214966,8.06161403656006,8.41749954223633,56.7987785339355,41.5650329589844,8.01644515991211,NA,NA,NA,NA
"28","6/24/2019_Steinhatchee_STCH04_8","6/24/2019","Steinhatchee",8,6,2019,29.65833,-83.425,NA,NA,1.2,0.5,0,0,0,0,"sparse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,0.0423337146639824,0.0686426609754562,0.0227979496121407,0.0644963681697845,257.68115234375,218.443588256836,191.527282714844,27.7875862121582,21.8798274993896,12.9073295593262,11.193341255188,5.00815105438232,1.19752502441406,0.00304189557209611,0.000500291062053293,4.17888841184322e-05,0.0181210450828075,0.00538372388109565,0.00109099317342043,34.3128395080566,32.9657974243164,31.5022830963135,30.8601264953613,23.607006072998,14.3850116729736,7.75598192214966,8.06161403656006,8.41749954223633,56.7987785339355,41.5650329589844,8.01644515991211,NA,NA,NA,NA
"29","6/24/2019_Steinhatchee_STCH04_9","6/24/2019","Steinhatchee",9,6,2019,29.65833,-83.425,NA,NA,1.2,0.5,0,0,0,0,"sparse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,0.0423337146639824,0.0686426609754562,0.0227979496121407,0.0644963681697845,257.68115234375,218.443588256836,191.527282714844,27.7875862121582,21.8798274993896,12.9073295593262,11.193341255188,5.00815105438232,1.19752502441406,0.00304189557209611,0.000500291062053293,4.17888841184322e-05,0.0181210450828075,0.00538372388109565,0.00109099317342043,34.3128395080566,32.9657974243164,31.5022830963135,30.8601264953613,23.607006072998,14.3850116729736,7.75598192214966,8.06161403656006,8.41749954223633,56.7987785339355,41.5650329589844,8.01644515991211,NA,NA,NA,NA
