"","Reference","Date","Region","Site","month","year","Latitude","Longitude","Latitude_Actual","Longitude_Actual","Depth_m","Secchi_m","Quadrat","Epiphite_Blade_Load","Epiphite_Shoot_Load","Seagrass_Health","SAV_Cover","Mono_Mixed","Seagrass_Landscape","Cover_Level","Notes","Acanthophora spicifera","Caulerpa verticillata","Halimeda incrassata","Halodule wrightii","Halophila decipens","Halophila engelmanni","Penicillus capitatus","Ruppia maritima","Sargassum","Syringodium filiforme","Thalassia testudinum","Udotea flabellum","Dist_To_River","Dist_To_Shore","Chlorophyll.Max","Chlorophyll.Mean","Light.bottom.Mean","Light.bottom.Min","Nitrate.Mean","Nitrate.Min","Nitrate.Range","Phytoplankton.Max","Phytoplankton.Mean","Salinity.Max","Salinity.Min","Par.Max","Par.Mean"
"18","6/25/2019_Steinhatchee_STCH05_8","6/25/2019","Steinhatchee","STCH05",6,2019,29.64167,-83.40833,NA,NA,1.25,0.5,8,70,30,100,90,"mixed","continuous vegetated","low","Low seagrass cover high algal cover",30,0,20,0,0,0,0,50,0,0,0,0,2.56069707870483,0.413902401924133,0.696383833885193,0.146708279848099,20.0398292541504,12.6311635971069,5.01302337646484,1.19960379600525,9.9837760925293,3.72434258460999,1.10277163982391,34.3159408569336,31.517541885376,56.6822509765625,41.4642715454102
"19","6/25/2019_Steinhatchee_STCH05_9","6/25/2019","Steinhatchee","STCH05",6,2019,29.64167,-83.40833,NA,NA,1.25,0.5,9,30,30,100,100,"mixed","continuous vegetated","low","Low seagrass cover high algal cover",0,0,40,0,0,0,0,60,0,0,0,0,2.56069707870483,0.413902401924133,0.696383833885193,0.146708279848099,20.0398292541504,12.6311635971069,5.01302337646484,1.19960379600525,9.9837760925293,3.72434258460999,1.10277163982391,34.3159408569336,31.517541885376,56.6822509765625,41.4642715454102
"20","6/25/2019_Steinhatchee_STCH05_10","6/25/2019","Steinhatchee","STCH05",6,2019,29.64167,-83.40833,NA,NA,1.25,0.5,10,80,50,100,90,"mixed","continuous vegetated","low","Low seagrass cover high algal cover",30,0,5,0,0,0,0,15,0,0,0,50,2.56069707870483,0.413902401924133,0.696383833885193,0.146708279848099,20.0398292541504,12.6311635971069,5.01302337646484,1.19960379600525,9.9837760925293,3.72434258460999,1.10277163982391,34.3159408569336,31.517541885376,56.6822509765625,41.4642715454102
"21","6/24/2019_Steinhatchee_STCH04_1","6/24/2019","Steinhatchee","STCH04",6,2019,29.65833,-83.425,NA,NA,1.2,0.5,1,0,0,100,15,"mono","sparse","low","Low low cover",0,0,0,0,0,100,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,21.8798274993896,12.9073295593262,5.00815105438232,1.19752502441406,9.99581527709961,3.73029327392578,1.10070383548737,34.3128395080566,31.5022830963135,56.7987785339355,41.5650329589844
"22","6/24/2019_Steinhatchee_STCH04_2","6/24/2019","Steinhatchee","STCH04",6,2019,29.65833,-83.425,NA,NA,1.2,0.5,2,0,0,0,0,"mono","sparse","low","Low low cover",0,0,0,0,0,0,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,21.8798274993896,12.9073295593262,5.00815105438232,1.19752502441406,9.99581527709961,3.73029327392578,1.10070383548737,34.3128395080566,31.5022830963135,56.7987785339355,41.5650329589844
"23","6/24/2019_Steinhatchee_STCH04_3","6/24/2019","Steinhatchee","STCH04",6,2019,29.65833,-83.425,NA,NA,1.2,0.5,3,0,0,0,0,"mono","sparse","low","Low low cover",0,0,0,0,0,0,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,21.8798274993896,12.9073295593262,5.00815105438232,1.19752502441406,9.99581527709961,3.73029327392578,1.10070383548737,34.3128395080566,31.5022830963135,56.7987785339355,41.5650329589844
"24","6/24/2019_Steinhatchee_STCH04_4","6/24/2019","Steinhatchee","STCH04",6,2019,29.65833,-83.425,NA,NA,1.2,0.5,4,0,0,0,0,"mono","sparse","low","Low low cover",0,0,0,0,0,0,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,21.8798274993896,12.9073295593262,5.00815105438232,1.19752502441406,9.99581527709961,3.73029327392578,1.10070383548737,34.3128395080566,31.5022830963135,56.7987785339355,41.5650329589844
"25","6/24/2019_Steinhatchee_STCH04_5","6/24/2019","Steinhatchee","STCH04",6,2019,29.65833,-83.425,NA,NA,1.2,0.5,5,0,0,0,0,"mono","sparse","low","Low low cover",0,0,0,0,0,0,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,21.8798274993896,12.9073295593262,5.00815105438232,1.19752502441406,9.99581527709961,3.73029327392578,1.10070383548737,34.3128395080566,31.5022830963135,56.7987785339355,41.5650329589844
"26","6/24/2019_Steinhatchee_STCH04_6","6/24/2019","Steinhatchee","STCH04",6,2019,29.65833,-83.425,NA,NA,1.2,0.5,6,0,0,0,0,"mono","sparse","low","Low low cover",0,0,0,0,0,0,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,21.8798274993896,12.9073295593262,5.00815105438232,1.19752502441406,9.99581527709961,3.73029327392578,1.10070383548737,34.3128395080566,31.5022830963135,56.7987785339355,41.5650329589844
"27","6/24/2019_Steinhatchee_STCH04_7","6/24/2019","Steinhatchee","STCH04",6,2019,29.65833,-83.425,NA,NA,1.2,0.5,7,0,0,0,0,"mono","sparse","low","Low low cover",0,0,0,0,0,0,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,21.8798274993896,12.9073295593262,5.00815105438232,1.19752502441406,9.99581527709961,3.73029327392578,1.10070383548737,34.3128395080566,31.5022830963135,56.7987785339355,41.5650329589844
"28","6/24/2019_Steinhatchee_STCH04_8","6/24/2019","Steinhatchee","STCH04",6,2019,29.65833,-83.425,NA,NA,1.2,0.5,8,0,0,0,0,"mono","sparse","low","Low low cover",0,0,0,0,0,0,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,21.8798274993896,12.9073295593262,5.00815105438232,1.19752502441406,9.99581527709961,3.73029327392578,1.10070383548737,34.3128395080566,31.5022830963135,56.7987785339355,41.5650329589844
"29","6/24/2019_Steinhatchee_STCH04_9","6/24/2019","Steinhatchee","STCH04",6,2019,29.65833,-83.425,NA,NA,1.2,0.5,9,0,0,0,0,"mono","sparse","low","Low low cover",0,0,0,0,0,0,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,21.8798274993896,12.9073295593262,5.00815105438232,1.19752502441406,9.99581527709961,3.73029327392578,1.10070383548737,34.3128395080566,31.5022830963135,56.7987785339355,41.5650329589844
"30","6/24/2019_Steinhatchee_STCH04_10","6/24/2019","Steinhatchee","STCH04",6,2019,29.65833,-83.425,NA,NA,1.2,0.5,10,0,0,0,0,"mono","sparse","low","Low low cover",0,0,0,0,0,0,0,0,0,0,0,0,1.40355467796326,1.29321837425232,0.698420166969299,0.146457552909851,21.8798274993896,12.9073295593262,5.00815105438232,1.19752502441406,9.99581527709961,3.73029327392578,1.10070383548737,34.3128395080566,31.5022830963135,56.7987785339355,41.5650329589844
"31","6/24/2019_Steinhatchee_STCH02_1","6/24/2019","Steinhatchee","STCH02",6,2019,29.675,-83.475,29.6751,-83.475,1.1,1.1,1,75,100,100,100,"mono","highly fragmented","","",0,0,0,0,0,0,0,0,0,0,100,0,4.53727388381958,1.09321546554565,0.710209608078003,0.146038219332695,26.6090927124023,13.5978021621704,4.99537515640259,1.19573652744293,10.045428276062,3.7687885761261,1.0954430103302,34.3422088623047,31.5288333892822,56.8844375610352,41.579948425293
"32","6/24/2019_Steinhatchee_STCH02_2","6/24/2019","Steinhatchee","STCH02",6,2019,29.675,-83.475,29.6751,-83.475,1.1,1.1,2,50,75,100,80,"mono","highly fragmented","","",0,0,0,0,0,0,0,0,0,0,100,0,4.53727388381958,1.09321546554565,0.710209608078003,0.146038219332695,26.6090927124023,13.5978021621704,4.99537515640259,1.19573652744293,10.045428276062,3.7687885761261,1.0954430103302,34.3422088623047,31.5288333892822,56.8844375610352,41.579948425293
"33","6/24/2019_Steinhatchee_STCH02_3","6/24/2019","Steinhatchee","STCH02",6,2019,29.675,-83.475,29.6751,-83.475,1.1,1.1,3,60,30,75,95,"mono","highly fragmented","","",0,0,0,0,0,0,0,0,0,0,100,0,4.53727388381958,1.09321546554565,0.710209608078003,0.146038219332695,26.6090927124023,13.5978021621704,4.99537515640259,1.19573652744293,10.045428276062,3.7687885761261,1.0954430103302,34.3422088623047,31.5288333892822,56.8844375610352,41.579948425293
"34","6/24/2019_Steinhatchee_STCH02_4","6/24/2019","Steinhatchee","STCH02",6,2019,29.675,-83.475,29.6751,-83.475,1.1,1.1,4,80,40,80,75,"mono","highly fragmented","","",0,0,0,0,0,0,0,0,0,5,95,0,4.53727388381958,1.09321546554565,0.710209608078003,0.146038219332695,26.6090927124023,13.5978021621704,4.99537515640259,1.19573652744293,10.045428276062,3.7687885761261,1.0954430103302,34.3422088623047,31.5288333892822,56.8844375610352,41.579948425293
"35","6/24/2019_Steinhatchee_STCH02_5","6/24/2019","Steinhatchee","STCH02",6,2019,29.675,-83.475,29.6751,-83.475,1.1,1.1,5,75,30,75,80,"mono","highly fragmented","","",1,0,0,0,0,0,0,0,0,0,99,0,4.53727388381958,1.09321546554565,0.710209608078003,0.146038219332695,26.6090927124023,13.5978021621704,4.99537515640259,1.19573652744293,10.045428276062,3.7687885761261,1.0954430103302,34.3422088623047,31.5288333892822,56.8844375610352,41.579948425293
"36","6/24/2019_Steinhatchee_STCH02_6","6/24/2019","Steinhatchee","STCH02",6,2019,29.675,-83.475,29.6751,-83.475,1.1,1.1,6,0,0,0,0,"mono","highly fragmented","","",0,0,0,0,0,0,0,0,0,0,0,0,4.53727388381958,1.09321546554565,0.710209608078003,0.146038219332695,26.6090927124023,13.5978021621704,4.99537515640259,1.19573652744293,10.045428276062,3.7687885761261,1.0954430103302,34.3422088623047,31.5288333892822,56.8844375610352,41.579948425293
"37","6/24/2019_Steinhatchee_STCH02_7","6/24/2019","Steinhatchee","STCH02",6,2019,29.675,-83.475,29.6751,-83.475,1.1,1.1,7,80,40,70,70,"mono","highly fragmented","","",0,0,0,0,0,0,0,0,0,0,100,0,4.53727388381958,1.09321546554565,0.710209608078003,0.146038219332695,26.6090927124023,13.5978021621704,4.99537515640259,1.19573652744293,10.045428276062,3.7687885761261,1.0954430103302,34.3422088623047,31.5288333892822,56.8844375610352,41.579948425293
"38","6/24/2019_Steinhatchee_STCH02_9","6/24/2019","Steinhatchee","STCH02",6,2019,29.675,-83.475,29.6751,-83.475,1.1,1.1,9,50,60,75,95,"mono","highly fragmented","","",0,0,0,0,0,0,0,0,0,0,100,0,4.53727388381958,1.09321546554565,0.710209608078003,0.146038219332695,26.6090927124023,13.5978021621704,4.99537515640259,1.19573652744293,10.045428276062,3.7687885761261,1.0954430103302,34.3422088623047,31.5288333892822,56.8844375610352,41.579948425293
"39","6/24/2019_Steinhatchee_STCH02_8","6/24/2019","Steinhatchee","STCH02",6,2019,29.675,-83.475,29.6751,-83.475,1.1,1.1,8,5,100,100,60,"mono","highly fragmented","","",0,0,0,95,0,0,0,0,0,5,0,0,4.53727388381958,1.09321546554565,0.710209608078003,0.146038219332695,26.6090927124023,13.5978021621704,4.99537515640259,1.19573652744293,10.045428276062,3.7687885761261,1.0954430103302,34.3422088623047,31.5288333892822,56.8844375610352,41.579948425293
"40","6/24/2019_Steinhatchee_STCH02_10","6/24/2019","Steinhatchee","STCH02",6,2019,29.675,-83.475,29.6751,-83.475,1.1,1.1,10,40,10,90,80,"mono","highly fragmented","","",0,0,0,0,0,0,0,0,0,0,100,0,4.53727388381958,1.09321546554565,0.710209608078003,0.146038219332695,26.6090927124023,13.5978021621704,4.99537515640259,1.19573652744293,10.045428276062,3.7687885761261,1.0954430103302,34.3422088623047,31.5288333892822,56.8844375610352,41.579948425293
"41","6/24/2019_Steinhatchee_STCH01_1","6/24/2019","Steinhatchee","STCH01",6,2019,29.675,-83.44167,29.675,-83.4414,1.25,0.75,1,0,0,100,5,"mixed","highly fragmented","","Cocacola",0,0,0,0,0,0,0,0,0,100,0,0,1.32303059101105,0.277118742465973,0.703184008598328,0.145870968699455,26.1843662261963,13.5533990859985,4.99675226211548,1.19266164302826,10.0239810943604,3.74421429634094,1.0958663225174,34.3055877685547,31.4665870666504,57.0713882446289,41.8007507324219
"42","6/24/2019_Steinhatchee_STCH01_2","6/24/2019","Steinhatchee","STCH01",6,2019,29.675,-83.44167,29.675,-83.4414,1.25,0.75,2,0,0,100,30,"mixed","highly fragmented","","Cocacola",0,0,0,0,0,0,0,0,0,50,0,0,1.32303059101105,0.277118742465973,0.703184008598328,0.145870968699455,26.1843662261963,13.5533990859985,4.99675226211548,1.19266164302826,10.0239810943604,3.74421429634094,1.0958663225174,34.3055877685547,31.4665870666504,57.0713882446289,41.8007507324219
"43","6/24/2019_Steinhatchee_STCH01_5","6/24/2019","Steinhatchee","STCH01",6,2019,29.675,-83.44167,29.675,-83.4414,1.25,0.75,5,0,0,100,75,"mixed","highly fragmented","","Cocacola",15,0,0,10,0,40,0,0,0,0,0,0,1.32303059101105,0.277118742465973,0.703184008598328,0.145870968699455,26.1843662261963,13.5533990859985,4.99675226211548,1.19266164302826,10.0239810943604,3.74421429634094,1.0958663225174,34.3055877685547,31.4665870666504,57.0713882446289,41.8007507324219
"44","6/24/2019_Steinhatchee_STCH01_4","6/24/2019","Steinhatchee","STCH01",6,2019,29.675,-83.44167,29.675,-83.4414,1.25,0.75,4,0,0,100,80,"mixed","highly fragmented","","Cocacola",0,0,0,10,0,90,0,0,0,0,0,0,1.32303059101105,0.277118742465973,0.703184008598328,0.145870968699455,26.1843662261963,13.5533990859985,4.99675226211548,1.19266164302826,10.0239810943604,3.74421429634094,1.0958663225174,34.3055877685547,31.4665870666504,57.0713882446289,41.8007507324219
"45","6/24/2019_Steinhatchee_STCH01_3","6/24/2019","Steinhatchee","STCH01",6,2019,29.675,-83.44167,29.675,-83.4414,1.25,0.75,3,0,0,100,65,"mixed","highly fragmented","","Cocacola",5,0,0,0,0,95,0,0,0,0,0,0,1.32303059101105,0.277118742465973,0.703184008598328,0.145870968699455,26.1843662261963,13.5533990859985,4.99675226211548,1.19266164302826,10.0239810943604,3.74421429634094,1.0958663225174,34.3055877685547,31.4665870666504,57.0713882446289,41.8007507324219
"46","6/24/2019_Steinhatchee_STCH01_3","6/24/2019","Steinhatchee","STCH01",6,2019,29.675,-83.44167,29.675,-83.4414,1.25,0.75,3,0,0,100,65,"mixed","highly fragmented","","Cocacola",5,0,0,0,0,95,0,0,0,0,0,0,1.32303059101105,0.277118742465973,0.703184008598328,0.145870968699455,26.1843662261963,13.5533990859985,4.99675226211548,1.19266164302826,10.0239810943604,3.74421429634094,1.0958663225174,34.3055877685547,31.4665870666504,57.0713882446289,41.8007507324219
"47","6/24/2019_Steinhatchee_STCH01_6","6/24/2019","Steinhatchee","STCH01",6,2019,29.675,-83.44167,29.675,-83.4414,1.25,0.75,6,0,0,100,15,"mixed","highly fragmented","","Cocacola",60,0,0,40,0,0,0,0,0,0,0,0,1.32303059101105,0.277118742465973,0.703184008598328,0.145870968699455,26.1843662261963,13.5533990859985,4.99675226211548,1.19266164302826,10.0239810943604,3.74421429634094,1.0958663225174,34.3055877685547,31.4665870666504,57.0713882446289,41.8007507324219
"48","6/24/2019_Steinhatchee_STCH01_7","6/24/2019","Steinhatchee","STCH01",6,2019,29.675,-83.44167,29.675,-83.4414,1.25,0.75,7,0,0,100,10,"mixed","highly fragmented","","Cocacola",0,0,0,100,0,0,0,0,0,0,0,0,1.32303059101105,0.277118742465973,0.703184008598328,0.145870968699455,26.1843662261963,13.5533990859985,4.99675226211548,1.19266164302826,10.0239810943604,3.74421429634094,1.0958663225174,34.3055877685547,31.4665870666504,57.0713882446289,41.8007507324219
"49","6/24/2019_Steinhatchee_STCH01_8","6/24/2019","Steinhatchee","STCH01",6,2019,29.675,-83.44167,29.675,-83.4414,1.25,0.75,8,0,0,100,15,"mixed","highly fragmented","","Cocacola",0,0,0,100,0,0,0,0,0,0,0,0,1.32303059101105,0.277118742465973,0.703184008598328,0.145870968699455,26.1843662261963,13.5533990859985,4.99675226211548,1.19266164302826,10.0239810943604,3.74421429634094,1.0958663225174,34.3055877685547,31.4665870666504,57.0713882446289,41.8007507324219
"50","6/24/2019_Steinhatchee_STCH01_9","6/24/2019","Steinhatchee","STCH01",6,2019,29.675,-83.44167,29.675,-83.4414,1.25,0.75,9,0,0,100,40,"mixed","highly fragmented","","Cocacola",0,0,0,0,0,100,0,0,0,0,0,0,1.32303059101105,0.277118742465973,0.703184008598328,0.145870968699455,26.1843662261963,13.5533990859985,4.99675226211548,1.19266164302826,10.0239810943604,3.74421429634094,1.0958663225174,34.3055877685547,31.4665870666504,57.0713882446289,41.8007507324219
"51","6/24/2019_Steinhatchee_STCH01_10","6/24/2019","Steinhatchee","STCH01",6,2019,29.675,-83.44167,29.675,-83.4414,1.25,0.75,10,0,0,0,0,"mixed","highly fragmented","","Cocacola",0,0,0,0,0,0,0,0,0,0,0,0,1.32303059101105,0.277118742465973,0.703184008598328,0.145870968699455,26.1843662261963,13.5533990859985,4.99675226211548,1.19266164302826,10.0239810943604,3.74421429634094,1.0958663225174,34.3055877685547,31.4665870666504,57.0713882446289,41.8007507324219
"52","6/14/2019_Saint Marks_SMAR01_5","6/14/2019","Saint Marks","SMAR01",6,2019,30.06016,-84.17051,30.06,-84.1705,NA,NA,5,5,50,100,50,"","continuous vegetated","high","",10,0,0,0,0,0,0,0,0,35,65,0,11.0536994934082,1.31557023525238,0.963331520557404,0.178026586771011,17.702522277832,11.1792936325073,5.52877759933472,1.74265813827515,10.7466049194336,4.74500799179077,1.24294233322144,34.1674995422363,31.4691619873047,55.7115135192871,39.9450759887695
"53","6/14/2019_Saint Marks_SMAR01_6","6/14/2019","Saint Marks","SMAR01",6,2019,30.06016,-84.17051,30.06,-84.1705,NA,NA,6,30,90,100,60,"","continuous vegetated","high","",0,0,0,0,0,0,0,0,0,5,95,0,11.0536994934082,1.31557023525238,0.963331520557404,0.178026586771011,17.702522277832,11.1792936325073,5.52877759933472,1.74265813827515,10.7466049194336,4.74500799179077,1.24294233322144,34.1674995422363,31.4691619873047,55.7115135192871,39.9450759887695
