Prep Date,Site number,Quadrat,Bagged_Slice_Number,Slice_Number,Intended Analysis,Rhizome (Y/N),Slice Height (cm; if bag says otherwise),Crucible Number,Crucible Weight (g),Wet Weight (g),Bake Start Date,Bake Start Time (EST),Dry Weight (g),End Date,End Time (EST),Processing notes
8/19/2020,SJB16,1,15,1,LOI analysis ,Y,3.6,29,41.2505,172.937,8/19/2020,11:17,145.8026,8/20/2020,,
8/19/2020,SJB16,1,14,2,LOI analysis ,Y,2,C45,37.8511,102.5649,8/19/2020,11:17,88.3317,8/20/2020,,
8/19/2020,SJB16,1,13,3,LOI analysis ,Y,2,C59,40.2139,96.9393,8/19/2020,11:17,83.4688,8/20/2020,,
8/19/2020,SJB16,1,12,4,grain size,Y,2,C36,32.662,102.657,8/19/2020,11:17,85.5601,8/20/2020,,
8/19/2020,SJB16,1,11,5,LOI analysis ,Y,2,C65,38.9573,98.146,8/19/2020,11:17,82.0417,8/20/2020,,
8/19/2020,SJB16,1,10,6,LOI analysis ,Y,2,C40,37.1181,104.0007,8/19/2020,11:17,87.258,8/20/2020,,
8/19/2020,SJB16,1,9,7,LOI analysis ,N,2,2,37.4685,97.6194,8/19/2020,11:17,82.5121,8/20/2020,,
8/19/2020,SJB16,1,7,9,grainsize,N,2,8,40.096,97.5508,8/19/2020,11:17,84.337,8/20/2020,,
8/19/2020,SJB16,1,6,10,LOI analysis ,N,2,C75,33.4769,96.9449,8/19/2020,11:17,81.4499,8/20/2020,,
8/19/2020,SJB16,1,2,14,grainsize,N,2,9,41.3112,95.8768,8/19/2020,11:17,82.1868,8/20/2020,,
8/19/2020,SJB16,1,1,15,LOI analysis ,N,2,C76,34.6343,110.02824,8/19/2020,11:17,92.2964,8/20/2020,,
8/31/2020,SJBB,2,16,1,LOI analysis ,Y,2.2,C48,36.4055,132.9777,8/31/2020,9:41,104.979,9/4/2020,10:09,
8/31/2020,SJBB,2,15,2,LOI analysis ,Y,2,C53,33.4441,106.4948,8/31/2020,9:41,89.98,9/4/2020,10:09,
8/31/2020,SJBB,2,14,3,LOI analysis ,Y,2,7,40.3409,118.3975,8/31/2020,9:41,96.053,9/4/2020,10:09,
8/31/2020,SJBB,2,13,4,grain size,Y,2,C68,40.6337,119.9981,8/31/2020,9:41,97.323,9/4/2020,10:09,
8/31/2020,SJBB,2,12,5,LOI analysis ,Y,2,6,41.1112,121.7442,8/31/2020,9:41,99.06,9/4/2020,10:09,
8/31/2020,SJBB,2,11,6,LOI analysis ,Y,2,C37,37.4043,112.5623,8/31/2020,9:41,93.982,9/4/2020,10:09,
8/31/2020,SJBB,2,10,7,LOI analysis ,N,2,C69,35.1996,114.2033,8/31/2020,9:41,91.002,9/4/2020,10:09,
8/31/2020,SJBB,2,8,9,grainsize,N,2,30,38.3738,111.683,8/31/2020,9:41,90.216,9/4/2020,10:09,
8/31/2020,SJBB,2,7,10,LOI analysis ,N,2,15,42.0597,112.1419,8/31/2020,9:41,92.842,9/4/2020,10:09,
8/31/2020,SJBB,2,3,14,grainsize,N,2,24,37.9514,109.1283,8/31/2020,9:41,89.773,9/4/2020,10:09,
8/31/2020,SJBB,2,2,15,LOI analysis ,N,2,C45,37.8295,116.892,8/31/2020,9:41,92.19,9/4/2020,10:09,
8/31/2020,SJBB,2,1,16,LOI analysis ,N,2,14,41.1367,114.2595,8/31/2020,9:41,91.817,9/4/2020,10:09,
8/31/2020,SJBB,3,16,1,LOI analysis ,Y,3.1,C41,33.1627,144.0629,8/31/2020,10:48,114.995,9/4/2020,10:49,
8/31/2020,SJBB,3,15,2,LOI analysis ,Y,2,C66,36.2418,102.5944,8/31/2020,10:48,89.04,9/4/2020,10:49,
8/31/2020,SJBB,3,14,3,LOI analysis ,Y,2,12,40.0763,110.4499,8/31/2020,10:48,94.867,9/4/2020,10:49,
8/31/2020,SJBB,3,13,4,grain size,Y,2,C67,34.4273,110.543,8/31/2020,10:48,95.873,9/4/2020,10:49,
8/31/2020,SJBB,3,12,5,LOI analysis ,Y,2,19,38.7877,119.5699,8/31/2020,10:48,97.311,9/4/2020,10:49,
8/31/2020,SJBB,3,11,6,LOI analysis ,Y,2,21,38.545,111.9768,8/31/2020,10:48,94.794,9/4/2020,10:49,
8/31/2020,SJBB,3,10,7,LOI analysis ,N,2,C57,35.4342,102.9647,8/31/2020,10:48,89.721,9/4/2020,10:49,
8/31/2020,SJBB,3,8,9,grainsize,N,2,C32,33.3459,106.5738,8/31/2020,10:48,87.345,9/4/2020,10:49,
8/31/2020,SJBB,3,7,10,LOI analysis ,N,2,C38,35.6879,109.2824,8/31/2020,10:48,90.028,9/4/2020,10:49,
8/31/2020,SJBB,3,3,14,grainsize,N,2,C63,38.848,124.0268,8/31/2020,10:48,97.26,9/4/2020,10:49,
8/31/2020,SJBB,3,2,15,LOI analysis ,N,2,10,41.9356,107.2003,8/31/2020,10:48,93.764,9/4/2020,10:49,
8/31/2020,SJBB,3,1,16,LOI analysis ,N,2,11,40.825,110.5778,8/31/2020,10:48,94.618,9/4/2020,10:49,
8/31/2020,SJBA,2,13,1,LOI analysis ,Y,3,23,37.3992,155.652,8/31/2020,10:48,128.326,9/4/2020,9:58,
8/31/2020,SJBA,2,12,2,LOI analysis ,Y,2,18,39.6219,127.2078,8/31/2020,10:48,103.112,9/4/2020,9:58,
8/31/2020,SJBA,2,11,3,LOI analysis ,Y,2,C64,33.7473,108.9227,8/31/2020,10:48,89.406,9/4/2020,9:58,
8/31/2020,SJBA,2,10,4,grain size,Y,2,22,40.828,113.088,8/31/2020,10:48,95.663,9/4/2020,9:58,
8/31/2020,SJBA,2,9,5,LOI analysis ,Y,2,2,43.3917,116.3705,8/31/2020,10:48,94.219,9/4/2020,9:58,
8/31/2020,SJBA,2,8,6,LOI analysis ,Y,2,C40,37.1252,109.6748,8/31/2020,10:48,91.851,9/4/2020,9:58,
8/31/2020,SJBA,2,7,7,LOI analysis ,N,2,C65,38.9557,131.1801,8/31/2020,10:48,101.867,9/4/2020,9:58,
8/31/2020,SJBA,2,5,9,grainsize,N,2,73,35.0268,110.9323,8/31/2020,10:48,88.645,9/4/2020,9:58,
8/31/2020,SJBA,2,4,10,LOI analysis ,N,2,C58,35.3383,111.6755,8/31/2020,10:48,90.725,9/4/2020,9:58,
8/31/2020,SJBA,2,1,13,LOI analysis ,N,2,C76,34.5919,109.2186,8/31/2020,10:48,87.758,9/4/2020,9:58,
8/31/2020,STCH02,1,13,1,LOI analysis ,Y,2,25,37.4338,95.3489,8/31/2020,11:10,75.008,9/4/2020,10:31,
8/31/2020,STCH02,1,12,2,LOI analysis ,Y,2,C50,32.3411,99.574,8/31/2020,11:10,69.557,9/4/2020,10:31,
8/31/2020,STCH02,1,11,3,LOI analysis ,Y,2,13,29.7327,105.6849,8/31/2020,11:10,77.168,9/4/2020,10:31,
8/31/2020,STCH02,1,10,4,grain size,Y,2,C31,36.9824,96.4169,8/31/2020,11:10,71.141,9/4/2020,10:31,
8/31/2020,STCH02,1,9,5,LOI analysis ,Y,2,C77,34.919,103.4683,8/31/2020,11:10,73.656,9/4/2020,10:31,
8/31/2020,STCH02,1,8,6,LOI analysis ,Y,2,1,39.4195,109.6917,8/31/2020,11:10,80.836,9/4/2020,10:31,
8/31/2020,STCH02,1,7,7,LOI analysis ,N,2,C71,36.7804,99.0189,8/31/2020,11:10,71.209,9/4/2020,10:31,
8/31/2020,STCH02,1,5,9,grainsize,N,2,8,40.1298,102.8953,8/31/2020,11:10,73.422,9/4/2020,10:31,
8/31/2020,STCH02,1,4,10,LOI analysis ,N,2,9,41.2032,101.9815,8/31/2020,11:10,75.403,9/4/2020,10:31,
8/31/2020,STCH02,1,1,13,LOI analysis,N,2,C75,33.3569,99.1448,8/31/2020,11:10,70.273,9/4/2020,10:31,
8/31/2020,STCH04,2,19,1,LOI analysis ,Y,2.4,20,39.1634,127.114,8/31/2020,11:40,111.601,9/4/2020,9:46,
8/31/2020,STCH04,2,18,2,LOI analysis ,Y,2,C55,34.8013,108.2198,8/31/2020,11:40,89.108,9/4/2020,9:46,
8/31/2020,STCH04,2,17,3,LOI analysis ,Y,2,C33,37.6353,104.6935,8/31/2020,11:40,92.822,9/4/2020,9:46,
8/31/2020,STCH04,2,16,4,grain size,Y,2,C74,35.4004,107.3931,8/31/2020,11:40,85.113,9/4/2020,9:46,
8/31/2020,STCH04,2,15,5,LOI analysis ,Y,2,C78,34.3578,99.2449,8/31/2020,11:40,72.316,9/4/2020,9:46,
8/31/2020,STCH04,2,14,6,LOI analysis ,Y,2,26,41.9857,120.6969,8/31/2020,11:40,97.347,9/4/2020,9:46,
8/31/2020,STCH04,2,13,7,LOI analysis ,N,2,16,42.1705,109.7361,8/31/2020,11:40,95.962,9/4/2020,9:46,
8/31/2020,STCH04,2,11,9,grainsize,N,2,C61,36.5934,119.4808,8/31/2020,11:40,92.99,9/4/2020,9:46,
8/31/2020,STCH04,2,10,10,LOI analysis ,N,2,C56,35.9336,117.0512,8/31/2020,11:40,89.547,9/4/2020,9:46,
8/31/2020,STCH04,2,6,14,grainsize,N,2,C62,42.3146,105.0029,8/31/2020,11:40,86.464,9/4/2020,9:46,
8/31/2020,STCH04,2,5,15,LOI analysis ,N,2,5,43.2718,114.0255,8/31/2020,11:40,89.986,9/4/2020,9:46,
8/31/2020,STCH04,2,1,19,LOI analysis,N,2,C43,35.4634,109.6545,8/31/2020,11:40,86.48,9/4/2020,9:46,
8/31/2020,STCH04,1,21,1,LOI analysis ,Y,2,29,41.2276,99.7439,8/31/2020,12:24,86.83,9/4/2020,11:10,
8/31/2020,STCH04,1,20,2,LOI analysis ,Y,2,C49,38.4162,115.6144,8/31/2020,12:24,96.699,9/4/2020,11:10,
8/31/2020,STCH04,1,19,3,LOI analysis ,Y,2,C36,32.6887,117.4771,8/31/2020,12:24,97.061,9/4/2020,11:10,
8/31/2020,STCH04,1,18,4,grain size,Y,2,C35,34.5481,100.371,8/31/2020,12:24,82.441,9/4/2020,11:10,
8/31/2020,STCH04,1,17,5,LOI analysis ,Y,2,C52,36.3297,97.1002,8/31/2020,12:24,80.868,9/4/2020,11:10,
8/31/2020,STCH04,1,16,6,LOI analysis ,Y,2,C54,35.3092,103.1664,8/31/2020,12:24,82.963,9/4/2020,11:10,
8/31/2020,STCH04,1,15,7,LOI analysis ,N,2,C44,34.1025,112.2748,8/31/2020,12:24,87.946,9/4/2020,11:10,
8/31/2020,STCH04,1,13,9,grainsize,N,2,C51,34.3141,118.0556,8/31/2020,12:24,91.892,9/4/2020,11:10,
8/31/2020,STCH04,1,12,10,LOI analysis ,N,2,C34,34.2664,115.0672,8/31/2020,12:24,81.952,9/4/2020,11:10,
8/31/2020,STCH04,1,8,14,grainsize,N,2,3,43.6525,139.999,8/31/2020,12:24,100.979,9/4/2020,11:10,
8/31/2020,STCH04,1,7,15,LOI analysis ,N,2,4,42.7545,122.9535,8/31/2020,12:24,82.65,9/4/2020,11:10,
8/31/2020,STCH04,1,3,19,grainsize,N,2,17,36.3995,122.5517,8/31/2020,12:24,92.203,9/4/2020,11:10,
8/31/2020,STCH04,1,2,20,LOI analysis ,N,2,C60,40.0194,106.603,8/31/2020,12:24,85.543,9/4/2020,11:10,
8/31/2020,STCH04,1,1,21,LOI analysis ,N,2,28,41.2255,109.4932,8/31/2020,12:24,83.246,9/4/2020,11:10,
9/14/2020,SJB06,2,18,1,LOI analysis ,Y,2.4,C53,33.4716,113.5524,9/14/2020,9:50,95.393,9/17/2020,12:00,
9/14/2020,SJB06,2,17,2,LOI analysis ,Y,2,26,41.9941,119.6037,9/14/2020,9:50,99.481,9/17/2020,12:00,
9/14/2020,SJB06,2,16,3,LOI analysis ,Y,2,C40,37.1231,106.93,9/14/2020,9:50,90.772,9/17/2020,12:00,
9/14/2020,SJB06,2,15,4,grain size,Y,2,20,39.068,112.4006,9/14/2020,9:50,91.648,9/17/2020,12:00,
9/14/2020,SJB06,2,14,5,LOI analysis ,Y,2,C43,35.4365,111.6578,9/14/2020,9:50,89.778,9/17/2020,12:00,
9/14/2020,SJB06,2,13,6,LOI analysis ,Y,2,C37,37.391,106.6913,9/14/2020,9:50,90.744,9/17/2020,12:00,
9/14/2020,SJB06,2,12,7,LOI analysis ,N,2,C36,32.6763,103.6609,9/14/2020,9:50,88.633,9/17/2020,12:00,
9/14/2020,SJB06,2,10,9,grainsize,N,2,16,42.1826,109.8228,9/14/2020,9:50,95.953,9/17/2020,12:00,
9/14/2020,SJB06,2,9,10,LOI analysis ,N,2,28,41.1073,117.4961,9/14/2020,9:50,96.594,9/17/2020,12:00,
9/14/2020,SJB06,2,5,14,grainsize,N,2,C35,34.5028,99.0884,9/14/2020,9:50,84.054,9/17/2020,12:00,
9/14/2020,SJB06,2,4,15,LOI analysis ,N,2,C52,36.3217,101.4465,9/14/2020,9:50,84.122,9/17/2020,12:00,
9/14/2020,SJB06,2,1,18,LOI analysis,N,2,17,36.3957,123.4875,9/14/2020,9:50,96.598,9/17/2020,12:00,
9/14/2020,SJB07,3,13,1,LOI analysis ,Y,2.5,30,38.3542,130.6449,9/14/2020,9:50,105.471,9/17/2020,12:00,
9/14/2020,SJB07,3,12,2,LOI analysis ,Y,2,14,41.1113,118.6093,9/14/2020,9:50,98.583,9/17/2020,12:00,
9/14/2020,SJB07,3,11,3,LOI analysis ,Y,2,7,40.349,112.3986,9/14/2020,9:50,94.985,9/17/2020,12:00,
9/14/2020,SJB07,3,10,4,grain size,Y,2,C48,46.4325,98.6289,9/14/2020,9:50,82.961,9/17/2020,12:00,
9/14/2020,SJB07,3,9,5,LOI analysis ,Y,2,C56,35.903,116.8309,9/14/2020,9:50,90.924,9/17/2020,12:00,
9/14/2020,SJB07,3,8,6,LOI analysis ,Y,2,C68,40.7067,110.8988,9/14/2020,9:50,90.197,9/17/2020,12:00,
9/14/2020,SJB07,3,7,7,LOI analysis ,N,2,6,41.1183,118.8632,9/14/2020,9:50,88.926,9/17/2020,12:00,
9/14/2020,SJB07,3,5,9,grainsize,N,2,29,41.1883,118.2693,9/14/2020,9:50,95.159,9/17/2020,12:00,
9/14/2020,SJB07,3,4,10,LOI analysis ,N,2,C49,38.438,119.8092,9/14/2020,9:50,97.764,9/17/2020,12:00,
9/14/2020,SJB07,3,1,13,LOI analysis ,N,2,4,42.7468,123.6296,9/14/2020,9:50,102.785,9/17/2020,12:00,
9/14/2020,SJB06,3,17,1,LOI analysis ,Y,2,C62,42.3776,105.572,9/14/2020,10:15,88.175,9/17/2020,12:00,
9/14/2020,SJB06,3,16,2,LOI analysis ,Y,2,C55,34.7968,90.7647,9/14/2020,10:15,74.61,9/17/2020,12:00,
9/14/2020,SJB06,3,15,3,LOI analysis ,Y,2,2,37.3295,112.2299,9/14/2020,10:15,91.684,9/17/2020,12:00,
9/14/2020,SJB06,3,14,4,grain size,Y,2,C69,35.1665,102.7285,9/14/2020,10:15,85.398,9/17/2020,12:00,
9/14/2020,SJB06,3,13,5,LOI analysis ,Y,2,C45,37.8296,103.8344,9/14/2020,10:15,84.891,9/17/2020,12:00,
9/14/2020,SJB06,3,12,6,LOI analysis ,Y,2,5,43.2878,106.8331,9/14/2020,10:15,92.599,9/17/2020,12:00,
9/14/2020,SJB06,3,11,7,LOI analysis ,N,2,C58,35.3493,106.7009,9/14/2020,10:15,88.791,9/17/2020,12:00,
9/14/2020,SJB06,3,9,9,grainsize,N,2,C61,36.5994,108.0795,9/14/2020,10:15,90.34,9/17/2020,12:00,
9/14/2020,SJB06,3,8,10,LOI analysis ,N,2,C33,37.6438,111.1222,9/14/2020,10:15,91.077,9/17/2020,12:00,
9/14/2020,SJB06,3,4,14,grainsize,N,2,22,39.6184,99.9478,9/14/2020,10:15,84.115,9/17/2020,12:00,
9/14/2020,SJB06,3,3,15,LOI analysis ,N,2,76,34.6134,97.3417,9/14/2020,10:15,78.024,9/17/2020,12:00,
9/14/2020,SJB06,3,1,17,LOI analysis ,N,2,73,34.9895,97.7868,9/14/2020,10:15,84.161,9/17/2020,12:00,
9/14/2020,STCH02,2,10,1,LOI analysis ,Y,2,15,42.0477,123.0711,9/14/2020,10:30,101.679,9/17/2020,12:00,
9/14/2020,STCH02,2,9,2,LOI analysis ,Y,2,C65,38.9763,115.2841,9/14/2020,10:30,82.599,9/17/2020,12:00,
9/14/2020,STCH02,2,8,3,LOI analysis ,Y,2,24,37.9674,89.4988,9/14/2020,10:30,67.35,9/17/2020,12:00,
9/14/2020,STCH02,2,7,4,grain size,Y,2,18,40.832,105.1704,9/14/2020,10:30,70.415,9/17/2020,12:00,
9/14/2020,STCH02,2,6,5,LOI analysis ,Y,2,23,43.4289,109.6343,9/14/2020,10:30,72.161,9/17/2020,12:00,
9/14/2020,STCH02,2,5,6,LOI analysis ,Y,2,C74,35.4332,95.9828,9/14/2020,10:30,63.148,9/17/2020,12:00,
9/14/2020,STCH02,2,4,7,LOI analysis ,N,2,C64,33.7384,99.6568,9/14/2020,10:30,62.211,9/17/2020,12:00,
9/14/2020,STCH02,2,2,9,grainsize,N,2,C78,34.3806,91.2579,9/14/2020,10:30,57.977,9/17/2020,12:00,
9/14/2020,STCH02,2,1,10,LOI analysis ,N,2,19,38.7933,102.6674,9/14/2020,10:30,68.607,9/17/2020,12:00,
9/14/2020,SJB07,1,14,1,LOI analysis ,Y,2,9,40.9976,121.9295,9/14/2020,11:00,96.493,9/17/2020,12:00,
9/14/2020,SJB07,1,13,2,LOI analysis ,Y,2,C50,32.367,105.016,9/14/2020,11:00,82.26,9/17/2020,12:00,
9/14/2020,SJB07,1,12,3,LOI analysis ,Y,2,3,43.6596,118.2932,9/14/2020,11:00,94.676,9/17/2020,12:00,
9/14/2020,SJB07,1,11,4,grain size,Y,2,25,37.453,120.6101,9/14/2020,11:00,93.211,9/17/2020,12:00,
9/14/2020,SJB07,1,10,5,LOI analysis ,Y,2,C34,34.3723,118.9505,9/14/2020,11:00,92.689,9/17/2020,12:00,
9/14/2020,SJB07,1,9,6,LOI analysis ,Y,2,C60,40.0373,129.0271,9/14/2020,11:00,101.061,9/17/2020,12:00,
9/14/2020,SJB07,1,8,7,LOI analysis ,N,2,C77,34.9633,114.6277,9/14/2020,11:00,88.483,9/17/2020,12:00,
9/14/2020,SJB07,1,6,9,grainsize,N,2,C31,37.0549,122.0079,9/14/2020,11:00,96.105,9/17/2020,12:00,
9/14/2020,SJB07,1,5,10,LOI analysis ,N,2,13,39.7564,130.7384,9/14/2020,11:00,100.532,9/17/2020,12:00,
9/14/2020,SJB07,1,1,14,LOI analysis,N,2,C51,34.3167,100.5815,9/14/2020,11:00,82.274,9/17/2020,12:00,
9/14/2020,SJB14,1,18,1,LOI analysis ,Y,2.75,C75,33.3764,130.0025,9/14/2020,11:25,106.535,9/17/2020,12:00,
9/14/2020,SJB14,1,17,2,LOI analysis ,Y,2,8,40.1118,119.1892,9/14/2020,11:25,99.038,9/17/2020,12:00,
9/14/2020,SJB14,1,16,3,LOI analysis ,Y,2,1,39.173,117.5479,9/14/2020,11:25,96.55,9/17/2020,12:00,
9/14/2020,SJB14,1,15,4,grain size,Y,2,C71,36.7763,116.1876,9/14/2020,11:25,96.237,9/17/2020,12:00,
9/14/2020,SJB14,1,14,5,LOI analysis ,Y,2,C41,33.1755,103.2253,9/14/2020,11:25,84.46,9/17/2020,12:00,
9/14/2020,SJB14,1,13,6,LOI analysis ,Y,2,C67,34.435,99.7444,9/14/2020,11:25,82.814,9/17/2020,12:00,
9/14/2020,SJB14,1,12,7,LOI analysis ,N,2,12,40.0774,115.0783,9/14/2020,11:25,92.948,9/17/2020,12:00,
9/14/2020,SJB14,1,10,9,grainsize,N,2,C66,36.2446,100.1881,9/14/2020,11:25,84.373,9/17/2020,12:00,
9/14/2020,SJB14,1,9,10,LOI analysis ,N,2,21,38.5541,101.6226,9/14/2020,11:25,86.48,9/17/2020,12:00,
9/14/2020,SJB14,1,5,14,grainsize,N,2,C57,35.4429,107.6773,9/14/2020,11:25,87.221,9/17/2020,12:00,
9/14/2020,SJB14,1,4,15,LOI analysis ,N,2,C38,35.6528,115.8226,9/14/2020,11:25,95.235,9/17/2020,12:00,
9/14/2020,SJB14,1,1,18,LOI analysis ,N,2,C32,33.3688,104.6462,9/14/2020,11:25,87.105,9/17/2020,12:00,
9/21/2020,SJB10,2,16,1,LOI analysis ,Y,1.9,2,37.215,115.718,9/21/2020,9:15,95.607,9/25/2020,10:47,
9/21/2020,SJB10,2,15,2,LOI analysis ,Y,2,C62,42.31,106.99,9/21/2020,9:15,91.423,9/25/2020,10:47,
9/21/2020,SJB10,2,14,3,LOI analysis ,Y,2,6,41.096,104.12,9/21/2020,9:15,89.539,9/25/2020,10:47,
9/21/2020,SJB10,2,13,4,grain size,Y,2,5,43.257,100.235,9/21/2020,9:15,86.676,9/25/2020,10:47,
9/21/2020,SJB10,2,12,5,LOI analysis ,Y,2,10,41.929,107.124,9/21/2020,9:15,90.492,9/25/2020,10:47,
9/21/2020,SJB10,2,11,6,LOI analysis ,Y,2,11,40.779,116.607,9/21/2020,9:15,93.917,9/25/2020,10:47,
9/21/2020,SJB10,2,10,7,LOI analysis ,N,2,C54,35.299,101.688,9/21/2020,9:15,84.016,9/25/2020,10:47,
9/21/2020,SJB10,2,8,9,grainsize,N,2,28,41.19,99.486,9/21/2020,9:15,84.801,9/25/2020,10:47,
9/21/2020,SJB10,2,7,10,LOI analysis ,N,2,C35,34.5,102.867,9/21/2020,9:15,81.957,9/25/2020,10:47,
9/21/2020,SJB10,2,3,14,grainsize,N,2,C65,38.952,101.757,9/21/2020,9:15,81.54,9/25/2020,10:47,
9/21/2020,SJB10,2,2,15,LOI analysis ,N,2,15,42.024,115.067,9/21/2020,9:15,88.754,9/25/2020,10:47,
9/21/2020,SJB10,2,1,16,LOI analysis ,N,2,25,37.425,114.932,9/21/2020,9:15,88.696,9/25/2020,10:47,
9/21/2020,SJB10,1,19,1,LOI analysis ,Y,2.9,C71,36.752,139.257,9/21/2020,9:45,119.145,9/25/2020,10:35,
9/21/2020,SJB10,1,18,2,LOI analysis ,Y,2,C34,34.325,111.965,9/21/2020,9:45,89.127,9/25/2020,10:35,
9/21/2020,SJB10,1,17,3,LOI analysis ,Y,2,29,41.184,113.698,9/21/2020,9:45,93.389,9/25/2020,10:35,
9/21/2020,SJB10,1,16,4,grain size,Y,2,C56,35.836,94.193,9/21/2020,9:45,78.63,9/25/2020,10:35,
9/21/2020,SJB10,1,15,5,LOI analysis ,Y,2,4,42.732,118.029,9/21/2020,9:45,82.9,9/25/2020,10:35,
9/21/2020,SJB10,1,14,6,LOI analysis ,Y,2,C49,38.483,107.032,9/21/2020,9:45,77.5,9/25/2020,10:35,
9/21/2020,SJB10,1,13,7,LOI analysis ,N,2,C57,35.426,104.91,9/21/2020,9:45,75.641,9/25/2020,10:35,
9/21/2020,SJB10,1,11,9,grainsize,N,2,C60,40.01,111.69,9/21/2020,9:45,87.379,9/25/2020,10:35,
9/21/2020,SJB10,1,10,10,LOI analysis ,N,2,C41,33.158,96.842,9/21/2020,9:45,79.483,9/25/2020,10:35,
9/21/2020,SJB10,1,6,14,grainsize,N,2,C67,34.447,112.264,9/21/2020,9:45,87.913,9/25/2020,10:35,
9/21/2020,SJB10,1,5,15,LOI analysis ,N,2,C77,34.912,109.831,9/21/2020,9:45,83.101,9/25/2020,10:35,
9/21/2020,SJB10,1,1,19,LOI analysis,N,2,14,41.09,102.846,9/21/2020,9:45,81.802,9/25/2020,10:35,
9/21/2020,SMARC,1,11,1,LOI analysis ,Y,3.4,C40,37.115,115.214,9/21/2020,10:05,127.759,9/25/2020,11:17,
9/21/2020,SMARC,1,10,2,LOI analysis ,Y,2,C53,33.516,132.306,9/21/2020,10:05,86.204,9/25/2020,11:17,
9/21/2020,SMARC,1,9,3,LOI analysis ,Y,2,18,40.805,140.522,9/21/2020,10:05,97.775,9/25/2020,11:17,
9/21/2020,SMARC,1,8,4,grain size,Y,2,30,38.335,124.466,9/21/2020,10:05,92.72,9/25/2020,11:17,
9/21/2020,SMARC,1,7,5,LOI analysis ,Y,2,C45,37.804,122.638,9/21/2020,10:05,93.499,9/25/2020,11:17,
9/21/2020,SMARC,1,6,6,LOI analysis ,Y,2,21,38.532,117.19,9/21/2020,10:05,96.968,9/25/2020,11:17,
9/21/2020,SMARC,1,5,7,LOI analysis ,N,2,C66,36.23,117.281,9/21/2020,10:05,95.754,9/25/2020,11:17,
9/21/2020,SMARC,1,3,9,grainsize,N,2,20,39.028,119.172,9/21/2020,10:05,101.601,9/25/2020,11:17,
9/21/2020,SMARC,1,2,10,LOI analysis ,N,2,12,40.064,102.689,9/21/2020,10:05,101.821,9/25/2020,11:17,
9/21/2020,SMARC,1,1,11,LOI analysis ,N,2,C58,35.324,157.91,9/21/2020,10:05,85.781,9/25/2020,11:17,
9/21/2020,SMARC,3,14,1,LOI analysis ,Y,3.2,C59,40.16,132.802,9/21/2020,10:30,124.913,9/25/2020,11:33,
9/21/2020,SMARC,3,13,2,LOI analysis ,Y,2,C68,40.632,99.88,9/21/2020,10:30,94.595,9/25/2020,11:33,
9/21/2020,SMARC,3,12,3,LOI analysis ,Y,2,C33,37.637,113.619,9/21/2020,10:30,85.331,9/25/2020,11:33,
9/21/2020,SMARC,3,11,4,grain size,Y,2,22,39.599,113.11,9/21/2020,10:30,87.163,9/25/2020,11:33,
9/21/2020,SMARC,3,10,5,LOI analysis ,Y,2,C76,34.589,114.748,9/21/2020,10:30,77.026,9/25/2020,11:33,
9/21/2020,SMARC,3,9,6,LOI analysis ,Y,2,C38,35.613,96.589,9/21/2020,10:30,89.647,9/25/2020,11:33,
9/21/2020,SMARC,3,8,7,LOI analysis ,N,2,1,39.036,109.565,9/21/2020,10:30,90.407,9/25/2020,11:33,
9/21/2020,SMARC,3,6,9,grainsize,N,2,C63,38.953,106.783,9/21/2020,10:30,88.083,9/25/2020,11:33,
9/21/2020,SMARC,3,5,10,LOI analysis ,N,2,C44,34.537,121.136,9/21/2020,10:30,77.384,9/25/2020,11:33,
9/21/2020,SMARC,3,1,14,LOI analysis,N,2,23,43.411,159.159,9/21/2020,10:30,106.24,9/25/2020,11:33,
9/21/2020,SMARC,2,15,1,LOI analysis ,Y,2.2,C51,34.333,112.506,9/21/2020,11:00,90.323,9/25/2020,11:33,
9/21/2020,SMARC,2,14,2,LOI analysis ,Y,2,C52,36.331,107.803,9/21/2020,11:00,89.874,9/25/2020,11:33,
9/21/2020,SMARC,2,13,3,LOI analysis ,Y,2,17,36.4,118.885,9/21/2020,11:00,96.873,9/25/2020,11:33,
9/21/2020,SMARC,2,12,4,grain size,Y,2,C64,33.695,98.419,9/21/2020,11:00,80.685,9/25/2020,11:33,
9/21/2020,SMARC,2,11,5,LOI analysis ,Y,2,13,39.734,116.659,9/21/2020,11:00,95.345,9/25/2020,11:33,
9/21/2020,SMARC,2,10,6,LOI analysis ,Y,2,9,40.862,120.801,9/21/2020,11:00,99.939,9/25/2020,11:33,
9/21/2020,SMARC,2,9,7,LOI analysis ,N,2,3,43.622,116.719,9/21/2020,11:00,96.487,9/25/2020,11:33,
9/21/2020,SMARC,2,7,9,grainsize,N,2,24,37.946,108.061,9/21/2020,11:00,86.208,9/25/2020,11:33,
9/21/2020,SMARC,2,6,10,LOI analysis ,N,2,C50,32.334,106.09,9/21/2020,11:00,82.844,9/25/2020,11:33,
9/21/2020,SMARC,2,2,14,grainsize,N,2,C48,36.397,110.82,9/21/2020,11:00,87.146,9/25/2020,11:33,
9/21/2020,SMARC,2,1,15,LOI analysis ,N,2,19,38.794,117.891,9/21/2020,11:00,91.161,9/25/2020,11:33,
9/21/2020,SJB14,3,17,1,LOI analysis ,Y,2,7,40.322,131.252,9/21/2020,11:30,102.84,9/25/2020,11:33,
