Prep Date,Site number,Quadrat,Bagged_Slice_Number,Slice_Number,Intended_Alysis,Rhizome_Slice_Y_N,Slice Height (cm; if bag says otherwise),Bella Container Weight (g),Initial Dry Sample Weight (in a tared container; includes bella container after April 1st 2020),Shell Weight (in a tared container),Belowground Biomass (in a tared container),Dried Sediment Weight (in a tared container; includes bella container after a April 1st 2020) ,LOI Crucible Number,LOI Crucible Weight (g),LOI Intial Sample Weigh (g),LOI Sample Weight Post LOI 450 (g),LOI Sample Weight Post LOI 950 (g),LOI_Notes_2,Corrected LOI Intial Sample Weigh (g),Corrected LOI Sample Weight Post LOI 450 (g),Corrected LOI Sample Weight Post LOI 950 (g),Fraction OLOI ,Fraction ILOI,% OLOI ,% ILOI,Corrected Sample Weight (g DW),Corrected Sediment Weight (g DW),Sample Bulk Density (g/cm^3),Sediment Bulk Density (g/cm^3),Organic Content (g DW),Inorganic Content (gDW),Organic Content Density (g/cm^3),Inorganic Content Density (g/cm^3),Estimated_Carbon,LOI_Notes_2
10/26/2020,SJB06,3,16,2,LOI analysis ,Y,2,66.7135,112.6089,0,0.6224,111.9821,SC10,16.2518,33.3273,33.0833,32.9723,,17.076,16.832,16.721,0.014,0.007,1.429,0.659,45.895,45.269,1.132,1.117,0.647,0.299,0.016,0.007,0.361579163,
10/5/2020,SJB14,2,14,5,LOI analysis ,Y,2,66.7942,121.5034,0.7715,0.5922,120.1236,SC34,16.21,34.9635,34.7463,34.547,,18.754,18.536,18.337,0.012,0.011,1.158,1.075,54.709,53.329,1.35,1.316,0.618,0.573,0.015,0.014,0.253273522,
10/5/2020,SJB14,2,16,3,LOI analysis ,Y,2,65.9068,124.9295,0.5781,0.567,123.7505,SC7,15.5288,33.629,33.4362,33.2606,,18.1,17.907,17.732,0.011,0.01,1.065,0.981,59.023,57.844,1.456,1.427,0.616,0.567,0.015,0.014,0.21607264,
1/29/2021,SJB24,3,13,3,LOI analysis,Y,2,66.6768,120.6307,0.5379,0.5668,119.5007,SC51,14.0748,25.2289,25.1017,24.9973,,11.154,11.027,10.923,0.011,0.009,1.14,0.947,53.954,52.824,1.331,1.303,0.602,0.5,0.015,0.012,0.25,
2/12/2021,SMAR14,2,20,3,LOI analysis,Y,2,66.7564,102.7584,0,0.5635,102.2427,SC36,15.3136,31.1587,30.8243,30.7333,,15.845,15.511,15.42,0.021,0.006,2.11,0.587,36.002,35.486,0.888,0.875,0.749,0.208,0.018,0.005,0.63,
2/12/2021,SMAR14,2,22,1,LOI analysis,Y,3.1,66.6704,150.5966,0,0.5563,150.081,SC27,16.1341,33.4692,33.2355,33.1467,,17.335,17.101,17.013,0.013,0.005,1.348,0.519,83.926,83.411,1.336,1.328,1.124,0.433,0.018,0.007,0.33,
11/11/2020,SJB17,3,16,2,LOI analysis ,Y,2,66.6521,97.5041,0,0.5393,96.9346,SC6,13.9013,28.6309,28.1006,27.9021,,14.73,14.199,14.001,0.036,0.014,3.6,1.398,30.852,30.283,0.761,0.747,1.09,0.423,0.027,0.01,1.230093417,
3/5/2021,SJB13,3,13,6,LOI analysis,Y,2,65.7748,109.5813,0.1599,0.5345,108.8702,SC27,16.2041,31.6942,31.5159,31.3653,,15.49,15.312,15.161,0.012,0.01,1.151,0.984,43.807,43.095,1.081,1.063,0.496,0.424,0.012,0.01,0.25,0.25
10/28/2020,SJB24,2,14,2,LOI analysis,Y,2,65.9189,109.1616,0.8573,0.5306,107.7877,SC32,17.7633,33.6264,33.427,27.7437,lost part of the sample on transfer. pre weight for LOI950 is 27.8841,15.863,15.664,9.98,0.013,0.005,1.257,0.504,43.243,41.869,1.067,1.033,0.526,0.211,0.013,0.005,0.2928021,
3/4/2020,SMAR23,3,14,3,LOI alysis ,Y,2,,22.9315,0,0.5206,22.1975,SC5,14.9607,26.9081,26.2346,25.7418,,11.947,11.274,10.781,0.056,0.044,5.637,4.371,22.932,22.198,0.566,0.548,1.251,0.97,0.031,0.024,2.044883908,
1/29/2021,SJB24,3,10,6,LOI analysis,Y,2,65.809,110.1217,0.0487,0.5072,109.5481,SC47,15.1799,31.8405,31.6544,31.545,"Please make sure your are picking cruicbles for LOI with different labels. There were two samples with the same number in this batch again. We could distinguish between them because of the weight. But is not always be the case. Note that we added a ""1"" to this cruicble using the blue paint pen to distinguish from the other ""SC47"". ",16.661,16.475,16.365,0.011,0.007,1.117,0.664,44.313,43.739,1.093,1.079,0.489,0.29,0.012,0.007,0.24,
3/5/2021,SJB13,3,18,1,LOI analysis,Y,2,66.6656,135.5544,0,0.5071,135.0316,SC40,16.7551,31.8273,31.7206,31.6372,"Slice height missing, had to be approximated at 2cm",15.072,14.966,14.882,0.007,0.006,0.708,0.557,68.889,68.366,1.699,1.687,0.484,0.381,0.012,0.009,0.07,0.073
10/5/2020,SJB16,1,11,5,LOI analysis ,Y,2,66.7003,109.7526,0,0.5062,109.2559,SC22,15.7127,34.72,34.5015,34.4145,,19.007,18.789,18.702,0.011,0.005,1.15,0.463,43.052,42.556,1.062,1.05,0.489,0.197,0.012,0.005,0.249823331,
10/16/2020,SJB06,2,17,2,LOI analysis ,Y,2,66.7972,124.3408,0,0.4978,123.8694,SC10,16.4573,32.88,32.5002,32.4077,,16.423,16.043,15.95,0.023,0.006,2.313,0.577,57.544,57.072,1.42,1.408,1.32,0.329,0.033,0.008,0.715061044,
10/14/2020,SJB13,2,19,1,LOI analysis,Y,2,66.8018,129.9834,0,0.4956,129.5175,SC31,17.4159,33.3665,33.2224,33.1451,,15.951,15.807,15.729,0.009,0.005,0.903,0.489,63.182,62.716,1.559,1.547,0.567,0.307,0.014,0.008,0.151365717,
11/11/2020,STCH21,3,11,3,LOI analysis ,Y,2,65.8532,88.209,0.4329,0.4861,87.3156,SC16,18.3433,31.3855,30.5751,29.8852,,13.042,12.232,11.542,0.062,0.056,6.214,5.64,22.356,21.462,0.551,0.529,1.334,1.211,0.033,0.03,2.275470243,
8/26/2020,SJB13,1,17,3,LOI alysis ,Y,2,65.9783,121.7195,0.0621,0.4828,121.1757,SC39,16.1838,29.3472,29.2692,29.2076,,13.163,13.085,13.024,0.006,0.005,0.593,0.471,55.741,55.197,1.375,1.362,0.327,0.26,0.008,0.006,0.02702083,
2/8/2021,SMAR23,2,18,2,LOI analysis,Y,2,66.563,98.644,0.528,0.481,97.625,SC23,17.336,30.748,30.2278,29.7774,,13.412,12.892,12.441,0.039,0.035,3.879,3.494,32.081,31.062,0.791,0.766,1.205,1.085,0.03,0.027,1.34,
1/29/2021,SJB24,3,11,5,LOI analysis,Y,2,66.6001,102.8647,0.0823,0.4791,102.2895,SC39,16.1986,32.4809,32.319,32.2153,,16.282,16.12,16.017,0.01,0.006,0.994,0.643,36.265,35.689,0.895,0.88,0.355,0.23,0.009,0.006,0.19,
9/16/2020,SJB02,1,19,3,LOI alysis ,Y,2,66.7501,96.1267,0.2178,0.4586,95.458,SC28,16.1114,28.5597,28.1376,27.9872,,12.448,12.026,11.876,0.034,0.013,3.391,1.251,29.377,28.708,0.725,0.708,0.973,0.359,0.024,0.009,1.14632978,
12/7/2020,SJB16,3,9,5,LOI analysis ,Y,2,65.8329,117.147,0.2025,0.4578,116.515,SC40,16.7255,32.4529,32.2916,32.2372,,15.727,15.566,15.512,0.01,0.003,1.026,0.349,51.314,50.682,1.266,1.25,0.52,0.177,0.013,0.004,0.2,
2/5/2021,SJB17,2,16,2,LOI analysis,Y,2,66.6867,97.4478,1.1438,0.4577,95.8667,SC25,12.8271,28.494,27.9107,27.6768,,15.667,15.084,14.85,0.037,0.016,3.723,1.551,30.761,29.18,0.759,0.72,1.086,0.452,0.027,0.011,1.28,
1/25/2021,SMAR04,2,8,2,LOI analysis,Y,2,66.7218,83.0389,0.4799,0.4566,82.1184,SC44,15.3122,21.5824,21.196,20.956,,6.27,5.884,5.644,0.062,0.041,6.162,4.079,16.317,15.397,0.403,0.38,0.949,0.628,0.023,0.015,2.25,
10/16/2020,STCH02,3,12,3,LOI analysis ,Y,2,65.9222,106.9301,3.7453,0.4541,102.7515,SC11,16.0803,30.5779,29.8483,28.66,,14.498,13.768,12.58,0.05,0.086,5.033,8.631,41.008,36.829,1.012,0.909,1.853,3.179,0.046,0.078,1.803022845,
1/25/2021,SMAR04,2,7,3,LOI analysis,Y,2,66.6427,94.9689,0.7338,0.4522,93.8072,SC53,14.4608,27.1198,26.3528,25.8583,,12.659,11.892,11.398,0.061,0.042,6.059,4.158,28.326,27.165,0.699,0.67,1.646,1.13,0.041,0.028,2.21,
10/28/2020,STCH12,1,8,2,LOI analysis ,Y,2,66.7126,91.623,0.9568,0.4517,90.2651,SC12,16.2423,30.9379,29.9798,28.087,,14.696,13.738,11.845,0.065,0.138,6.52,13.778,24.91,23.553,0.615,0.581,1.536,3.245,0.038,0.08,2.397855413,
1/25/2021,SMAR04,2,9,1,LOI analysis,Y,3.3,65.8548,103.2567,2.2655,0.4495,100.5479,SC22,15.7517,28.9037,28.1865,27.5445,,13.152,12.435,11.793,0.055,0.052,5.453,5.163,37.402,34.693,0.559,0.519,1.892,1.791,0.028,0.027,1.97,
10/5/2020,SJB07,3,8,6,LOI analysis ,Y,2,66.7778,116.3356,5.2865,0.4366,110.5293,SC35,15.461,31.8242,31.6081,30.2135,,16.363,16.147,14.753,0.013,0.086,1.321,8.637,49.558,43.752,1.223,1.079,0.578,3.779,0.014,0.093,0.318258531,
8/5/2020,SJB24,1,10,5,LOI alysis ,Y,2,66.9956,110.9709,0,0.431,110.5433,SC39,16.5604,29.5298,28.9674,28.9047,,12.969,12.407,12.344,0.043,0.005,4.336,0.505,43.975,43.548,1.085,1.074,1.888,0.22,0.047,0.005,1.524544389,
11/13/2020,SJB17,3,15,3,LOI analysis ,Y,2,65.8595,99.2722,0,0.4271,98.8526,SC26,16.346,31.9795,31.5526,31.4047,,15.634,15.207,15.059,0.027,0.01,2.731,0.973,33.413,32.993,0.824,0.814,0.901,0.321,0.022,0.008,0.882269805,
11/11/2020,SJB17,3,15,3,LOI analysis ,Y,2,65.8595,99.2722,0,0.4271,98.8526,SC45,15.8717,31.2365,29.3652,29.1885,Spilled a little at the LOI450 phase before weighing when it came out of the oven.,15.365,13.494,13.317,NA,0.013,NA,1.31,33.413,32.993,0.824,0.814,NA,0.432,NA,0.011,NA,
10/5/2020,SJB14,2,13,6,LOI analysis ,Y,2,66.7066,114.9572,0.8636,0.4228,113.6766,SC17,14.6106,31.6581,31.4514,31.2858,,17.048,16.841,16.675,0.012,0.01,1.212,0.983,48.251,46.97,1.19,1.159,0.57,0.462,0.014,0.011,0.2749978,
2/5/2021,SJB17,2,15,3,LOI analysis,Y,2,66.6059,102.0556,0.657,0.4032,101.0078,SC51,14.0819,27.1332,26.6707,26.555,,13.051,12.589,12.473,0.035,0.009,3.544,0.919,35.45,34.402,0.875,0.849,1.219,0.316,0.03,0.008,1.21,
1/18/2021,SJB14,3,12,6,LOI analysis ,Y,2,66.6873,110.6404,0,0.3992,110.2613,SC38,16.7933,31.4301,31.0585,30.8892,,14.637,14.265,14.096,0.025,0.012,2.539,1.187,43.953,43.574,1.084,1.075,1.106,0.517,0.027,0.013,0.81,
11/11/2020,SJB17,3,17,1,LOI analysis ,Y,3,66.4745,125.9913,1.3921,0.3972,124.1885,SC21,17.5418,30.9489,30.5554,30.2627,,13.407,13.014,12.721,0.029,0.022,2.935,2.249,59.517,57.714,0.979,0.949,1.694,1.298,0.028,0.021,0.964004818,
1/18/2021,SJB14,3,13,5,LOI analysis ,Y,2,65.778,113.7833,0.0323,0.3899,113.4195,SC54,15.4096,30.0948,29.9075,29.774,,14.685,14.498,14.364,0.013,0.009,1.275,0.921,48.005,47.642,1.184,1.175,0.608,0.439,0.015,0.011,0.3,
12/7/2020,SMAR24,1,16,2,LOI analysis ,Y,2,66.7008,98.4381,0.3954,0.3802,97.6689,SC43,15.6321,27.3319,26.8405,26.5429,,11.7,11.208,10.911,0.042,0.027,4.2,2.655,31.737,30.968,0.783,0.764,1.301,0.822,0.032,0.02,1.47,
12/7/2020,SJB16,3,11,3,LOI analysis ,Y,2,66.6361,110.0156,1.6499,0.3704,108.0068,SC7,15.4953,32.4298,32.286,32.1593,,16.935,16.791,16.664,0.008,0.008,0.849,0.755,43.38,41.371,1.07,1.021,0.351,0.312,0.009,0.008,0.13,
9/23/2020,STCH02,2,6,5,LOI alysis ,Y,2,66.7464,95.4902,0.5816,0.3678,94.587,SC40,16.6556,29.6856,29.0255,27.7487,,13.03,12.37,11.093,0.051,0.103,5.066,10.322,28.744,27.841,0.709,0.687,1.41,2.874,0.035,0.071,1.816400614,
9/30/2020,SJB10,1,15,5,LOI analysis ,Y,2,65.9342,106.0934,0.5584,0.3554,105.1907,SC10,16.22,29.1803,28.7963,28.6163,,12.96,12.576,12.396,0.03,0.014,2.963,1.431,40.159,39.257,0.991,0.968,1.163,0.562,0.029,0.014,0.975157751,
8/5/2020,SJB24,1,14,1,LOI alysis ,Y,2.6,66.8639,138.2413,1.172,0.3472,136.7229,SC44,15.5521,30.3719,29.8362,29.7502,,14.82,14.284,14.198,0.036,0.006,3.615,0.602,71.377,69.859,1.354,1.326,2.525,0.421,0.048,0.008,1.235903453,
9/23/2020,STCH02,2,5,6,LOI alysis ,Y,2,66.7402,94.5303,1.6636,0.3472,90.0557,SC43,15.59,30.1337,29.3005,27.8007,,14.544,13.711,12.211,0.057,0.109,5.729,10.939,27.79,23.316,0.686,0.575,1.336,2.55,0.033,0.063,2.081576421,
10/23/2020,SMAR23,1,20,1,LOI analysis,Y,2.4,66.7145,120.4866,0.5338,0.3467,119.6205,SC42,16.2747,31.5728,31.1911,30.8763,,15.298,14.916,14.602,0.025,0.021,2.495,2.11,53.772,52.906,1.105,1.088,1.32,1.117,0.027,0.023,0.788032435,
3/5/2021,SJB13,3,16,3,LOI analysis,Y,2,65.7474,112.7501,0,0.3459,112.4034,SC33,14.4291,31.2321,31.0941,31.0217,,16.803,16.665,16.593,0.008,0.004,0.821,0.434,47.003,46.656,1.16,1.151,0.383,0.203,0.009,0.005,0.12,0.119
9/23/2020,STCH02,2,9,2,LOI alysis ,Y,2,65.9468,109.5896,3.3591,0.3408,105.8862,SC24,15.3875,29.9227,29.5769,28.3862,,14.535,14.189,12.999,0.024,0.084,2.379,8.391,43.643,39.939,1.077,0.985,0.95,3.352,0.023,0.083,0.741620893,
4/7/2020,SMAR12,2,10,1,LOI alysis ,Y,2,66.8692,98.2971,0.0736,0.3403,97.8887,SC7,15.5794,30.0625,29.5221,29.1406,,14.483,13.943,13.561,0.037,0.027,3.731,2.736,31.428,31.02,0.775,0.765,1.157,0.849,0.029,0.021,1.282498153,
3/4/2020,SMAR23,3,15,2,LOI alysis ,Y,2,,19.0253,0.8304,0.3387,17.8771,SC6,12.9675,23.9372,23.7279,23.248,,10.97,10.76,10.281,0.019,0.045,1.908,4.46,19.025,17.877,0.469,0.441,0.341,0.797,0.008,0.02,0.553193159,
10/16/2020,SJB06,2,18,1,LOI analysis ,Y,2.4,66.7226,128.726,0,0.3384,128.3901,SC9,17.4559,34.7433,34.3291,34.236,,17.287,16.873,16.78,0.024,0.006,2.396,0.552,62.003,61.668,1.275,1.268,1.478,0.34,0.03,0.007,0.748385876,
3/9/2020,SMAR12,2,6,5,LOI alysis ,Y,2,,39.4423,0.7059,0.3375,38.3911,SC10,16.1052,29.9551,29.549,29.3578,,13.85,13.444,13.253,0.029,0.014,2.932,1.422,39.442,38.391,0.973,0.947,1.126,0.546,0.028,0.013,0.962860454,
12/2/2020,STCH21,2,11,5,LOI analysis ,Y,2,66.6058,79.8529,0.3938,0.3295,79.1296,SC12,16.2165,23.744,22.2662,21.5129,,7.528,6.05,5.296,0.196,0.125,19.632,12.452,13.247,12.524,0.327,0.309,2.459,1.559,0.061,0.038,7.64,
8/26/2020,SJB07,2,9,6,LOI alysis ,Y,2,66.7623,112.6953,0,0.3263,112.369,SC15,14.3614,31.1531,31.0852,30.983,,16.792,16.724,16.622,0.004,0.006,0.404,0.611,45.933,45.607,1.133,1.125,0.184,0.279,0.005,0.007,-0.048253423,
11/13/2020,STCH01,3,14,2,LOI analysis ,Y,2,65.8451,121.1228,0.1455,0.3258,120.6324,SC4,16.3932,33.0221,32.7796,31.7472,,16.629,16.386,15.354,0.015,0.063,1.458,6.3,55.278,54.787,1.364,1.352,0.799,3.452,0.02,0.085,0.373321807,
10/16/2020,STCH02,3,10,5,LOI analysis ,Y,2,66.8011,99.394,2.6737,0.3257,96.7671,SC15,14.6504,28.9373,28.0991,27.0731,,14.287,13.449,12.423,0.059,0.076,5.867,7.629,32.593,29.966,0.804,0.739,1.758,2.286,0.043,0.056,2.136765218,
12/7/2020,SMAR24,1,15,3,LOI analysis ,Y,2,66.6278,103.6931,0.2529,0.3234,103.1164,SC44,15.3094,28.0713,27.6003,27.2841,,12.762,12.291,11.975,0.037,0.026,3.691,2.573,37.065,36.489,0.914,0.9,1.347,0.939,0.033,0.023,1.27,
7/22/2020,STCH05,3,22,2,LOI alysis ,N,2,66.8776,97.8204,0,0.3197,97.492,SC3,16.4254,27.5923,27.1393,26.7608,,11.167,10.714,10.335,0.041,0.035,4.057,3.533,30.943,30.614,0.763,0.755,1.242,1.082,0.031,0.027,1.412652661,
9/23/2020,STCH02,2,8,3,LOI alysis ,Y,2,66.8268,96.2407,1.8224,0.3178,93.8951,SC32,17.6019,28.3099,27.9105,26.9445,,10.708,10.309,9.343,0.037,0.094,3.73,9.371,29.414,27.068,0.726,0.668,1.01,2.537,0.025,0.063,1.281968622,
10/28/2020,SJB24,2,15,1,LOI analysis,Y,2,66.7166,127.0842,0.7225,0.313,126.0614,SC17,14.6285,31.4917,31.342,31.2264,,16.863,16.714,16.598,0.009,0.007,0.888,0.692,60.368,59.345,1.489,1.464,0.527,0.41,0.013,0.01,0.145092746,
8/24/2020,SJB06,1,17,1,LOI alysis ,Y,2.7,66.0191,137.6828,0.1012,0.3127,137.2713,SC31,17.4011,30.3099,30.1602,30.112,,12.909,12.759,12.711,0.012,0.004,1.16,0.378,71.664,71.252,1.31,1.302,0.826,0.269,0.015,0.005,0.253869608,
8/26/2020,SJB07,2,10,5,LOI alysis ,Y,2,66.7679,115.5655,1.6512,0.3113,113.6027,SC43,15.7795,32.1984,31.9049,31.7569,,16.419,16.125,15.977,0.018,0.009,1.788,0.918,48.798,46.835,1.204,1.155,0.837,0.43,0.021,0.011,0.50502963,
10/5/2020,SJB16,1,13,3,LOI analysis ,Y,2,66.7817,110.0311,0,0.3059,109.7345,SC31,17.3763,33.7785,33.6467,33.5512,,16.402,16.27,16.175,0.008,0.006,0.804,0.587,43.249,42.953,1.067,1.06,0.345,0.252,0.009,0.006,0.111420297,
1/25/2021,SJB16,2,11,5,LOI analysis ,Y,2,66.7224,119.8352,0.3044,0.3052,119.2431,SC36,15.3328,32.3968,32.3694,32.2781,,17.064,17.037,16.945,0.002,0.005,0.161,0.536,53.113,52.521,1.31,1.296,0.084,0.281,0.002,0.007,-0.15,
8/31/2020,SJB17,1,16,3,LOI alysis ,Y,2,65.9701,99.8676,0.256,0.3039,99.3079,SC18,15.8318,31.0308,30.5187,30.249,,15.199,14.687,14.417,0.034,0.018,3.369,1.836,33.898,33.338,0.836,0.822,1.123,0.612,0.028,0.015,1.137720245,
11/11/2020,SJB17,3,13,5,LOI analysis ,Y,2,66.7314,97.9601,0,0.2986,97.6577,SC8,14.2256,29.1862,28.7971,28.6576,,14.961,14.572,14.432,0.026,0.01,2.601,0.957,31.229,30.926,0.77,0.763,0.804,0.296,0.02,0.007,0.830332607,
9/16/2020,SJB02,1,21,1,LOI alysis ,Y,3.2,65.9574,149.3922,1.4335,0.2921,147.6362,SC12,16.1426,33.6704,33.3058,33.1342,,17.528,17.163,16.992,0.021,0.01,2.08,1,83.435,81.679,1.286,1.259,1.699,0.817,0.026,0.013,0.622049658,
9/16/2020,SJB02,1,20,2,LOI alysis ,Y,2,65.9531,105.7668,0.0515,0.2914,105.4296,SC16,18.2643,31.7214,31.3751,31.2223,,13.457,13.111,12.958,0.026,0.012,2.573,1.165,39.814,39.477,0.982,0.974,1.016,0.46,0.025,0.011,0.819345104,
7/30/2020,SJB02,3,16,3,LOI alysis ,N,2,66.9152,106.1246,0.1679,0.2772,105.7171,SC31,17.4906,25.0508,24.8163,24.764,,7.56,7.326,7.273,0.031,0.007,3.102,0.714,39.209,38.802,0.967,0.957,1.204,0.277,0.03,0.007,1.030707918,
10/28/2020,STCH12,1,7,3,LOI analysis ,Y,2,65.9097,90.7151,0.6028,0.2771,89.8896,SC46,14.2926,27.1757,26.3839,24.6738,,12.883,12.091,10.381,0.061,0.141,6.146,14.143,24.805,23.98,0.612,0.592,1.474,3.392,0.036,0.084,2.248414512,
11/11/2020,STCH21,3,12,2,LOI analysis ,Y,2,66.6499,79.6572,0.4044,0.2761,79.0042,SC31,17.3849,28.7696,27.6014,26.6204,,11.385,10.217,9.236,0.103,0.096,10.261,9.602,13.007,12.354,0.321,0.305,1.268,1.186,0.031,0.029,3.89445598,
2/5/2021,SJB17,2,17,1,LOI analysis,Y,1.9,65.8172,107.6494,1.751,0.2722,105.6211,SC8,14.266,27.4026,26.9865,26.7157,,13.137,12.721,12.45,0.032,0.021,3.167,2.129,41.832,39.804,1.086,1.034,1.261,0.847,0.033,0.022,1.06,
10/14/2020,SJB14,1,13,6,LOI analysis ,Y,2,66.8338,115.2306,0.2336,0.2711,114.7001,SC23,17.2919,34.0847,33.9012,33.7346,,16.793,16.609,16.443,0.011,0.01,1.093,1.003,48.397,47.866,1.194,1.181,0.523,0.48,0.013,0.012,0.227092087,
4/23/2020,SMAR14,3,12,1,LOI alysis ,Y,3.2,66.8526,128.2065,0,0.2666,127.953,SC30,16.48635,29.8994,29.5926,29.4704,,13.413,13.106,12.984,0.023,0.009,2.287,0.932,61.354,61.1,0.946,0.942,1.398,0.57,0.022,0.009,0.704929863,
1/18/2021,SJB14,3,15,3,LOI analysis ,Y,2,66.5776,115.7723,0.1046,0.2662,115.4135,SC22,15.8302,32.693,32.4622,32.2593,,16.863,16.632,16.429,0.014,0.012,1.369,1.22,49.195,48.836,1.214,1.205,0.668,0.596,0.016,0.015,0.34,
11/11/2020,SJB17,3,12,6,LOI analysis ,Y,2,66.6693,101.7586,0.7541,0.2638,100.7379,SC41,16.5166,32.7903,32.3355,32.1791,,16.274,15.819,15.663,0.028,0.01,2.795,0.989,35.089,34.069,0.866,0.84,0.952,0.337,0.023,0.008,0.907877311,
2/12/2021,SMAR14,2,21,2,LOI analysis,Y,2,65.8788,104.2999,0,0.2629,104.0459,SC45,15.9032,31.2221,30.8758,30.7794,,15.319,14.973,14.876,0.023,0.006,2.261,0.644,38.421,38.167,0.948,0.942,0.863,0.246,0.021,0.006,0.69,
2/15/2021,SJB02,2,22,1,LOI analysis,Y,2.2,66.6461,96.1945,0.1652,0.2585,95.7906,SC32,17.7134,27.2063,26.6847,26.4605,,9.493,8.971,8.747,0.055,0.025,5.495,2.499,29.548,29.145,0.663,0.654,1.601,0.728,0.036,0.016,1.99,
2/8/2021,SMAR23,2,17,3,LOI analysis,Y,2,65.767,103.998,0.252,0.258,103.514,SC48,15.618,29.935,29.4423,28.9975,,14.317,13.824,13.38,0.034,0.032,3.441,3.218,38.231,37.747,0.943,0.931,1.299,1.215,0.032,0.03,1.17,
8/24/2020,SJB06,1,16,2,LOI alysis ,Y,2,66.7952,113.7795,0,0.2574,113.5358,SC30,16.5648,31.568,31.4321,31.3619,,15.003,14.867,14.797,0.009,0.005,0.906,0.472,46.984,46.741,1.159,1.153,0.423,0.221,0.01,0.005,0.152322704,
12/7/2020,SJB07,1,14,1,LOI analysis ,Y,2,66.7058,122.3267,0,0.2556,122.078,SC32,17.7402,32.0249,31.881,31.7818,,14.285,14.141,14.042,0.01,0.007,1.007,0.702,55.621,55.372,1.372,1.366,0.558,0.388,0.014,0.01,0.19,
